vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version,target_stake_msol,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_algo,target_stake
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,7902091.66893613,7959252.64708808,0.0210232327112476,0.0140644754002316,0.0140644754002316,8,374035.292,UNITAS,0,1204954.15413602,1.14.17,1170000,0.88406450629907,0.98238332987527,0.905085330120503,617,840,165,0.907797357206034,0,"",1,1,223,0,1,0,0,0,1170000
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1109975.36360015,1125964.78743005,0.0326120293683453,0.0187331328859561,0.0187331328859561,0,408991.1,LATITUDE-SH,3785800961206110,124008.398233982,1.13.7,0,0.820156501269878,0.976535532747337,0.989670901856629,781,1225,12,0.962581350296414,0,"",1,1,24,1,1,0.0928290780112239,91096,28101,119197
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,95121.467428014,118435.767292261,0.0326120293683453,0.014594330400782,0.0093648089088084,5,388551.805,LATITUDE-SH,3650878125000000,119644.20675545,1.13.7,0,0.820156501269878,0.988269967799517,0.940212183767253,781,377,73,0.925438831385524,0,"",1,1,73,1,1,0.0895207238267475,87849,27017,114866
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,184321.525874454,202101.203325438,0.00339435850060455,0.0147721706578457,0.0147721706578457,5,388076.995,Latitude.sh LTDA,3092688151518800,108295.557832801,1.14.17,0,0.981281345548965,0.981496895540007,0.939063245218443,238,898,93,0.948822464524797,0,"",1,1,40,1,1,0.0758337230552684,74418,27699,102117
BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo,119794.355429491,143047.492268003,0.000363815328115867,0.0143781587522928,0.011666314027996,10,367860.42,NorthC Deutschland GmbH,4979321694199950,119289.88822582,1.14.17,0,0.997993690586961,0.985387182958894,0.890143461847357,38,592,560,0.914062244815876,0,"",1,1,110,0,1,0.100000009596108,98133,0,98133
DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,147698.279121076,149244.292132439,0.000557736826943667,0.166553892344727,0.0296096580929222,7,378394.773,ORACLE-BMC-31898,2938937230318630,95011.452525629,1.14.17,0,0.996924283944576,0.962911977568643,0.91563434082733,66,1674,131,0.931777227210084,0,"",1,1,58,1,1,0.0720637001162521,70718,27202,97920
CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,1895679.37424066,1918510.72439227,0.0326120293683453,0.0147572085800921,0.0147572085800921,6,387732.892,LATITUDE-SH,2677695351316500,92737.452013154,1.14.17,0,0.820156501269878,0.981515636515455,0.938230589626813,781,894,98,0.923394964255642,0,"",1,1,85,1,1,0.0656579381907968,64432,26957,91389
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,130534.060392956,134982.769943097,0.0326120293683453,0.00821842183504289,0.00821842183504289,0,410723.2,LATITUDE-SH,2353187612488630,86034.888835803,1.14.17,0,0.820156501269878,0.989705892164919,0.993862213034564,781,296,7,0.966818540388486,0,"",1,1,20,1,1,0.0577009414213746,56624,28225,84849
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,158228.243014988,166168.531641903,0.00330709108067253,0.0134419223334318,0.0122044890837452,10,367977.06,HVC-AS,3273213402913010,82540.116330532,1.13.7,0,0.981762593678251,0.984713083701247,0.890425705676116,224,643,424,0.911730409832224,0,"",1,1,146,0,1,0.080260239730929,78762,0,78762
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,153608.397382301,160126.792521504,0.00104351385112098,0.0192593879701405,0.0163010900344138,10,367777.44,SERVER-MANIA,3130963058541690,78952.187984082,1.14.17,0,0.994245400068813,0.979581824587281,0.88994266801239,113,1030,620,0.912884561911447,0,"",1,1,124,0,1,0.0767722224149441,75339,0,75339
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,391023.612600416,402206.502414676,0.0326120293683453,0.0120148422057309,0.0120148422057309,5,388015.815,LATITUDE-SH,1754537525723080,69588.189718898,1.14.17,0,0.820156501269878,0.984950628749682,0.938915202716355,781,625,95,0.924185819880999,0,"",1,1,79,1,1,0.0430218470271953,42219,26980,69199
mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR,82973.290239299,84713.7421634452,0.00339435850060455,0.0161190476190476,0.010100447624653,6,381326.322,Latitude.sh LTDA,1542963226836960,67948.132519264,1.14.17,0,0.981281345548965,0.987348532465513,0.922728061797461,238,440,121,0.936707064733696,0,"",1,1,50,1,1,0.0378339511547549,37128,27346,64474
GREENr9zSeapgunqdMeTg8MCh2cDDn2y3py1mBGUzJYe,169974.500968288,174800.073438791,0.0702325790608877,0.0218052988410548,0.0179859896469419,7,385016.14,WEBNX,2035124761997170,51320.114061135,1.14.17,0,0.612692831823276,0.97747137824481,0.931656631411192,828,1166,108,0.88610948892333,0,"",1,1,671,0,1,0.0499019205794437,48970,0,48970
juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx,658600.841226013,725370.643902761,0.00339435850060455,0.0150083584666136,0.0150083584666136,4,392011.008,Latitude.sh LTDA,808581104861145,48676.576838639,1.14.17,0,0.981281345548965,0.981201054949004,0.948582714452921,238,910,61,0.956122376198165,0,"",1,1,31,1,1,0.0198266626228668,19456,27912,47368
Luck3DN3HhkV6oc7rPQ1hYGgU3b5AhdKW9o1ob6AyU9,65042.981598287,67816.3362518547,0.00339435850060455,0.0205902777777778,0.0142921198535968,4,392442.432,Latitude.sh LTDA,741077625000000,46246.633347633,1.14.17,0,0.981281345548965,0.982098190392528,0.94962666817016,238,862,57,0.956994427937851,0,"",1,1,30,1,1,0.0181714779392915,17832,27938,45770
AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,376553.918080888,398016.13869844,0.0326120293683453,0.0212570519095976,0.0212570519095976,0,408619.2,LATITUDE-SH,730135625000000,46311.037740215,1.14.17,0,0.820156501269878,0.973374160026653,0.988770983476008,781,1357,27,0.961645922871268,0,"",1,1,25,1,1,0.0179031707603903,17569,28074,45643
