vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,marinade_stake,version
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,1528105.755322695,1649046.4352915394,0.0041874148906416745,0.014089210502808624,0.014089210502808624,0,421242.4,AS-WAVE-1,42309.684859813,1.14.20
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,497412.851648217,509761.5310310029,0.0840534241023636,0.008502450487086666,0.008502450487086666,0,418852.5,UAB Cherry Servers,2796.808573669,1.14.20
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,370356.763578864,381693.4386865621,0.06669478672591647,0.01321195344421976,0.01321195344421976,0,418650.5,LATITUDE-SH,39505.004374047,1.14.20
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,26599.666749479,27422.7190348508,0.18480650085982253,0.0025000000000000022,0.002190869263451128,0,418636.6,TERASWITCH,0.0,1.14.20
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,29429.315278188,31138.4522304476,0.18480650085982253,0.00625,0.002190869263451128,0,418625.0,TERASWITCH,0.0,1.14.20
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,648093.245245967,795760.1849131514,0.0840534241023636,0.00931128640038329,0.00931128640038329,0,417706.6,UAB Cherry Servers,2220.09501151,1.14.24
8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN,186124.521136495,198882.660824542,0.0031897628400537506,0.008213203980779304,0.008003336783077996,0,417030.6,OOO NIIR-RadioNet,39470.427411399,1.14.24
CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,96525.364568785,108094.9782450403,0.06669478672591647,0.009151505099647506,0.007985767593900867,0,416976.6,LATITUDE-SH,39163.536608227,1.14.24
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,672889.485439733,680913.1457617343,0.008916556477254244,0.010823107206848193,0.010823107206848193,0,416951.5,RELIABLESITE,40168.106228632,1.14.24
CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,376083.959275692,381065.389826682,0.0031897628400537506,0.014501901681255458,0.014501901681255458,0,416950.1,OOO NIIR-RadioNet,39760.251953761,1.14.24
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,1057573.024469434,1133356.4162535898,0.0028782872437922782,0.008550784674086476,0.008550784674086476,0,416893.5,ALLNODES,39684.061354879,1.14.26
DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx,564211.494173502,581942.393155813,0.06669478672591647,0.008715455976581788,0.008715455976581788,0,416880.4,LATITUDE-SH,39799.153845889,1.14.24
FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb,184203.768509543,190421.634186311,0.06669478672591647,0.0037119401824590504,0.0037119401824590504,0,416861.4,LATITUDE-SH,38831.725787383,1.14.24
bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8,92201.157708455,97366.4448824244,0.001311565677153447,0.005208333333333337,0.0025311541391364115,0,416857.1,CETIN a.s.,39330.495431658,1.14.23
CertuszpSb9Qb8v5HhndmSdCC3WoKAiFoBEXmNhjJPUg,8577.543687606,8589.127097418,0.08149438061993608,0.05,0.0016194010949816214,0,416851.2,PACKET,3.371991917,1.14.24
F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK,3367055.625603959,3404587.205664667,0.09711500165422711,0.01489473579700622,0.01489473579700622,0,416794.2,OVH SAS,38.965897997,1.14.22
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,135678.430284549,145902.7704225313,0.0031868034005085926,0.010517779420218443,0.006536568907659307,0,416698.8,Web Werks India Pvt. Ltd.,40614.899245627,1.14.24
EXrWdDxFaE3Sfsbh3TV5ToGhMqu53xrmeoVdvn467jUH,407146.329204036,408669.8982363049,0.09711500165422711,0.009710572034323772,0.009710572034323772,0,416689.0,OVH SAS,0.0,1.14.24
7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD,50176.039022988,55354.3373433177,0.001996566312434034,0.6730048076923076,0.015415250380535242,0,416616.7,HVC-AS,40694.539405436,1.14.24
