"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","marinade_stake","version","target_stake_msol","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","eligible_stake_mnde","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",1044707.14129408,1198505.86729083,0.0030349651140375,0.0128574955957776,0.0128574955957776,0,416755.4,"AS-WAVE-1",0,26862.96344162,"1.13.5",0,0.983683618027361,0.978656230902243,0.998665986440365,199,1050,2,0.994821794720047,0,"",1,1,1,1,1,0,0,27638,27638
"5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",99620.830819535,108417.049326764,0.000276995460464567,0.00537405303030303,0.00393212443926493,0,413685.3,"TIER-NET",2704427055171,26739.714299497,"1.13.6",0,0.998510835028474,0.993472573607346,0.991309142485924,38,162,10,0.992583512963348,0,"",1,1,2,1,1,0.0000786418279463727,75,27576,27651
"5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",110510.307368373,114597.02418585,0.000290166551085081,0.00717478457070551,0.00618681569966358,0,413677.5,"Web Werks India Pvt. Ltd.",0,26600.450582323,"1.13.5",0,0.998440025468072,0.989729728876022,0.991290451439103,40,354,11,0.992270330323323,0,"",1,1,3,1,1,0,0,27567,27567
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",83855.323078566,84587.974656682,0.00118613130438649,0.001,0.001,0,413498.2,"CETIN a.s.",0,27622.633919139,"1.13.6",0,0.993623198058336,0.998339974613348,0.990860796991029,114,39,17,0.991861103126178,0,"",1,1,4,1,1,0,0,27555,27555
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",97307.667641408,102172.270615729,0.000258728303867605,0.00677059063373718,0.00616754912870758,0,413269.9,"MWAY",25152661503971,27410.386971247,"1.13.7",0,0.998609041727197,0.989761711872922,0.990313724428312,35,350,22,0.991547464585418,0,"",1,1,5,1,1,0.00073162392112814,694,27547,28241
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",483866.613372313,503868.132150387,0.00127592079741801,0.00634514790764791,0.00634514790764791,0,413627.2,"ALLNODES",0,26589.419013507,"1.13.6",0,0.993140477628156,0.989466893391243,0.991169918149989,118,371,12,0.991342079242111,0,"",1,1,6,1,1,0,0,27541,27541
"GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD",120416.351698585,145126.331711887,0.000367543309952772,0.0104734160374404,0.00788843499196015,0,412675.5,"TEXASNET-ASN",0,26630.399666413,"1.13.7",0,0.998024037571654,0.986904997652393,0.988889370809042,46,522,26,0.990142060068163,0,"",1,1,7,1,1,0,0,27508,27508
"7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",36620.632635481,40995.6045213077,0.000103814502888144,0.605029137529138,0.0232778192352689,0,413516.8,"ZEN-ECN",0,26569.405049389,"1.13.5",0,0.999441879224382,0.961358229123558,0.990905367948833,14,1616,16,0.989945820543127,0,"",1,1,8,1,1,0,0,27502,27502
"MELNFCV6Rfn1mPLhpAK7gjYzDUhvLdKyMW4mFbfoL9F",68135.012378527,72689.4701231403,0.00140597133857735,0.0513875506196142,0.0151078533184562,0,413492.9,"ORACLE-BMC-31898",0,26531.322481716,"1.13.6",0,0.992441308370661,0.974920579953549,0.990848096664343,120,1248,18,0.989868012564485,0,"",1,1,9,1,1,0,0,27500,27500
"CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc",145570.442701414,160500.514588634,0.00371689819631893,0.00448948948948948,0.0039861299583399,0,413551.1,"OOO NIIR-RadioNet",0,26905.065840668,"1.13.7",0,0.980017453761149,0.993382923074662,0.990987560629083,240,167,14,0.98948411052983,0,"",1,1,10,1,1,0,0,27489,27489
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",316617.758682677,433861.503138448,0.00109866270075279,0.0152148887933237,0.0152148887933237,0,413090.8,"COGENT-174",28169757490035,27494.502474227,"1.13.7",0,0.994093441073948,0.974742898347996,0.989884549237849,111,1259,25,0.989367328682644,0,"",1,1,11,1,1,0.000819366162765065,778,27486,28264
"8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN",157852.062777251,160609.510468593,0.00371689819631893,0.0130452995971035,0.0101000539346273,0,413260.8,"OOO NIIR-RadioNet",0,28391.003962101,"1.13.6",0,0.980017453761149,0.983233654061965,0.990291918207021,240,777,23,0.988168287973421,0,"",1,1,12,1,1,0,0,27453,27453
"DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao",236753.697042914,239444.207087541,0.000814618153357278,0.0242489012060041,0.0242489012060041,0,409521.6,"23M GmbH",0,26458.641607507,"1.13.7",0,0.995620502887975,0.959746208399618,0.98133171791568,88,1670,34,0.981869568717874,0,"",1,1,13,1,1,0,0,27278,27278
"GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr",217690.99367373,225924.147883379,0.00369519108058691,0.0110233090101244,0.0110233090101244,1,409128.192,"Amarutu Technology Ltd",0,26340.823197531,"1.13.7",0,0.980134154144349,0.981701027198284,0.98038899902495,222,878,35,0.980450717364345,0,"",1,1,14,1,1,0,0,27238,27238
"voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",438415.999483633,491211.142442539,0.0177164534688839,0.0150018307234506,0.0150018307234506,0,413912.6,"RELIABLESITE",1000000000000,26534.473328752,"1.13.7",0,0.904753955601733,0.975096580152817,0.991853818760587,585,1241,9,0.977164821458627,0,"",1,1,15,1,1,0.0000290829485713145,28,27147,27175
"GmTownnqSF8zXE4Cy3ZP8daMBPDSc6PnYW6aJLzjwTkz",855200.665967073,877388.411551847,0.0022297526947494,0.0114194546610545,0.0114194546610545,2,405299.09,"GTT Communications Inc.",0,26139.855612393,"1.13.6",0,0.988012548643877,0.981043415360928,0.971213367644983,153,916,41,0.97455401454604,0,"",1,1,16,1,1,0,0,27075,27075
"6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ",369781.745155026,383226.994849821,0.0177164534688839,0.017375100150761,0.017375100150761,0,412635.6,"RELIABLESITE",0,26331.116823421,"1.13.7",0,0.904753955601733,0.971156892654116,0.988793758915689,585,1373,27,0.974507876385729,0,"",1,1,17,1,1,0,0,27073,27073
"DujbfBa9RitWFkjhVqyV3h4rp2nsf7ikU7C484TwKShR",43500.347617117,45075.8726511367,0.000114138228901303,0.0863246434937611,0.0132475261372177,0,404289.4,"CENTURYLINK-US-LEGACY-QWEST",0,26545.327663734,"1.13.6",0,0.999386377480314,0.978008770301883,0.968793859559788,15,1087,42,0.974209240066184,0,"",1,1,18,1,1,0,0,27065,27065
