vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version,target_stake_msol,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_algo,target_stake
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,7885723.82478253,7917294.69733611,0.0208212166111152,0.0102880201864302,0.0102880201864302,8,378608.98,UNITAS,0,1204497.20655925,1.13.7,1170000,0.888062330011405,0.982921625312138,0.907256175893294,628,798,163,0.910123695712915,0,"",1,1,191,0,1,0,0,0,1170000
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1076577.85488605,1099033.70346737,0.0311382873728792,0.0118696356097001,0.0118696356097001,0,413298,LATITUDE-SH,3785800961206110,117754.514336033,1.13.7,0,0.832596365473925,0.98029610355759,0.990381060122628,772,967,20,0.965330725825517,0,"",1,1,24,1,1,0.100000005482177,94903,26818,121721
BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo,119034.178304005,138285.896986094,0.00035015304818137,0.00686996017919362,0.00643077179595658,10,372053.88,NorthC Deutschland GmbH,4979321694199950,119471.647324732,1.13.7,0,0.998117529965472,0.989324755562947,0.891548268070828,45,378,230,0.915464807400167,0,"",1,1,101,1,1,0.100000005482177,94903,25433,120336
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,463.382494378,45098.5417023718,0.0311382873728792,0.0180250626566416,0.00969997020458739,6,383980.13,LATITUDE-SH,3650878125000000,93674.272442651,1.13.7,0,0.832596365473925,0.983897803210617,0.920126998474283,772,725,131,0.911566193761639,0,NOT_ELIGIBLE_ALGO_STAKE_MIN_STAKE_BELOW_1000,0,0,167,0,1,0.100000005482177,94903,0,94903
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,128712.12046702,151152.324399717,0.0311382873728792,0.0257307067932068,0.016222464140366,0,415347.5,LATITUDE-SH,2353187612488630,90627.524606083,1.13.6,0,0.832596365473925,0.973070297692941,0.995292252489204,772,1306,6,0.968552734887141,0,"",1,1,20,1,1,0.0684468428115695,64958,26908,91866
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,135982.159268667,171366.293447677,0.0024499319994798,0.0131087152438084,0.0112497483053023,10,371962.8,HVC-AS,3273213402913010,92000.0855758,1.13.7,0,0.986828834992002,0.981325132219754,0.891330014154874,156,906,307,0.912944841827115,0,"",1,1,142,0,1,0.0952074590060627,90355,0,90355
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,164636.505273831,172906.293998148,0.000975557170055735,0.0134991736683238,0.0120150598506553,10,370764.36,SERVER-MANIA,3130963058541690,85256.476391399,1.13.7,0,0.994755273018081,0.98005469562577,0.888458206699494,101,981,824,0.911857485281298,0,"",1,1,162,0,1,0.0910698407959375,86428,0,86428
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,183141.754790078,190849.882998211,0.0586737671401973,0.0139633155705466,0.0134313978208513,5,392321.595,Latitude.sh LTDA,3092688151518800,84219.690336359,1.13.7,0,0.684561910776103,0.977703538639165,0.94011555140625,1019,1104,87,0.903690990327221,0,"",1,1,336,0,1,0.0899565477174984,85371,0,85371
mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR,56773.574685284,62234.1219176007,0.0383941616051196,0.0118189102564103,0.00488220420147363,6,388697.708,Latitude.sh LTDA,1550726999478930,42612.953562676,1.13.7,0,0.793587806538244,0.991895417082735,0.931431674279274,811,231,114,0.914875982534767,0,"",1,1,105,1,1,0.0451057618830708,42807,25417,68224
1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5,334249.931104664,357251.70570357,0.0482480947622449,0.00825584969425549,0.00825584969425549,5,394052.4,WEBNX,1547542089193040,67222.371875823,1.13.7,0,0.740611732256248,0.986295079919153,0.944263058751472,816,563,64,0.916165317842028,0,"",1,1,94,1,1,0.0450131130930886,42719,25453,68172
GREENr9zSeapgunqdMeTg8MCh2cDDn2y3py1mBGUzJYe,174433.512252947,185237.832022075,0.0482480947622449,0.00863553174089011,0.00863553174089011,7,385572.699,WEBNX,2065994043695940,56258.348923279,1.13.7,0,0.740611732256248,0.985664798082884,0.923943252544079,816,612,123,0.900486214464321,0,"",1,1,389,0,1,0.0600932660831036,57030,0,57030
juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx,659004.116493515,736395.384377778,0.00278261506356866,0.00912612698416926,0.00912612698416926,4,396737.76,Latitude.sh LTDA,808581104861145,47939.185358284,1.13.7,0,0.985040285949248,0.98485039752447,0.950697954840035,181,673,56,0.958608501371024,0,"",1,1,30,1,1,0.0235190872131567,22320,26632,48952
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,394194.089073302,426902.661340156,0.0779129917251332,0.0207027471306421,0.0207027471306421,5,392268.49,LATITUDE-SH,1754537525723080,48207.135581324,1.13.7,0,0.581129243384548,0.965632914189698,0.939988296529144,1033,1541,88,0.886751874326941,0,"",1,1,654,0,1,0.0510339961303506,48433,0,48433
Luck3DN3HhkV6oc7rPQ1hYGgU3b5AhdKW9o1ob6AyU9,39556.654573299,49289.6935741859,0.00278261506356866,0.012042297979798,0.00598372629820881,4,396560.64,Latitude.sh LTDA,734135625000000,46229.011868716,1.13.7,0,0.985040285949248,0.990066862438196,0.950273524299918,181,330,57,0.958683282871991,0,"",1,1,29,1,1,0.0213537095616128,20265,26634,46899
