vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,34438.645451342,48643.4907829779,0.1322570594626231,0.04208984943505066,0.03812808917894216,0,375750.0,LATITUDE-SH,0
Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4,2529267.467221233,2617640.7986264457,0.02663925160126589,0.03127477333219477,0.03127477333219477,0,375398.6,LATITUDE-SH,8507500000000
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,7424.74069786,8379.6280075892,0.1996348459744017,0.0425,0.01974477084539758,0,375217.6,TERASWITCH,0
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,248615.866233447,254096.1745010786,0.02663925160126589,0.07959120824640459,0.07959120824640459,0,374759.5,LATITUDE-SH,6501528140136
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,951945.826631323,1013638.8342552551,0.0026407209241810408,0.08193192873113611,0.08193192873113611,0,374446.9,AS-WAVE-1,0
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,65253.719355707,89131.4496518171,0.12464078890143226,0.06655002676127658,0.052267000543180696,0,374032.2,OVH SAS,3000000000000
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,2313628.520664349,2343501.5229518106,0.1996348459744017,0.04862747143249663,0.04862747143249663,0,362982.1,TERASWITCH,0
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,433901.409517634,446140.3209543107,0.013924939831330092,0.09999835448215286,0.09999835448215286,0,362586.2,RELIABLESITE,1000000000000
7ztvwhHQxU68beHN88iK2h7KMZb3zdHcESWpNHJhQwsc,43085.151411848,46377.8537988646,0.00039044104127411607,0.16049719887955186,0.06989902706418899,0,359420.7,TIER-NET,0
7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD,40476.687398383,41743.9400693064,0.00010878435623405467,0.8965526140526141,0.08792397948114536,0,356143.0,ZEN-ECN,0
F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK,3026495.364860924,3039443.2175268196,0.12464078890143226,0.050560481869282914,0.050560481869282914,0,355417.7,OVH SAS,0
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,130546.521096462,181215.9749510076,0.001104345876959022,0.03594514915245647,0.03594514915245647,0,355416.4,Web Werks India Pvt. Ltd.,0
