"","vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","target_stake_self","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","score","eligible_algo_stake","rank","in_algo_stake_set","eligible_mnde_stake","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"2","HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",950715.501362987,1003069.79691874,0.00262382506317413,0.0898843805451951,0.0898843805451951,0,370555.9,"AS-WAVE-1",0,0,0.986817211595669,0.876862439939913,0.997488753362147,0.98656803051944,TRUE,1,TRUE,TRUE,0,0,27667,27667
"1","Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4",2488280.70772771,2588460.34749511,0.0261174028947852,0.0330580821470307,0.0330580821470307,0,371488.8,"LATITUDE-SH",8.5075e+12,0,0.868779286826351,0.954711913781233,1,0.97632849903338,TRUE,2,TRUE,TRUE,0.000383484783090508,360,27380,27740
"4","DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5",247795.441090754,252648.330140904,0.0261174028947852,0.0860948314348104,0.0860948314348104,0,370060,"LATITUDE-SH",6501528140136,0,0.868779286826351,0.882053951839425,0.996153854436527,0.967780851527492,TRUE,3,TRUE,TRUE,0.000293081526240274,275,27140,27415
"9","7ztvwhHQxU68beHN88iK2h7KMZb3zdHcESWpNHJhQwsc",43085.151411848,45643.1790854299,0.000402763294570751,0.143830532212885,0.0760186055769855,0,355011,"TIER-NET",0,0,0.997976411093911,0.895857928227992,0.955643884822369,0.957557661433808,TRUE,4,TRUE,TRUE,0,0,26853,26853
"13","5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",130546.521096462,190379.134361926,0.00113667824888205,0.0382503955753499,0.0382503955753499,0,349959.8,"Web Werks India Pvt. Ltd.",0,0,0.994289029002303,0.947598677835762,0.942046705041982,0.950511060481553,TRUE,5,TRUE,TRUE,0,0,26656,26656
"8","voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",432466.641576402,444446.111948582,0.0149050986455994,0.112636114504194,0.112636114504194,0,357917.6,"RELIABLESITE",1e+12,0,0.925112857427732,0.845693587355578,0.963468077637872,0.948507698353059,TRUE,6,TRUE,TRUE,4.50690723300286e-05,42,26599,26641
"19","DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",312825.800958754,324617.431395329,0.000849472828001383,0.0505843630034068,0.0505843630034068,0,349357.5,"COGENT-174",48806897898122,0,0.99573202470548,0.930701697006174,0.94042539102121,0.948186127433018,TRUE,7,TRUE,TRUE,0.00219996723213329,2066,26590,28656
"16","juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx",628520.208520311,653421.015049367,0.00237246317512377,0.0501071858361234,0.0501071858361234,0,349739.9,"Latitude.sh LTDA",771753362570855,0,0.988080119946378,0.931355408271015,0.941454762566193,0.947851021063516,TRUE,8,TRUE,TRUE,0.0347869280071941,32664,26581,59245
"10","7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",40476.687398383,41411.5024200074,0.00010838249043731,0.884469280719281,0.0940435579939419,0,350820.5,"ZEN-ECN",0,0,0.999455457813014,0.871164553835685,0.944363598579553,0.947208573481327,TRUE,9,TRUE,TRUE,0,0,26563,26563
"22","6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",418138.682433398,433853.025517753,0.00113498942074482,0.0451217376327748,0.0451217376327748,0,348459.1,"ALLNODES",0,0,0.994297514119812,0.938185248159133,0.938007013939586,0.94668080121497,TRUE,10,TRUE,TRUE,0,0,26548,26548
"18","bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",68562.081633288,74923.4198559461,0.00577426937743229,0.0446254786393286,0.0401523267904257,0,349586.7,"RADIOKOMUNIKACE a.s.",0,0,0.970988549327977,0.944993117583736,0.941042367899113,0.945953376556217,TRUE,11,TRUE,TRUE,0,0,26528,26528
"28","6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",41316.304521562,47710.456708544,0.00012464481733597,0.0625148809523809,0.0484560896170639,0,346836.3,"MWAY",25152661503971,0,0.999373751598116,0.933617335856278,0.933638645364275,0.943750099438097,TRUE,12,TRUE,TRUE,0.00113378542031417,1065,26466,27531
"27","8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN",139762.343789272,142071.541899874,0.00288286082089772,0.0461886390308892,0.0422128963993315,0,347407,"OOO NIIR-RadioNet",0,0,0.985515747701924,0.942170229864695,0.935174896255284,0.94345774521703,TRUE,13,TRUE,TRUE,0,0,26458,26458
"11","BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2",4239770.00839508,4250000.22931138,0.0112659063346274,0.0536641027051099,0.0536641027051099,5,350628.565,"HURRICANE",0,0,0.943397118399069,0.926482592082853,0.943846934281733,0.942442013207563,TRUE,14,TRUE,TRUE,0,0,26429,26429
"29","GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr",211009.899418845,212888.730896997,0.00222801565809136,0.0499969612203881,0.0499969612203881,1,346674.438,"Amarutu Technology Ltd",0,0,0.988805862328862,0.93150641103877,0.933202933708903,0.94162672867581,TRUE,15,TRUE,TRUE,0,0,26406,26406
"25","MELNFCV6Rfn1mPLhpAK7gjYzDUhvLdKyMW4mFbfoL9F",65945.500797932,66718.300859844,0.0023958231499068,0.148191852458687,0.0851196146542662,0,347780.1,"ORACLE-BMC-31898",0,0,0.987962753278524,0.883389954982101,0.936179233398154,0.940085215040053,TRUE,16,TRUE,TRUE,0,0,26363,26363
"30","LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq",96590.77408083,104926.318680755,0.000403884467013033,0.0922284260282363,0.0804185121521642,0,346115.8,"STACKPATH",35293595309016,0,0.997970778028171,0.889830254043962,0.931699152168248,0.93867410244483,TRUE,17,TRUE,TRUE,0.00159087197520247,1494,26324,27818
"36","DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao",205820.342952512,236306.016527239,0.00083981871093,0.038487566305552,0.038487566305552,0,344070.3,"23M GmbH",0,0,0.995780529533172,0.947273764598805,0.926192929638794,0.938520316927161,TRUE,18,TRUE,TRUE,0,0,26319,26319
"34","CEUNARH523wjP3WWMapXFgUyYrKEgu9cm9sYLF9rNJpB",35005.168225101,36358.2812162964,9.51751283335568e-05,0.113492063492063,0.0634423328543879,1,344479.806,"Syn hf",0,0,0.999521815079905,0.913086856416826,0.92729526704439,0.93731408900158,TRUE,19,TRUE,TRUE,0,0,26286,26286
"31","CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc",118657.595886082,127763.478684001,0.00864301283368958,0.0547833245627363,0.0473029083406594,0,345563.3,"Inetcom LLC",0,0,0.95657522638929,0.93519714235683,0.930211893332989,0.934651271420407,TRUE,20,TRUE,TRUE,0,0,26211,26211
"40","5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",73283.430385148,96032.8691349314,0.000402763294570751,0.0631535037326646,0.0332053959108497,0,340928,"TIER-NET",2704427055171,0,0.997976411093911,0.954510100548167,0.91773426278262,0.932908119274014,TRUE,21,TRUE,TRUE,0.00012188532943371,114,26162,26276
"39","BACKboNezqTz4fKH3x26e6xVXL4r9ApVoBL5x9qfj1oS",10165.297580738,28924.1185951904,7.5674070548975e-05,0.0829671717171717,0.0475872118134136,0,341166.1,"EVERYWHERE-WIRELESS-LLC",0,0,0.999619793532068,0.93480765938171,0.918375197314159,0.932138401506726,TRUE,22,TRUE,TRUE,0,0,26140,26140
"38","GfZybqTfVXiiF7yjwnqfwWKm2iwP96sSbHsGdSpwGucH",18116.689103136,18341.5099574715,0.002077749879771,0.106190476190476,0.049850025271507,0,341310.2,"JSC IOT",0,0,0.989560837188966,0.931707706682357,0.918763095953364,0.930650795430302,TRUE,23,TRUE,TRUE,0,0,26099,26099
"15","AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA",143639.46116573,149500.332172332,0.0261174028947852,0.0481068924345274,0.0473708625299999,0,349846.3,"LATITUDE-SH",0,0,0.868779286826351,0.935104048172719,0.941741177661345,0.930005722956837,TRUE,24,TRUE,TRUE,0,0,26081,26081
"21","AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t",835643.150007952,955041.760682148,0.0261174028947852,0.0582186862200674,0.0582186862200674,0,348942.5,"LATITUDE-SH",3787393393427080,0,0.868779286826351,0.920243017445747,0.939308264475268,0.926991095065472,TRUE,25,TRUE,TRUE,0.0999999867443905,93898,25996,119894
"48","GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD",100678.592365732,111376.392844152,0.000291128268767785,0.0711188664607585,0.062071044882795,0,339171,"TEXASNET-ASN",0,0,0.998537294875505,0.914965459283502,0.913004645092934,0.926314346151066,TRUE,26,TRUE,TRUE,0,0,25977,25977
"54","9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x",140764.281700467,143577.289946797,0.000375680764898015,0.0744094465249397,0.0529592834354193,1,337736.718,"Informacines sistemos ir technologijos, UAB",6248591060688,0,0.998112480858295,0.927448162792988,0.90914374269157,0.92423927318656,TRUE,27,TRUE,TRUE,0.000281681702062679,264,25919,26183
"32","73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD",22453.105639886,24184.5437073535,0.0261174028947852,0.0823412698412699,0.028461652787,0,344764.1,"LATITUDE-SH",0,0,0.868779286826351,0.96100881534466,0.928060549873913,0.921474837518192,TRUE,28,TRUE,TRUE,0,0,25841,25841
"51","DujbfBa9RitWFkjhVqyV3h4rp2nsf7ikU7C484TwKShR",38207.028480855,45131.4238694438,0.00011796865708758,0.355647375500317,0.0940435579939419,0,338396.3,"CENTURYLINK-US-LEGACY-QWEST",0,0,0.999407294386141,0.871164553835685,0.910919252478137,0.921474743645333,TRUE,29,TRUE,TRUE,0,0,25841,25841
"20","CertuszpSb9Qb8v5HhndmSdCC3WoKAiFoBEXmNhjJPUg",677536.966438141,679219.66871419,0.0367304972398718,0.0395775590925072,0.0395775590925072,0,349232,"marbis GmbH",0,0,0.815456304654202,0.945780523487784,0.940087561186232,0.921351441896809,TRUE,30,TRUE,TRUE,0,0,25838,25838
"24","3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g",6359813.16960363,6432573.68648016,0.0329325014723503,0.0497522063397406,0.0497522063397406,1,347781.555,"AMAZON-AES",0,0,0.834538436030449,0.931841714220846,0.936183150070742,0.920211545153013,TRUE,31,TRUE,TRUE,0,0,25806,25806
"58","popBKwvD4E2muAkrW6xpcqrAjahaDG2s69BaknDqTBC",40704.178792139,43900.3886664335,0.0023958231499068,0.133039485024779,0.0653188366499359,0,336582.9,"ORACLE-BMC-31898",7163414525398,0,0.987962753278524,0.910516130586311,0.906037813253051,0.918986136128759,TRUE,32,TRUE,TRUE,0.000322873508611374,303,25772,26075
"35","9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6",63884.444061054,64797.2665702275,0.0261174028947852,0.0507385679550927,0.0450855455716314,6,344199.774,"LATITUDE-SH",3083323237488634,0,0.868779286826351,0.93823482965567,0.926541456969901,0.918554459462106,TRUE,33,TRUE,TRUE,0.0999999867443905,93898,25759,119657
"62","HQbdXrLm3EuFyu66mCpDS4ir9zRkhNHJVnck4vxG7jEo",131806.039745076,137880.027804263,0.00277183052452933,0.0693647717060558,0.0598604786423608,6,335787.74,"JSC ER-Telecom Holding",0,0,0.986073593163513,0.917993835643747,0.903897344953603,0.917624190115908,TRUE,34,TRUE,TRUE,0,0,25733,25733
"81","FCvNkHa4U3yh7AXWGGL2jWLWiSRouR8EtzY5WVTHKTHa",132746.233945977,138945.344513323,0.000363602131256344,0.0406277093984861,0.0383835907549101,5,331873.38,"uvensys GmbH",0,0,0.998173167096012,0.947416206428346,0.893360392022586,0.913643573911248,TRUE,35,TRUE,TRUE,0,0,25622,25622
"77","7DrGM5rSgw8iCnXNxgjfmy4GFy6PuKu3gsujT5TjcDaA",137699.764318777,139737.801683666,0.00124081600842834,0.0506736762121094,0.0506736762121094,5,332279.125,"Psittacus Systems LIMITED",0,0,0.993765813461654,0.930579341925858,0.894452605300617,0.912510540142718,TRUE,36,TRUE,TRUE,0,0,25590,25590
"74","8jxSHbS4qAnh5yueFp4D9ABXubKqMwXqF3HtdzQGuphp",243007.132870708,248606.144074965,0.000650610114825719,0.0574571838020578,0.0574571838020578,5,332398.255,"Blix Solutions AS",0,0,0.996731163369905,0.921286241520551,0.894773287916083,0.912498572878553,TRUE,37,TRUE,TRUE,0,0,25590,25590
"78","cvotehJbE3GoPGWWFGTPLfZev1XAeAUopH7Uh5CzXnS",36896.366819639,38033.2527969249,0.00205140822713119,0.192840492840493,0.080375340213642,2,332194.128,"HVC-AS",0,0,0.989693184591941,0.889889397658686,0.894223804324653,0.908577985391469,TRUE,38,TRUE,TRUE,0,0,25480,25480
"14","CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9",38813.572145793,42875.3534989711,0.0541232499130645,0.068452380952381,0.0490641754442386,0,349867.1,"LATITUDE-SH",0,0,0.728070532836709,0.932784285613163,0.941797168582202,0.908222849008354,TRUE,39,TRUE,TRUE,0,0,25470,25470
"43","6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ",369528.782218151,370949.08362804,0.0149050986455994,0.149435131575632,0.149435131575632,0,340325.2,"RELIABLESITE",0,0,0.925112857427732,0.795280588486348,0.916111602826249,0.908201717815716,TRUE,40,TRUE,TRUE,0,0,25469,25469
"23","GvZEwtCHZ7YtCkQCaLRVEXsyVvQkRDhJhQgB6akPme1e",2695168.4491687,2709796.81968176,0.0490378074834231,0.0648444374048165,0.0648444374048165,0,347816.5,"PACKET",0,0,0.75362113544101,0.911166036222686,0.936277217509653,0.906244652477018,TRUE,41,TRUE,TRUE,0,0,25414,25414
"97","RAREcr3SmDePhWD4Je1qEh1UMCQD5MFaDHF7UTzezQh",60459.586606195,72420.8281818866,0.000189457633177527,0.0530173761423762,0.0442475482449712,4,328420.224,"MARKLEY-NETWORK-SERVICES",0,0,0.999048114935397,0.939382848316041,0.884064940854206,0.90600988359453,TRUE,42,TRUE,TRUE,0,0,25408,25408
"103","F1FkySZudpAUwfzcgrGVJTrQKFGg2bxBMJooNhRX1RBB",86801.57437739,92462.6999026501,0.000242072581711508,0.0431593045544658,0.0364090827598958,5,327974.485,"I P House Limited",0,0,0.998783763571748,0.950121193605767,0.8828650688796,0.905872262272713,TRUE,43,TRUE,TRUE,0,0,25404,25404
"47","EPWrFd8jJ4SLA1YtcZcRAsAMxmnikSVqbumerCq5yV6z",235068.22688057,255201.513564893,0.0261174028947852,0.0724594667662139,0.0724594667662139,0,339206.8,"LATITUDE-SH",0,0,0.868779286826351,0.9007337883765,0.913101014081717,0.905330961757413,TRUE,44,TRUE,TRUE,0,0,25389,25389
"94","BH7asDZbKkTmT3UWiNfmMVRgQEEpXoVThGPmQfgWwDhg",235169.025970316,239543.810639103,0.0032535233627375,0.0531056409326442,0.0531056409326442,5,329542.84,"M247 Europe SRL",0,0,0.983653441434991,0.927247659602161,0.887086878527697,0.905032563673009,TRUE,45,TRUE,TRUE,0,0,25380,25380
"92","7PmWxxiTneGteGxEYvzj5pGDVMQ4nuN9DfUypEXmaA8o",233373.225034142,245592.564351756,0.00348882878406917,0.0537921261539526,0.0537921261539526,5,329640.785,"M247 Europe SRL",0,0,0.982471205003399,0.926307205713994,0.887350533851895,0.904981150326134,TRUE,46,TRUE,TRUE,0,0,25379,25379
"3","59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x",34420.79180428,46039.8280646194,0.114627102379683,0.0434787383239395,0.039516978067831,0,370332.1,"TERASWITCH",0,0,0.424083237376786,0.94586351676781,0.996886312588697,0.904837932108335,TRUE,47,TRUE,TRUE,0,0,25375,25375
"101","H7fXvnLCKtZqJBTipxeseabGfAZUdHJ9XuP6hCKrbvUb",28791.210483893,29350.1400639355,0.000403884467013033,0.0883928571428571,0.0527781326987758,5,328258.155,"STACKPATH",0,0,0.997970778028171,0.927696331157481,0.883628671981497,0.904609585156061,TRUE,48,TRUE,TRUE,0,0,25368,25368
"106","FXRu5NA4ouLGFuZNNWZFwwnvQz9zE7JCX3D23RJTc2NU",12399.961031978,24710.6915583375,0.000248243833453381,0.155208333333333,0.0679093375688155,5,327202.04,"Netrouting",0,0,0.998752757577086,0.90696726079882,0.880785746434347,0.900948480022805,TRUE,49,TRUE,TRUE,0,0,25266,25266
"109","4MpRU9fDDSQNNTeb4v5DPZZTKupYancGksH679AKLBnt",131044.313659651,136180.623255216,0.00493715375583927,0.034009986157819,0.034009986157819,5,326173.285,"Latitude.sh LTDA",0,0,0.975194438761806,0.953407848084958,0.878016470483094,0.898766263879962,TRUE,50,TRUE,TRUE,0,0,25204,25204
"113","FnAPJkzf19s87sm24Qhv6bHZMZvZ43gjNUBRgjwXpD4v",144792.656468064,148875.45854457,0.000593753639998215,0.0655231476321815,0.0523132182157473,5,325464.3,"LEVEL3",0,0,0.997016825279148,0.928333243096235,0.876107974183879,0.898726664268717,TRUE,51,TRUE,TRUE,0,0,25203,25203
"116","Luck3DN3HhkV6oc7rPQ1hYGgU3b5AhdKW9o1ob6AyU9",2680.224827531,14813.9578394777,0.00237246317512377,0.0447916666666667,0.0263355231041526,6,324733.904,"Latitude.sh LTDA",4e+12,0,0.988080119946378,0.963921517417358,0.874141842230506,0.898576936893475,TRUE,52,TRUE,TRUE,0.000180309428343887,169,25199,25368
"122","6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ",112641.663731428,115983.275361918,0.00222801565809136,0.0374100899320301,0.0374100899320301,7,323499.291,"Amarutu Technology Ltd",2100305628027,0,0.988805862328862,0.948749858786173,0.870818423058784,0.894965062617826,TRUE,53,TRUE,TRUE,9.46450518930601e-05,89,25098,25187
"57","1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5",331752.846334195,342882.80894203,0.035460860027316,0.0606022784118709,0.0606022784118709,5,336750.585,"WEBNX",1547542089193040,0,0.821835296515473,0.916977603311538,0.906489199674391,0.894272322545107,TRUE,54,TRUE,TRUE,0.0697557892548969,65499,25078,90577
"125","CrLn7zEBytbmRBUGhkDyyUbGCa6H7bMCnw94Dip8QbcJ",102943.451510096,111231.842663709,0.000346359678019018,0.0528452424591537,0.0497282601736739,10,322815.681,"JSC Ufanet",0,0,0.998259797723865,0.931874519391715,0.868978232991143,0.893705880365452,TRUE,55,TRUE,TRUE,0,0,25063,25063
"87","BEARSLRLiizzRK7oJzhDUoPCzP1EG7Xt1WqCLL7zeN81",42723.111912974,52728.0447858437,0.0207031253613446,0.145277291937509,0.0670600806115674,2,330899.744,"LATITUDE-SH",0,0,0.89598204362879,0.908130704646853,0.890739489319732,0.892883821930904,TRUE,56,TRUE,TRUE,0,0,25040,25040
"119","4GAmUQ8FvKcTzeYGqxu2oSBMStYNwDTmBo7LC1Csg6SE",13765.217361949,13789.2026240108,0.00232745779150345,0.280238095238095,0.0735827977454305,8,324225.296,"NEXEON",0,0,0.988306238851045,0.899194875440997,0.872772735005739,0.892579592553883,TRUE,57,TRUE,TRUE,0,0,25031,25031
"70","81LF3sFyx9aANNhZPTyPEULKHV1mTqd3qho7ZLQghNJL",134748.616574153,139669.527284942,0.0273641924635933,0.0646094729294625,0.0621823688247066,5,332873.635,"marbis GmbH",0,0,0.862515087546831,0.914812950488313,0.896052949644781,0.892336355540753,TRUE,58,TRUE,TRUE,0,0,25024,25024
"90","ChaossQVry9AgexbXooZoWUTDfhT1x5zsAmTbBqa5142",23619.106347409,25619.9891155912,0.0261174028947852,0.04125,0.0237382196753468,7,330237.047,"LATITUDE-SH",6365616061496,0,0.868779286826351,0.967479706337601,0.888955594354392,0.891891863348787,TRUE,59,TRUE,TRUE,0.00028695080684244,269,25012,25281
"129","GuxBSrv5jnSwwPepkqnmkM7YCBSakKanbnw4BKMdda4j",98123.052281368,107222.745316862,0.000500260560520548,0.0466369315382473,0.0466369315382473,8,321741.388,"SIA BITE Latvija",0,0,0.99748655914263,0.936109500633188,0.866086374609409,0.891688181924042,TRUE,60,TRUE,TRUE,0,0,25006,25006
"145","E8P6asEbbkar5kMLHpCGswDgny8PwBqjRTVxdTmV8XEE",8243.050202425,8585.3393302179,0.000593753639998215,0.1375,0.0201485042977811,8,320103.052,"LEVEL3",0,0,0.997016825279148,0.972397455007865,0.861676185123212,0.891014842830637,TRUE,61,TRUE,TRUE,0,0,24987,24987
"136","LunaFpQkZsZVJL2P2BUqNDJqyVYqrw9buQnjQtMLXdK",182887.305883798,185277.838124667,0.000674299195068953,0.0504171227197078,0.0497995470138026,8,321306.136,"VeloxServ Communications Ltd",0,0,0.996612143189511,0.931776859625862,0.864914732288026,0.890319112991165,TRUE,62,TRUE,TRUE,0,0,24968,24968
"130","BFx4GGeS6s66HGux6oy7jMwiKPu6sUAJrzhK89wHun6R",98245.572694896,114746.736203693,0.00233052559173728,0.0702453223932408,0.0560486961416788,8,321719.328,"PERFECT-INTERNATIONAL",0,0,0.988290825414411,0.923215806288332,0.866026991930847,0.88923595203274,TRUE,63,TRUE,TRUE,0,0,24937,24937
"118","MiaL1ydwpPjrM7ciTHwid7tV5NdzmUaX49XVYKBkx1A",33.03215206,29965.3961811317,0.0100241298684703,0.228094806763285,0.0580836165453314,10,324366.79,"MEVSPACE sp. z o.o.",0,0,0.949636130530093,0.920428056827275,0.87315361862861,0.888556654167197,FALSE,64,FALSE,FALSE,0,0,0,0
"66","GREENr9zSeapgunqdMeTg8MCh2cDDn2y3py1mBGUzJYe",170057.495524109,178836.609802286,0.035460860027316,0.0550387754632194,0.0550387754632194,7,333622.434,"WEBNX",2063669634476993,0,0.821835296515473,0.924599352210832,0.898068620103756,0.888381242021487,TRUE,65,TRUE,TRUE,0.0930203449745863,87344,24913,112257
"110","ASe5VJAvTWqPeZXaoKZFk23xzoD3SgXZk1JrkWQx3M1W",1568081.43511715,1571244.19619528,0.0168654298616288,0.0444025330811426,0.0444025330811426,6,326138.64,"SERVERS-COM",0,0,0.915263636919084,0.939170526058751,0.877923210605542,0.888379223534795,TRUE,66,TRUE,TRUE,0,0,24913,24913
"33","3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7",47794.431344523,51862.5634007844,0.0726483569632946,0.005359477124183,0.005359477124183,0,344543,"PACKET",75227499272000,0,0.634995514292858,0.992657757307034,0.927465377152689,0.887484812109203,TRUE,67,TRUE,TRUE,0.00339088432943053,3184,24888,28072
"6","Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf",65112.212810046,79359.9048861072,0.131930602478498,0.0644778342479076,0.0515674624486676,0,368832.2,"OVH SAS",3e+12,0,0.337145894007928,0.929354894967249,0.992848774983257,0.887087264062744,TRUE,68,TRUE,TRUE,0.000135207216990086,127,24877,25004
"142","RNXpSdqrJL6eoLrbW69Q9qsFviEwRpfFfk3HiRRRohq",373501.221474958,374062.163945622,0.000978859122030774,0.0589099978658113,0.0589099978658113,8,320268.008,"CETIN a.s.",0,0,0.995081953875473,0.919295951573104,0.862120225428061,0.88697400873882,TRUE,69,TRUE,TRUE,0,0,24874,24874
"71","NoRDTy8jpkpjPR7yxahVdoEUPngbojPhFU5jb8TtY4m",111286.990783529,115317.921132626,0.035460860027316,0.0488793436521166,0.0488793436521166,5,332587.4,"WEBNX",0,0,0.821835296515473,0.933037496858158,0.895282441893268,0.886887116063214,TRUE,70,TRUE,TRUE,0,0,24871,24871
"147","AM3wUMazVnap88dVdE26jdSKBeLTe8EitNS7eTV35Tjd",6112.425941091,19932.34294034,5.22561736368611e-05,0.157539682539683,0.0680189931848121,5,319648.21,"ServeTheWorld AS",0,0,0.999737451215958,0.906817037535125,0.860451809045118,0.885446925416786,TRUE,71,TRUE,TRUE,0,0,24831,24831
"137","RBFvvcGPBpgkBYmJGsphoDQJD8sszSuorM7TorWm12Y",2129864.76529451,2131643.89200922,0.00577426937743229,0.0582010816433004,0.0582010816433004,8,321269.06,"RADIOKOMUNIKACE a.s.",0,0,0.970988549327977,0.9202671349244,0.864814928471599,0.885414886022795,TRUE,72,TRUE,TRUE,0,0,24830,24830
"114","FKsC411dik9ktS6xPADxs4Fk2SCENvAiuccQHLAPndvk",4857969.51024445,4873907.98096144,0.0168654298616288,0.0533022042453043,0.0533022042453043,7,325066.992,"SERVERS-COM",0,0,0.915263636919084,0.92697837670149,0.87503847222312,0.885222336366989,TRUE,73,TRUE,TRUE,0,0,24825,24825
"68","StepeLdhJ2znRjHcZdjwMWsC4nTRURNKQY8Nca82LJp",202811.834872256,210944.390564025,0.0363022424001527,0.0714150755246314,0.0695784501293788,7,333010.215,"AS-CHOOPA",0,0,0.817607969799255,0.904680651635729,0.896420605412599,0.884930972720018,TRUE,74,TRUE,TRUE,0,0,24817,24817
"155","76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857",300690.699304165,334482.055071333,0.00124081600842834,0.045912886216065,0.045912886216065,9,318272.5,"Psittacus Systems LIMITED",0,0,0.993765813461654,0.937101410170814,0.856748574923389,0.884009137409847,TRUE,75,TRUE,TRUE,0,0,24791,24791
"154","HTtwGKgQgsQCAFDPBgN7LabHTMEkUpmTnFqEo5cBcquR",68758.064824459,71306.2963281988,0.00288286082089772,0.0570265963826335,0.0391230395152189,8,318393.324,"OOO NIIR-RadioNet",0,0,0.985515747701924,0.946403194873039,0.857073817568659,0.883705605074114,TRUE,76,TRUE,TRUE,0,0,24782,24782
"158","6mBPtjzc3tWBSDFvJEBnidhpf3bqPoLk7nP9STWyzdzv",17909.996200073,21351.6463685136,0.00205140822713119,0.0692521367521367,0.0459794923602538,8,317930.288,"HVC-AS",0,0,0.989693184591941,0.937010162747951,0.855827384297992,0.882666951916289,TRUE,77,TRUE,TRUE,0,0,24753,24753
"152","ASrBTnxfvt8uY164wRrM9xXP925yoHzoRBnVYU5s7DEs",68478.157166867,71135.8593117263,0.00288286082089772,0.0762366787259943,0.0532883480654147,8,318534.36,"OOO NIIR-RadioNet",0,0,0.985515747701924,0.926997359044951,0.857453468314523,0.882504887507233,TRUE,78,TRUE,TRUE,0,0,24748,24748
"153","F2bcoVhE2he5DCruN4PKkWAriNXs2VWty94n9CCdWZ8s",68564.763000267,71179.4820506668,0.00288286082089772,0.0566595137318821,0.0520556903284059,8,318451.836,"OOO NIIR-RadioNet",0,0,0.985515747701924,0.928686044723195,0.857231324336023,0.882463906422098,TRUE,79,TRUE,TRUE,0,0,24747,24747
"105","R1vAoSPFQdCc6wsAEMtxWXjqptSeN1YUiq2Zni1of21",19316.55307713,20530.9427911634,0.0261174028947852,0.141944444444444,0.0614288595073696,5,327404.77,"LATITUDE-SH",0,0,0.868779286826351,0.915845224374573,0.881331469481718,0.882055268680343,TRUE,80,TRUE,TRUE,0,0,24736,24736
"219","DimavhUqvCpWjUZqSFZGLqBiUVUYQ5jZEaCHutKKVs45",62711.408971569,65013.707764768,0.000337479246379221,0.0247467242192306,0.0247467242192306,10,315237.42,"PE Konstantin Vladimirovich Kravchenko",0,0,0.998304415352109,0.966098100455799,0.848578530496747,0.880653248932884,TRUE,81,TRUE,TRUE,0,0,24697,24697
