vote_account,current_balance,deposited_balance
"DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a",1272500.026604723,1214034.725192254
"GNZ1PAAS33davY4Q1BMEpZEpVBtRtGvSpcTH5wYVkkVt",1.0534080270000001,1.008221562
