vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version,target_stake_msol,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_algo,target_stake
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,7906838.03523124,7937724.23986496,0.0213007422560544,0.00940961706353199,0.00940961706353199,8,373983.772,UNITAS,0,1228024.636301,1.13.6,1172500,0.891562262016256,0.987067795587028,0.902082579354148,1088,1175,166,0.907001393320079,0,"",1,1,216,0,1,0,0,0,1172500
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,64715.294592439,72197.7662069102,0.0289581365578713,0,0,0,411389.8,LATITUDE-SH,3083323237488630,113974.287190681,1.13.6,0,0.852580028112993,1,0.992309291709019,1270,1,9,0.971404074870475,0,"",1,1,23,1,1,0.0999999878877451,94021,26650,120671
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1001627.07036545,1009201.88643704,0.0289581365578713,0.0113386633657997,0.0113386633657997,0,408484.8,LATITUDE-SH,3785800961206110,113793.073225097,1.13.6,0,0.852580028112993,0.984416590874384,0.985302169771589,1270,1415,29,0.964815257293559,0,"",1,1,30,1,1,0.0999999878877451,94021,26469,120490
BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo,74837.05699625,76384.9532395971,0.000197403799067897,0.00749634502923976,0.00749634502923976,10,367754.67,NorthC Deutschland GmbH,4979321694199950,112435.403218805,1.13.6,0,0.998995057487528,0.989697320771532,0.887057423665788,173,878,605,0.912173974800344,0,"",1,1,101,1,1,0.0999999878877451,94021,25025,119046
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,126097.036427703,129430.440114782,0.00222847744971561,0.0194526370184265,0.0144724143992635,10,367969.86,HVC-AS,3225908084064280,51645.669134651,1.13.6,0,0.988655275441105,0.980109687769774,0.887576481348995,494,1790,248,0.910245004010918,0,"",1,1,152,0,1,0.0999999878877451,94021,0,94021
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,447241.35123402,453418.792849106,0.0886587434108041,0.0207883450480873,0.0207883450480873,5,388128.675,UAB Cherry Servers,3208558775723080,78985.393694067,1.13.6,0,0.548656404909262,0.971429323238757,0.936201360804789,1703,2202,83,0.879288903161936,0,"",1,1,676,0,1,0.0999999878877451,94021,0,94021
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,132686.485219864,134819.932908502,0.000972735908824172,0.00874944233521567,0.00874944233521567,10,367789.05,SERVER-MANIA,3130659758541690,88909.168314434,1.13.6,0,0.995047999720363,0.98797511354452,0.887140351325757,292,1057,546,0.911498048172524,0,"",1,1,114,0,1,0.0999999878877451,94021,0,94021
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,151809.4261048,154100.002562605,0.0886587434108041,0.00983519454441715,0.00983519454441715,5,388116.23,UAB Cherry Servers,3092485951518800,88909.168314434,1.13.6,0,0.548656404909262,0.986482898779942,0.936171342342651,1703,1221,84,0.880423779386536,0,"",1,1,671,0,1,0.0999999878877451,94021,0,94021
1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5,330595.6987645,333340.181940309,0.04392193560648,0.0063814893024288,0.0063814893024288,5,390877.405,WEBNX,1547542089193040,47364.299596967,1.13.6,0,0.776402376603538,0.991229534256177,0.942831545411698,1467,703,64,0.920949980121556,0,"",1,1,83,1,1,0.0545015134868142,51243,25265,76508
GREENr9zSeapgunqdMeTg8MCh2cDDn2y3py1mBGUzJYe,174939.57476139,176530.625013079,0.04392193560648,0.0119445309069693,0.011386805805005,7,382673.703,WEBNX,2065791843695940,48811.067118916,1.13.6,0,0.776402376603538,0.984350425815749,0.92304347647802,1467,1420,120,0.905199226446387,0,"",1,1,244,0,1,0.0727533190303752,68404,0,68404
juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx,668209.237401821,698039.112839711,0.00229796738146644,0.00876228132371295,0.00876228132371295,0,408540.2,Latitude.sh LTDA,778459672267214,44365.210576853,1.13.6,0,0.988301516359796,0.987957468148052,0.985435799566885,505,1060,27,0.98607065357973,0,"",1,1,9,1,1,0.0274159073393119,25777,27052,52829
BWkvytz3MAiLkUbMuYK5yV1VYThbBYYQYG3gdef8NLw5,146956.106722676,147989.141083681,0.0278995877711031,0.0344547999426048,0.0191603472646987,10,367536.6,IS-AS-1,1557290301518800,28763.170493493,1.13.6,0,0.857968884266583,0.973666778809637,0.886531419162898,1109,2126,759,0.88883990299783,0,"",1,1,595,0,1,0.0548448353526683,51566,0,51566
mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR,52441.587568757,54608.3379586304,0.04392193560648,0.0091473397659459,0.00789100972009072,8,380075.234,WEBNX,1550726999478930,40231.855276836,1.13.5,0,0.776402376603538,0.989154909276759,0.916775734951814,1467,927,127,0.90074746246169,0,"",1,1,371,0,1,0.0546136729674213,51349,0,51349
