"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","marinade_stake","version","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","msol_votes","msol_power","eligible_stake_mnde","mnde_power","target_stake_mnde","target_stake_msol","target_stake_algo","target_stake"
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",1398364.90921256,1426950.02221925,0.00367490972371161,0.0157301805979136,0.0157301805979136,0,416968.4,"AS-WAVE-1",0,41890.175136898,"1.14.20",0.979088959128073,0.980423558353034,0.998779576116484,237,1602,3,0.99433824905954,0,"",1,1,1,1,278.94012285,0.000307647182712654,1,0,0,394,40379,40773
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",144502.272477906,158248.514942023,0.000407568295381681,0.0171914793862468,0.0134574953814204,0,414861.6,"MWAY",27274870722915,48871.27834083,"1.14.20",0.997680847170793,0.983251948608674,0.99373308143976,57,1461,11,0.993534189026758,0,"",1,1,2,1,6717.362246524,0.00740668862466272,1,0.000638116322366187,817,9480,40347,50644
"7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",48492.340869625,48582.7226886208,0.00012511257442238,0.985451127819549,0.0220353980461099,0,414645.4,"ZEN-ECN",0,39944.763215531,"1.14.20",0.999288082060776,0.972576622287823,0.993215209715293,12,1795,19,0.992561914120177,0,"",1,1,3,1,0,0,1,0,0,0,40307,40307
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",750352.044760987,768473.313688548,0.00197908963534438,0.0115680002878951,0.0115680002878951,0,414798.4,"ALLNODES",0,39060.403049304,"1.14.18",0.988738546694939,0.985603453107328,0.993581696180804,176,1284,15,0.99222288525425,0,"",1,1,4,1,0.177728133,0,1,0,0,0,40293,40293
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",81934.579397269,88586.5008769937,0.00129093461479821,0.0111464803312629,0.00474424025934443,0,413386,"CETIN a.s.",0,38716.442430463,"1.14.20",0.99265429941888,0.994095723058096,0.990198523083497,135,335,30,0.990876119440833,0,"",1,1,5,1,0,0,1,0,0,0,40239,40239
"5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",124733.198239321,127248.609888862,0.00447000213167026,0.0152367822128851,0.00889495447025657,0,414973.9,"HVC-AS",0,39229.331523573,"1.14.20",0.974564709258068,0.988930098033172,0.994002077714772,257,922,10,0.990621561053618,0,"",1,1,6,1,0,0,1,0,0,0,40228,40228
"DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao",210816.759959612,246873.152522445,0.000635747187057355,0.011146657805934,0.011146657805934,0,412582.8,"23M GmbH",0,38890.162119714,"1.14.20",0.9963824593222,0.98612782003752,0.988274588906383,81,1224,31,0.989356817518904,0,"",1,1,7,1,0,0,1,0,0,0,40177,40177
"CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc",347335.503218358,351937.827406619,0.00432660289721424,0.020598311694786,0.020598311694786,0,414343.5,"OOO NIIR-RadioNet",0,39139.052445641,"1.14.20",0.975380682296363,0.974365097437439,0.992492057663412,246,1780,24,0.988465156820329,0,"",1,1,8,1,0,0,1,0,0,0,40141,40141
"8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN",118329.008605351,156876.318140704,0.00847188397220289,0.0154011753111897,0.0128762713633941,0,414136.4,"OOO NIIR-RadioNet",0,38864.002751084,"1.14.20",0.951793125457779,0.983975290467458,0.991995983499965,323,1412,27,0.985193952029436,0,"",1,1,9,1,0,0,1,0,0,0,40008,40008
"voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",669103.173012583,678297.523828853,0.0117661305425685,0.0138501305747283,0.0138501305747283,0,415676.3,"RELIABLESITE",1000000000000,39044.62934431,"1.14.20",0.933048141266563,0.982763308322411,0.995684561985197,452,1499,8,0.985054246977501,0,"",1,1,10,1,0,0,1,0.0000233919025315534,30,0,40002,40032
"GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr",427322.51166989,443084.79172185,0.00730371167850233,0.00620332035754696,0.00620332035754696,1,410627.646,"Amarutu Technology Ltd",0,38811.743526381,"1.14.20",0.958440281555631,0.99227987636626,0.983591337409717,284,533,32,0.980390293351899,0,"",1,1,11,1,0,0,1,0,0,0,39813,39813
"3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g",5470062.79001093,5478594.99718097,0.0141105406357519,0.00889312222856955,0.00889312222856955,1,410424.795,"AMAZON-AES",0,38356.245813134,"1.14.20",0.919707934577185,0.988932378284962,0.983105441030531,497,921,34,0.973800204441896,0,"",1,1,12,1,0,0,1,0,0,0,39545,39545
"GmTownnqSF8zXE4Cy3ZP8daMBPDSc6PnYW6aJLzjwTkz",909603.942811485,910963.454751319,0.00235440265163009,0.0395784211379983,0.0395784211379983,2,405709.906,"GTT Communications Inc.",0,37794.337689546,"1.14.19",0.986602933465401,0.950744071432349,0.97181169590055,180,1859,39,0.972466684412973,0,"",1,1,13,1,0,0,1,0,0,0,39491,39491
"GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD",170731.547735049,175103.277659171,0.000450950504520346,0.00464990707093124,0.00464990707093124,0,402742.1,"TEXASNET-ASN",0,39408.557046737,"1.14.20",0.997433992903173,0.994213122101727,0.964702802232166,62,325,41,0.972008394633056,0,"",1,1,14,1,0.000418469,0,1,0,0,0,39473,39473
"6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ",404375.901517881,407289.178045276,0.0117661305425685,0.0266908605847979,0.0266908605847979,0,408905.3,"RELIABLESITE",0,38691.609960457,"1.14.20",0.933048141266563,0.966782830528029,0.979465739384049,452,1849,35,0.971348962069357,0,"",1,1,15,1,0,0,1,0,0,0,39446,39446
"BEASTXeioUFVSWKo1cpbHm4yqiqqu53H8xmjwy9phg4F",11675.976087836,17016.1523593715,0.02835346830266,0,0,0,415245.7,"RELIABLESITE",0,29360.356549841,"1.14.19",0.838662557963743,1,0.994653130141739,700,1,9,0.971065878257298,0,"",1,1,16,1,0,0,1,0,0,0,39434,39434
