vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,msol_votes,msol_power,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_msol,target_stake_algo,target_stake
mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR,80089.371217581,83815.8382559111,0.00344417077894363,0.0237277432712216,0.0136016035547837,6,379431.94,Latitude.sh LTDA,1542963226836960,63750.332365492,1.14.17,0.98080896640014,0.982917057645682,0.920130563150588,226,739,123,0.934295432457834,0,"",1,1,51,1,16358.35405021,0.598098720292505,1,0.0378259124964648,37779,597353,29700,664832
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,112806.458208535,119436.077685154,0.0330353580119561,0.00873619548014708,0.00776076677230532,5,387631.16,LATITUDE-SH,3650878125000000,115093.834636443,1.14.17,0.815925891518859,0.990252860196769,0.940013846872026,793,231,72,0.924787931688826,0,"",1,1,75,1,1812.955020638,0.0662888482632541,1,0.0895016946793805,89390,66206,29398,184994
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1123374.34352546,1134154.17586224,0.0330353580119561,0.0174968296012994,0.0174968296012994,0,407898.7,LATITUDE-SH,3785800961206110,117339.473789448,1.14.17,0.815925891518859,0.97802484609565,0.989163064499506,793,1064,17,0.961654405702187,0,"",1,1,23,1,0,0,1,0.0928093338843987,92694,0,30570,123264
gangtRyGPTvYWb8K3xS2feJQaCks4iJ7rytFUPtVqSY,46837.385702335,58839.5308939482,0.0330353580119561,0.0197802197802198,0.00515251407400795,0,406172.5,LATITUDE-SH,100195435303166,30004.128581203,1.14.17,0.815925891518859,0.993528696778173,0.984976992609747,793,96,27,0.959626954301028,0,"",1,1,25,1,2468.676200816,0.0902742230347349,1,0.00245628789288679,2453,90162,30505,123120
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,196472.905022001,203551.847833781,0.00344417077894363,0.0227347816322826,0.0213901273988332,5,387196.345,Latitude.sh LTDA,3092688151518800,125315.916217162,1.14.17,0.98080896640014,0.973135056331114,0.938959411204811,226,1310,88,0.948026700090731,0,"",1,1,39,1,463.075251436,0.0169287020109689,1,0.0758176147114581,75723,16908,30136,122767
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,153250.23125688,160538.841289456,0.0034983762968971,0.0109743034743035,0.00973687022461695,10,367088.76,HVC-AS,3273213402913010,122408.620221931,1.14.17,0.980506931459625,0.987770971849852,0.890198087870649,232,374,258,0.911597362575046,0,"",1,1,149,0,1102.512296702,0.0403290676416819,1,0.0802431831990541,80143,40279,0,120422
DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,147698.279121076,177281.385688758,0.000623441759423298,0.163223875587291,0.0528923282814165,7,377309.277,ORACLE-BMC-31898,2938937230318630,105512.434217697,1.14.17,0.996526161877397,0.933569847747891,0.914983060013216,76,1775,132,0.928957905510373,0,"",1,1,58,1,89.915630721,0.00329067641681901,1,0.0720483691503807,71959,3287,29530,104776
Luck3DN3HhkV6oc7rPQ1hYGgU3b5AhdKW9o1ob6AyU9,66634.84320083,69178.0019340292,0.00344417077894363,0.0243759920634921,0.0180778341393111,4,391636.128,Latitude.sh LTDA,741077625000000,46520.633621878,1.14.17,0.98080896640014,0.977295133088616,0.949725979860198,226,1117,54,0.956628681883913,0,"",1,1,27,1,1487.0866352,0.0543692870201097,1,0.0181676220882851,18145,54302,30410,102857
BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo,119682.635440544,136431.679661986,0.000347334853082124,0.0185011746253087,0.0134567133491741,10,367127.01,NorthC Deutschland GmbH,4979321694199950,96666.589615808,1.14.17,0.998064638700075,0.983099032588575,0.890290844938071,37,725,232,0.914010519951495,0,"",1,1,111,0,0,0,1,0.100000007195734,99875,0,0,99875
juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx,714334.746631445,742052.339602091,0.00344417077894363,0.0174854485500735,0.0174854485500735,4,391180.992,Latitude.sh LTDA,808581104861145,66435.979486956,1.14.17,0.98080896640014,0.97803914013394,0.948622265333713,226,1063,60,0.955836902020874,0,"",1,1,28,1,1326.321273781,0.0484826325411335,1,0.0198224490935977,19798,48422,30385,98605
