"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","target_stake_msol","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","eligible_stake_mnde","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",1030516.88528077,1043485.44115795,0.00269080278899498,0.0490460966621325,0.0490460966621325,0,396353,"AS-WAVE-1",0,0,0.986663310764751,0.936065229940482,0.999102364931886,375,2193,2,0.992339653906834,0,"",1,1,1,1,1,0,0,26904,26904
"7ztvwhHQxU68beHN88iK2h7KMZb3zdHcESWpNHJhQwsc",47452.349045554,56497.8362294742,0.000416228701684556,0.239383753501401,0.0405831737788575,0,387215.7,"TIER-NET",0,0,0.997937004945936,0.947097199157135,0.976069618771034,217,1872,10,0.977205184366104,0,"",1,1,2,1,1,0,0,26493,26493
"5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",122469.485443675,127971.159461965,0.000329934690362942,0.0236134058928839,0.0218762384670709,0,385743.4,"Web Werks India Pvt. Ltd.",0,0,0.998364712400591,0.971482903404233,0.972358335112555,195,765,13,0.976291975333151,0,"",1,1,3,1,1,0,0,26468,26468
"Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4",2755736.40866404,2786881.53408161,0.0286676942066215,0.0185112260245416,0.0185112260245416,0,396709.1,"LATITUDE-SH",8507500000000,0,0.857911501248419,0.975869415510234,1,1272,535,1,0.97628403215439,0,"",1,1,4,1,1,0.000246504831173055,228,26468,26696
"5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",95904.947543688,102365.724459183,0.000416228701684556,0.0137318005852489,0.0114772467311576,0,384210.1,"TIER-NET",2704427055171,0,0.997937004945936,0.985038664019935,0.968493286390456,217,269,25,0.974295810601259,0,"",1,1,5,1,1,0.0000783471360369363,73,26414,26487
"juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx",662568.8383527,669455.332521303,0.00209528359727271,0.0212655746165802,0.0212655746165802,0,385067.3,"Latitude.sh LTDA",771753362570855,0,0.9896149408233,0.972278943365042,0.970654063645124,345,722,20,0.973696112420222,0,"",1,1,6,1,1,0.0223605475271733,20716,26398,47114
"7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",40476.687398383,42642.4578574659,0.000109965954709819,0.804657738095238,0.0540591150318906,0,385824.9,"ZEN-ECN",0,0,0.999454964975352,0.929530435153804,0.972563775320506,165,2368,12,0.973390624485351,0,"",1,1,7,1,1,0,0,26390,26390
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",313964.883226201,324633.484767297,0.000837134616710008,0.0378683434664471,0.0378683434664471,0,385125.7,"COGENT-174",28467564731008,0,0.995850827761591,0.950636156660119,0.970801274788,266,1758,18,0.973103889235638,0,"",1,1,8,1,1,0.000824816656018329,764,26382,27146
"DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5",256382.991764041,267671.003052263,0.0286676942066215,0.0332861719033417,0.0332861719033417,0,395723.8,"LATITUDE-SH",6501528140136,0,0.857911501248419,0.956609314672643,0.99751631611173,1272,1525,5,0.972891959868214,0,"",1,1,9,1,1,0.000188390499389868,175,26376,26551
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",68562.081633288,78488.2153951271,0.00571004293158772,0.0152404194436395,0.0145920758350681,0,385476.8,"RADIOKOMUNIKACE a.s.",0,0,0.971698755326859,0.980978282132563,0.971686306162374,589,375,14,0.972402988800771,0,"",1,1,10,1,1,0,0,26363,26363
