vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,target_stake_msol,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_algo,target_stake
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,7887541.05143855,7931577.56014387,0.0210633466665582,0.0507678074240843,0.0507678074240843,8,345598.368,UNITAS,0,1185000,0.895601673264532,0.933820868224346,0.87116319741594,1085,2299,609,0.879742783762524,0,"",1,1,459,0,1,0,0,0,1185000
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1001506.91396637,1006203.56123169,0.0286676942066215,0.0281428029734733,0.0281428029734733,0,385071.6,LATITUDE-SH,3786003153965130,0,0.857911501248419,0.963314029874093,0.97066490282174,1272,1196,19,0.95275277389141,0,"",1,1,27,1,1,0.100000002749022,92647,25830,118477
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,63663.38878523,65000.846972603,0.0286676942066215,0.0220459236326109,0.0155727209384032,0,387877.7,LATITUDE-SH,3083323237488630,0,0.857911501248419,0.979699947597123,0.97773834782212,1272,408,9,0.959454340639627,0,"",1,1,22,1,1,0.0893352806307819,82767,26012,108779
BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo,74746.773862309,76123.4699624749,0.00624928738935668,0.0227447667464115,0.0139787760790165,10,341829.54,NorthC Deutschland GmbH,4979321694199950,0,0.969026045240298,0.98177775816734,0.861662966642308,603,349,1105,0.88741996269777,0,"",1,1,282,0,1,0.100000002749022,92647,0,92647
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,64675.056356404,90818.9053683659,0.025617612582233,0.0651533189033189,0.0355072218403818,10,342352.71,HVC-AS,3225904541222170,0,0.873028919341258,0.953714031934985,0.862981741533028,1096,1631,1066,0.871506868149829,0,"",1,1,589,0,1,0.0934664014080052,86594,0,86594
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,447241.35123402,480817.593153536,0.0858375987058709,0.0826435840807051,0.0826435840807051,5,365116.35,UAB Cherry Servers,3208558775723080,0,0.574554707865527,0.892268724634843,0.92036293092344,1716,2481,89,0.865000573046177,0,"",1,1,763,0,1,0.0929638251479957,86129,0,86129
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,130894.416662458,132596.484241634,0.000926780026247037,0.0247573428361732,0.0247573428361732,10,345921.75,SERVER-MANIA,3130659758541690,0,0.995406509443931,0.96772719687727,0.871978358953702,276,981,564,0.898332600407858,0,"",1,1,116,0,1,0.0907068228452222,84038,0,84038
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,148756.859474479,151529.281361517,0.0858375987058709,0.0208936254715213,0.0208936254715213,5,365927.46,UAB Cherry Servers,3092485951518800,0,0.574554707865527,0.972763803214889,0.922407527329219,1716,690,81,0.872765268633703,0,"",1,1,566,0,1,0.089600781206166,83013,0,83013
DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,161243.595769741,167202.026906043,0.00286696973576077,0.401067178880298,0.26724367983352,7,353457.753,ORACLE-BMC-31898,2982660430262400,0,0.985790157283512,0.651630519392434,0.890974653719816,408,2484,144,0.887150567012125,0,"",1,1,284,0,1,0.08641870540347,80065,0,80065
GREENr9zSeapgunqdMeTg8MCh2cDDn2y3py1mBGUzJYe,170057.495524109,173228.393719522,0.040661765585035,0.019259949623222,0.019259949623222,7,362680.935,WEBNX,2065791843695940,0,0.798464111312034,0.974893405707669,0.914223885965812,1328,581,99,0.90108157599922,0,"",1,1,88,1,1,0.0598536382032071,55453,24429,79882
