vote_account,vemnde_votes
1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,656550.046970597
26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx,0
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,1586365.572219453
2bm3fmyLq12943jC1UePUcvFho7y1bUik8PisvsRc2yq,0
2het6nBRLq9LLZER8fqUEk7j5pbLxq2mVGqSse2nS3tf,0
34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs,695.961430707
3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g,0
3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,0
4K4qpgksvHbKnk8mpMNncHxihMN1ayidQ8odqJKaN7mH,0
4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu,0
54LAJpkmdovUQPRqE4pyDXHRfHpVJqT5MjwEmAEVBboY,0
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,0
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,0
5nH6sYJNSa71DCBQHgRCsX1dh5W1bWrUPeYieo9xyZ7f,0
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,18443485.603381813
6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn,0
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,0
6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ,0
6SmEcnuXJ3ZYqJWTqCoPQMhfvey6PfWb1LebLzoH3f7m,0
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,0
73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD,0
76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1,0
76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857,0
7DrGM5rSgw8iCnXNxgjfmy4GFy6PuKu3gsujT5TjcDaA,0
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,3716584.3266212917
7bshVP74UGL7gn6CTEztizxKsZrcmwPmB4rT1tVbU3vH,0
81LF3sFyx9aANNhZPTyPEULKHV1mTqd3qho7ZLQghNJL,0
8D8XL6ovqx15RKwC1XtFyTz6H8JYF2fUsxTnsY4b123P,100
8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN,0
8LFBopVbvVJ4RqDaheie99P5jK7jrSm99t2F77jBwdFc,0
8WVqaMTGPKsVSFBBPgm1vHRvSzTZYhJStQhUva1jtg78,0
8d25KBXdovroNVbjRmvDeW7H3QMW2nfZZo7G9zQ693ki,0
9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,0
9QU2QSxhb24FUX3Tu2FpczXjpK3VYrvRudywSZaM29mF,0
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,3271264.207352095
9xSvmMmFmG9atApxNDH5MY3pxKdicMKAGf7dNrwbTV1q,0
A9igcq5tcmPjg8gy3soDnrmCMwXT3pmeFx3oojFjTfwc,0
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,0
AXA7ztxJGz77RHmocYQ6MEbPYHbpc3TmhtQqZGrdzqo1,0
AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,0
B1w6SZcyvjyp6zEyStcc8u9AxXAh2AbYvNzMmP9rRKE9,37474.74425614
B6nDYYLc2iwYqY3zdmavMmU9GjUL2hf79MkufviM2bXv,0
B9NiU9ZL3Jo2WkZA1X35sSpeyZXxLJpBi7B5Sah7zUQJ,0
BARLL1NvF3jPHQ3zb82q1v5m6uewcpkgRBYVNufQMWjo,0
BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2,0
BWkvytz3MAiLkUbMuYK5yV1VYThbBYYQYG3gdef8NLw5,16.666666739
