vote_account,max_commission,marinade_stake,version,score_credits,score_block_production,score_inflation_commission,score_mev_commission,score_country_concentration,score_city_concentration,score_aso_concentration,score_node_concentration,score,ui_hints,blacklisted,eligible_stake_algo,eligible_bonus,in_algo_stake_set,msol_votes,vemnde_votes,rank,target_stake_vemnde,target_stake_msol,target_stake_algo,target_stake
"DTDvrj1mKFv453DMAGRuFwg77DuLjsfVHnbLe5BJPL9D","0","5760.01975284","1.18.23","1","1","1","0.99","0.9991494709403245","0.9991494709403245","0.9991494709403245","1","0.9995772980149329","","0","1","1","1","0","0","1","0","0","53578","53578"
"8DHFGo3fDB8GudbNLZEyExLzXQPwvY4twybPbxwDnffx","0","24132.604677088","1.18.25","1","1","1","0.99","0.9990264654103537","0.9990264654103537","0.9990264654103537","1","0.9995415867320383","","0","1","1","1","2.952369811","82.854963443","2","4","56","53424","53484"
"o27rnqfNHPwHsRp2xPXXwWzn2q2dGxn6UD4Rt5KMU5h","0","18549.140382471","1.18.25","1","1","1","0.99","0.9990264654103537","0.9990264654103537","0.9990264654103537","1","0.9995415867320383","","0","1","1","1","0.108059428","13925.41671057","3","648","1","53424","54073"
"EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey","0","22681.754529019","1.18.23","1","1","1","0.99","0.9960859863880065","0.9982406780144235","0.9986345764635042","1","0.9992252681507517","","0","1","1","1","0","0","4","0","0","52091","52091"
"DySC6eaUthvVVzu4s8GFupm4PzYLNvq372AYnNrKP4xP","0","0","1.18.25","1","1","1","1","0.9938554977468665","0.9948825068440349","0.9998398088119842","1","0.9990876693959281","","0","1","1","1","1e-9","0","5","0","0","51531","51531"
"Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw","0","3567.109043452","1.18.23","1","1","1","1","0.9960859863880065","0.9991728762626101","0.9991728762626101","0.9885009709804736","0.9988188402766203","","0","1","1","1","7.904892435","80.27352268599999","6","2","49","37911","37962"
"3eV533fsCb9EkazR6C41rTHnvLfwtzh415U5v5W8hZM4","0","27.141804405","1.18.22","0.9981559025656966","1","1","1","0.9888249603420447","0.9988845966159263","0.9998896043664446","1","0.9985619726985359","","0","1","1","1","0","0","7","0","0","3313","3313"
"3pBPy27F1Wz3iVydZnGkdvefStrFm8UMCDakYZii8AUZ","0","0","1.18.23","1","1","1","1","0.9971429924685649","0.9977864754724677","0.9991056223981475","0.9831605358857616","0.9983996442812466","","0","1","1","1","0","0","8","0","0","48901","48901"
"Node56Cr7y4Udym2vPt9DsRbWcBL29JivsGh2drpbKb","0","0","1.18.23","1","1","1","0.96","0.9946506115705356","0.9959312275899196","0.9984679604172282","1","0.9983603466961208","","0","1","1","0","0","0","9","0","0","0","0"
"GdVBPczdFaPf1GXvx8ByHeA1ZHAHwwmdQEPihH74SXm9","0","0","1.18.25","1","1","1","0.99","0.9990264654103537","0.9990264654103537","0.9990264654103537","0.9759342826138613","0.9979889598039003","","0","1","1","1","0","0","10","0","0","47459","47459"
"MNDE6ueF5uMvyk3ohq7wWZ8H749pbpj1yHj2MvMRCJM","0","1025.851436342","1.18.25","1","1","1","0.92","0.9938554977468665","0.9948825068440349","0.9998586196447167","1","0.9976839030517647","","0","1","1","1","25.132247583","67.608695859","11","2","168","38553","38723"
"EBGfQMkRqBZ6mj2AJ1UxwKD7MbiuMGJamzKZe2UZrG6B","0","612.19130729","1.18.23","1","1","1","1","0.9857568835853882","0.9990952387326649","0.9990952387326649","0.9805569982648077","0.9976224011235176","","0","1","1","1","1e-9","1.881343769","12","0","0","46247","46247"
"Atw2Wond9H3DHfgg5NGqi4dxMwF3Nrgdhm39x2oK8MCW","0","17.017668288","1.18.23","1","1","1","1","0.9857568835853882","0.9990952387326649","0.9990952387326649","0.9794978815340131","0.9975540710118534","","0","1","1","1","0","0","13","0","0","46029","46029"
"H7CfFGvmUHWvryBKAaVibVxz85SYmWyoECx3CjLHq3zC","0","0","1.18.23","1","1","1","1","0.9829025165406903","0.988983009410198","0.9974500414054323","1","0.9975017492559259","","0","1","1","0","24.003376055","7.940640003","14","0","0","0","0"
"BK5Km4MyuncoBWKCM9y3zntA1JjhdqNcHd3mxitms4Xo","0","0","1.18.23","1","1","1","1","0.9938554977468665","0.9948825068440349","0.9981102715235117","0.9778331851142469","0.9974343862047863","","0","1","1","1","0","0","15","0","0","45652","45652"
"AddV9GtVTtepbNa7MBNDx81wTMRgnXf8nzhRuyinVab5","0","17288.130054958","1.18.25","1","1","1","0.9","0.9971915501902732","0.9971915501902732","0.9971915501902732","1","0.9974269016681439","","0","1","1","1","0","0","16","0","0","45629","45629"
"HG574XwiowrjLx8h91KhHUhPeMfmUPBLfC9XrXynj9x","0","0","1.18.23","0.9985602102619016","1","1","1","0.9897551603913496","0.9904748186663381","0.9956480231144232","1","0.9973912571567232","","0","1","1","0","0","0","17","0","0","0","0"
"2g2QU1NDRax6i2mKzRwgRfdBFoDkMC6bj7Zp5Q3i8sCq","0","3356.134635419","1.18.23","1","1","1","0.95","0.9960859863880065","0.9991728762626101","0.9991728762626101","0.9793756319236869","0.9973512377568278","","0","1","1","1","1e-9","1289.026381706","18","38","0","42525","42563"
"9mg9SH69itqkRdy1CudMforH3ju7uR3K8GH8esGx4Mfx","0","0","1.18.22","0.9977627289122637","1","1","0.92","0.9888249603420447","0.9988845966159263","0.9998896043664446","1","0.9970289489393641","","0","1","1","1","0.407363427","0","19","0","2","30828","30830"
"4jEHuQZTNTRYAhxRYEjV3HJ1b4wqdQjnBRdPzFWzkCft","0","0","1.18.25","1","1","1","0.9","0.9971915501902732","0.9971915501902732","0.9971915501902732","0.9934501070181266","0.9970043279273778","","0","1","1","1","0","0","20","0","0","44355","44355"
"AfyTzhTXBRBCxGdTEMc9LNEkVGVGfGA9wHf1VikaNb37","0","10095.072370876","1.18.23","1","1","1","1","0.9960859863880065","0.9982406780144235","0.9796533433349495","1","0.9969518509728736","","0","1","1","1","0.084291716","366704.744537219","21","5515","0","21339","26854"
"GxMWXbj3xLVf9bK4rspJ3yjg7cmaLhZX6325brY8J1wi","0","0","1.18.23","1","1","1","0.93","0.9971429924685649","0.9977864754724677","0.9991056223981475","0.9779403932833062","0.9968324415327011","","0","1","1","1","0","2.644673327","22","0","0","43860","43860"
"9w3YAf77BSGLQXahTpwAe9U9mNdCXkqmxH17uCyN1wyH","0","0","1.18.25","1","1","1","1","0.9829025165406903","0.988983009410198","0.9995976210486993","0.9850487224923543","0.9968142577577898","","0","1","1","0","0","0","23","0","0","0","0"
"BUyTfHHrp3HQ4TQXaXrRrNuhLsbz23auKYNrxkQRfViP","0","0","1.18.25","0.9968804474554818","1","1","0.9","0.9980323266174551","0.9980323266174551","0.9989430630009402","1","0.9967822051498663","","0","1","1","1","0","0","24","0","0","43718","43718"
"GuxBSrv5jnSwwPepkqnmkM7YCBSakKanbnw4BKMdda4j","0","1412.158081561","1.18.25","0.9976373109365615","1","1","1","0.9971429924685649","0.9977864754724677","0.999436630411428","0.9688170115006964","0.9967548085602338","","0","1","1","1","337.62034571","1153.62983989","25","53","6383","43641","50077"
"8XPteKmVNkkAwESc7b68BLKLLfHfBwKrag9jk2JnotqM","0","0","1.18.23","1","1","1","0.92","0.9936258826424087","0.9936258826424087","0.9926957445275663","1","0.996623238429752","","0","1","1","1","13.178344876","8.795043087","26","0","43","17124","17167"
"HiLaiF6HAUL2kYBsHcVb3CDws9c3dEphtfPbzDnKYFYB","0","1037.059239831","1.18.25","1","1","1","0.9","0.9971915501902732","0.9971915501902732","0.9971915501902732","0.9873051347326723","0.9966078781025097","","0","1","1","1","0","0","27","0","0","43234","43234"
"WiFKWdvXypmu9nk4RwuMDh28YbVAp66TigPHUxH5iYY","0","0","1.18.21","0.9943767685144741","1","1","0.96","0.9946506115705356","0.9959312275899196","0.9984679604172282","1","0.9965464010556284","","0","1","1","1","0.093131615","8.093","28","0","1","42339","42340"
"HBH2mppWdny8NBgxm61DjDqBzNLymn8fZFkFX6JnSAX6","0","0","1.18.25","0.9984902161099248","1","0.99","0.95","0.9897551603913496","0.9999164267222872","0.9999164267222872","1","0.9965171441592888","","0","1","1","1","0","0","29","0","0","42988","42988"
"yrfQfUfsZechz1zqQyTRRz43czTZQidcrm4SNVWiDPi","0","76374.289309037","1.18.25","1","1","1","0.99","0.9991494709403245","0.9991494709403245","0.9991494709403245","0.9520055133760418","0.9964808795230646","","0","1","1","1","62.350514635","34772.827449126","30","1623","1179","42890","45692"
"g4MMQmzT7182jBvyUebMvsgvNM3RVrVFFJd9tRjWXhf","0","1406.379813776","1.18.25","0.9972575022694422","1","1","0.9","0.9980323266174551","0.9980323266174551","0.9989430630009402","0.9919791626799156","0.9963863623595256","","0","1","1","1","0","31373.681388286","31","1463","0","42638","44101"
"HcbE5huUVDgsf7SURsRfQqnFMp3Zz3i49eXMddugPyAP","0","1697.651930056","1.18.23","1","1","1","0.92","0.9938554977468665","0.9948825068440349","0.9995406765473202","0.9793067556154385","0.9963078301111611","","0","1","1","1","0.247843016","31700.20895535","32","1479","4","42432","43915"
"5AC692spnjbegP7ttCXJEzUe8S81sLYsqJd8Ae6Zv1xU","0","77243.57327561101","1.18.25","0.9953363208232636","1","1","1","0.9980323266174551","0.9980323266174551","0.9989430630009402","0.9728754274114552","0.996291869295051","","0","1","1","1","1e-9","12407.409942264","33","579","0","42391","42970"
"9o4Y8WvRisPxEpuo4sZBq1CtfNsYanzp87bSgeYuGf3R","0","45972.055872359","1.18.25","1","1","1","0.9","0.9971915501902732","0.9971915501902732","0.9971915501902732","0.9817627890893659","0.9962503074158449","","0","1","1","1","0","0","34","0","0","42283","42283"
"G1juWDqojmp5CWDhgRqtXrtpAFw9xqhjmEQAKr9faf4V","0","655.848504714","1.18.22","1","1","1","0.93","0.9888249603420447","0.9988845966159263","0.9994767686512145","0.9728634178331766","0.9961224071226801","","0","1","1","1","0","0","35","0","0","41955","41955"
"NikGQUQqSLtsdHGGx7mQopojZcgd3N9uWFaZQ1r5EXn","0","3724.944710222","1.18.23","1","1","1","0.92","0.9938554977468665","0.9948825068440349","0.9988799500255839","0.9774598574692502","0.9961034203569895","","0","1","1","1","0","12868.43329421","36","599","0","41907","42506"
"8mu3JHHF1Qkcrbqjo6KWxyWvTxarZjqptJTokR2jrDFo","0","0","1.18.23","0.9949877410393468","1","1","0.95","0.9829025165406903","0.9993612435457663","0.9974500414054323","1","0.9960103657978672","","0","1","1","1","0.016638614","0","37","0","0","41674","41674"
"GiXx1mwSR44Tz96CaDqoadzAhZgZv7e3yZshqUwiEwwh","0","0","1.18.25","1","1","1","0.92","0.9829025165406903","0.9984647657234372","0.9995458330591037","0.9798266826519285","0.9959820654126441","","0","1","1","0","0.674978444","3.744519054","38","0","0","0","0"
"9vNLTLdwAdHw8EdiZrLzDtUpm3hp7E2MGaNi6SmdfBGz","0","20632.279026607","1.18.25","1","1","1","0.9","0.9971915501902732","0.9971915501902732","0.9971915501902732","0.9776032878372823","0.9959819524963556","","0","1","1","1","0","0","39","0","0","41603","41603"
"4tuMshQNpAFpy1YtEHnSsE5EPN1mAT8FevWvn2UPJHNM","0","22109.967056303","1.18.25","1","1","1","0.9","0.9971915501902732","0.9971915501902732","0.9971915501902732","0.9768226349156393","0.9959315877917334","","0","1","1","1","0.014661185","76895.636921179","40","3583","0","41479","45062"
"3FLezD8GJgnawEHhZcsjdPxZVar9FzqEdViusQ5ZdSwe","0","0","1.18.23","0.9988882161622896","1","1","0.91","0.9897551603913496","0.9904748186663381","0.9956480231144232","1","0.9959150977697517","","0","1","1","1","0","0","41","0","0","41439","41439"
"4DcSke272vfn4QQK49RNzPPj9pYasbyjoiY1a5UxLDH1","0","10744.887572054","1.18.23","1","1","1","0.9","0.9975963095394804","0.9975963095394804","0.9975963095394804","0.974011091687752","0.9958677086848655","","0","1","1","1","2e-9","0","42","0","0","41323","41323"
"9esjPxaUdD7yg4yDrBkP3jLipcAGVjpLDXsddF89avzW","0","0","1.18.23","0.9985033947297735","1","1","0.91","0.9897551603913496","0.9904748186663381","0.9956480231144232","1","0.9957909618237787","","0","1","1","1","0","0","43","0","0","41137","41137"
"DnHUCbu4unnxGukqp5hJWZL6a1P5Msb491f6iybbRCF5","0","0","1.18.25","0.9931921237870353","1","1","0.92","0.9960859863880065","0.9986822184975771","0.9986822184975771","0.9987169667913806","0.9957648604423279","","0","1","1","1","6.176589881","1.591863269","44","0","117","41075","41192"
"6hkfqeNAbURk7CmAQsP4Qm6WwHVF4LxHupEvQf7Tkrf1","0","73379.102871526","1.18.25","1","1","1","0.9","0.9971915501902732","0.9971915501902732","0.9971915501902732","0.9741186872258131","0.9957571395536802","","0","1","1","1","0","0","45","0","0","41056","41056"
"Cn9bZCGSYN57GsTfJ5YLCy8HMejHZqrBQkv99eusJtEH","0","75570.936457998","1.18.25","1","1","1","0.99","0.9938554977468665","0.9948825068440349","0.9981102715235117","0.9538065258990197","0.9957085049650943","","0","1","1","1","0","0","46","0","0","40941","40941"
"Cc7UtVq4G25VbC3w6Ccs2XL2xikjc926q1sHp8zfddoL","0","0","1.18.25","0.9971361212642057","1","1","0.92","0.9960859863880065","0.9986822184975771","0.9986822184975771","0.9769353034819287","0.9956318490924183","","0","1","1","1","0","0","47","0","0","40760","40760"
"NipDoZC37aMQvv2fFq2moUyyiApQxszc7X4mvWHP2pZ","0","23804.92130574","1.18.23","1","1","1","0.92","0.9938554977468665","0.9948825068440349","0.9988799500255839","0.9691105326454839","0.9955647542393272","","0","1","1","1","2.663662867","36002.691037443","48","1679","49","40604","42332"
"21wUViiyG1g47VZ39ZZsSkFX9nu6bkyfy6jryHGD2TUB","0","0","1.18.23","1","1","1","0.9","0.9829025165406903","0.9984647657234372","0.9995284077850026","0.9780697275047006","0.9955149166581002","","0","1","1","0","0","149.877669736","49","0","0","0","0"
"EsEtxoyhFTgfvudcy2VwwQJ1qA6BScLUW39PKpYczuxF","0","1086.795944814","1.18.25","0.9974346727091722","1","1","0.9","0.9971429924685649","0.9977864754724677","0.9981831702708295","0.9797982831667639","0.9954784318020354","","0","1","1","1","0","17188.531024289","50","800","0","40405","41205"
"A7uqmajxP3NdzbYDXiGQRGTL8d3dZ5pjS4kR9NTZcxtg","0","44261.415759052004","1.18.23","1","1","1","1","0.9936258826424087","0.9936258826424087","0.9926957445275663","0.9604102422560049","0.9954752540591716","","0","1","1","1","115.15496630999999","17.293399638","51","1","2178","40398","42577"
"5akpkYincAbsTBXVbf2GDCg4KatMnc8BKkXZCh7MWGPK","0","0","1.18.25","1","1","1","0.9","0.9829025165406903","0.9984647657234372","0.999517875050882","0.9770077629292157","0.9954450437520533","","0","1","1","0","0","0","52","0","0","0","0"
"FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb","0","0","1.18.22","0.9985719253493915","1","1","0.93","0.9992338349980782","0.9992338349980782","0.9993298070101947","0.9580495405461469","0.9953923786328187","","0","1","1","0","0.08877562500000001","0","53","0","0","0","0"
"indVHvxmQVkK4VsdHiK8kXjLDSjHfHRfP3yvZ947Gn3","0","0","1.18.23","0.9956229285895094","1","1","0.95","0.9829025165406903","0.988983009410198","0.9984100987123112","1","0.9953347981308488","","0","1","1","1","0","0","54","0","0","40081","40081"
