vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version
Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4,2610710.574376958,2747830.848188326,0.02901882549363804,0.007218958283436616,0.007218958283436616,0,413315.1,LATITUDE-SH,8507500000000,24612.766520166,1.13.6
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,0.002002373,14547.7637671853,0.08856165597253847,0.0017857142857142904,0.0017857142857142904,0,412874.1,UAB Cherry Servers,0,32617.099191115,1.13.6
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,173272.466698113,212890.0407346847,0.1293711644970532,0.012017369067839456,0.012017369067839456,0,412672.9,OVH SAS,3000000000000,27292.124898953,1.13.6
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,46119.23071957,51269.4698952875,0.19480446213227118,0.0044117647058823485,0.003995446145908701,0,412666.2,TERASWITCH,0,25408.402688135,1.14.15
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,1030516.885280765,1039886.094965532,0.0026977079301391737,0.022724577357990848,0.022724577357990848,0,412660.2,AS-WAVE-1,0,33907.709863104,1.13.5
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,265538.522522532,278759.3497910702,0.02901882549363804,0.020307594477596225,0.020307594477596225,0,412542.0,LATITUDE-SH,6501528140136,24426.561805073,1.14.15
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,9639.880624278,9772.481950548,0.19480446213227118,0.0,0.0,0,412299.5,TERASWITCH,0,50.757317873,1.14.15
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,63663.38878523,65782.6463531202,0.02901882549363804,0.0,0.0,0,409711.1,LATITUDE-SH,3083323237488634,113093.320773988,1.13.6
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,45097.441603782,46283.6133736016,0.19480446213227118,0.0054945054945054975,0.0054945054945054975,0,409646.7,TERASWITCH,0,8358.755275753,1.13.6
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,432791.17395343,439665.5082240872,0.011357004463766357,0.01243930323897996,0.01243930323897996,0,409498.2,RELIABLESITE,1000000000000,31654.574818662,1.13.6
7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD,41017.416715932,42184.8665027397,0.00010943902723807499,0.6481818181818181,0.027894709472532375,0,406901.4,ZEN-ECN,0,32006.266005529,1.13.5
GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD,116679.150516906,120922.5024642522,0.00031371156965678576,0.007157258064516126,0.005353841252675797,0,406894.1,TEXASNET-ASN,0,30926.10739837,1.13.6
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,116227.293335831,121002.5329861932,0.0003139149164595648,0.015849388233359407,0.013504880175957069,0,406880.3,Web Werks India Pvt. Ltd.,0,31065.342346969,1.13.5
8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN,144179.083162905,158460.7885263482,0.003446899239867785,0.010879525653961742,0.010879525653961742,0,406879.6,OOO NIIR-RadioNet,0,28124.542628699,1.13.6
6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,364271.474527918,370931.0573602252,0.011357004463766357,0.024910702546551988,0.024910702546551988,0,406840.3,RELIABLESITE,0,29965.557878389,1.13.6
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,461581.742645888,470196.2525757911,0.0012197909895103076,0.009214381567510288,0.009214381567510288,0,406810.1,ALLNODES,0,29873.584392718,1.13.6
ChaossQVry9AgexbXooZoWUTDfhT1x5zsAmTbBqa5142,27950.736210156,35650.4752168887,0.02901882549363804,0.01071428571428571,0.005348886996390181,0,406783.6,LATITUDE-SH,43213395107310,22348.975853136,1.13.5
CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,42451.410142425,51136.8744964669,0.02901882549363804,0.01246031746031746,0.008952050656926547,0,406769.2,LATITUDE-SH,0,21791.800424156,1.13.6
F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK,3005743.844009376,3065075.698408075,0.1293711644970532,0.01291357379567556,0.01291357379567556,0,406761.5,OVH SAS,0,0.0,1.13.6
CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,119325.168640943,134140.3749965643,0.00774539505647447,0.012321488588930452,0.010195821059298253,0,406732.4,Inetcom LLC,0,26032.283885369,1.13.6
DDBCYLw8kkN8ZLHsBeT42YvEz5F6eq57zqaLCyLzFQnG,25083.043081094,34953.0794861083,0.02901882549363804,0.007410714285714293,0.007410714285714293,0,406710.8,LATITUDE-SH,0,21136.689590169,1.13.6
DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx,313964.883226201,316027.2029875739,0.0008198905575522577,0.01354168541854186,0.01354168541854186,0,406691.4,COGENT-174,28169757490035,31667.524872394,1.13.6
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,57575.950080451,77891.3446518968,0.00020203171644783813,0.016436150056839703,0.011983243560799814,0,406682.7,MWAY,25152661503971,31395.308704484,1.13.6
AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,155317.530326112,172136.7168831857,0.02901882549363804,0.01176584585331777,0.01176584585331777,0,406673.8,LATITUDE-SH,0,31976.931283192,1.13.6
EPWrFd8jJ4SLA1YtcZcRAsAMxmnikSVqbumerCq5yV6z,251268.470437736,263523.9184156798,0.02901882549363804,0.012819557567954143,0.012819557567954143,0,406673.7,LATITUDE-SH,0,30093.947830315,1.13.6
5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z,98602.803787998,104628.8999856515,0.00039517895641708696,0.014703874377090097,0.011620372506810094,0,406657.4,TIER-NET,2704427055171,33711.677095544,1.13.6
MELNFCV6Rfn1mPLhpAK7gjYzDUhvLdKyMW4mFbfoL9F,65935.716881632,75500.0908289918,0.0028845618795573778,0.01612663906142168,0.011691647731173338,0,406653.0,ORACLE-BMC-31898,0,29018.43695162,1.13.6
juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx,668209.237401821,693924.5142248224,0.002255049834591949,0.012420817909078808,0.012420817909078808,0,406638.7,Latitude.sh LTDA,786906344793936,44343.82956407,1.13.6
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1001627.07036545,1006881.2666772133,0.02901882549363804,0.013117426341578243,0.013117426341578243,0,406621.1,LATITUDE-SH,3785800961206107,68394.650572784,1.13.6
CertuszpSb9Qb8v5HhndmSdCC3WoKAiFoBEXmNhjJPUg,676801.158711305,677574.9333372128,0.08134295892655588,0.009000492182367748,0.009000492182367748,0,406614.7,PACKET,0,22612.477551918,1.13.6
73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD,20146.255474787,20880.7965574577,0.02901882549363804,0.022738095238095234,0.01010577073992551,0,406571.8,LATITUDE-SH,0,20170.868031432,1.13.6
DujbfBa9RitWFkjhVqyV3h4rp2nsf7ikU7C484TwKShR,39022.002144032,40750.6830542188,0.00010571320891386285,0.07523809523809524,0.014242670605142355,0,405765.7,CENTURYLINK-US-LEGACY-QWEST,0,30459.960801053,1.13.6
GvZEwtCHZ7YtCkQCaLRVEXsyVvQkRDhJhQgB6akPme1e,2768370.594114496,2809409.5693273135,0.08134295892655588,0.014423761592621598,0.014423761592621598,0,405717.8,PACKET,0,0.0,1.14.15
bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8,70446.438585813,87059.4722201843,0.004403830804240391,0.0073483748052713405,0.006190008435024413,0,405084.7,RADIOKOMUNIKACE a.s.,0,27479.563446196,1.13.6
3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,51502.684215539,67583.9310296449,0.08134295892655588,0.004821428571428565,0.004821428571428565,0,404523.2,PACKET,75227499272000,28537.223348602,1.13.6
BACKboNezqTz4fKH3x26e6xVXL4r9ApVoBL5x9qfj1oS,33117.976184291,56732.5573278938,0.020350286182188655,0.015909090909090907,0.0059917802593437,0,404522.5,LATITUDE-SH,0,24424.234752745,1.13.6
DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao,215815.618411911,231317.9649784573,0.0008213804570589398,0.006822207643103173,0.006822207643103173,0,404205.9,23M GmbH,0,29355.029788859,1.13.5
4EsJD6cpaae8rh27U9pHsfxAheCLQnze1bDvXZfpjcUv,19246.132135172,24024.7548230851,0.19480446213227118,0.0125,0.003664812462137622,0,403337.5,TERASWITCH,0,25801.696904095,1.13.6
3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g,6382189.234894903,6435602.0857770145,0.03154031678217419,0.010915105146716142,0.010915105146716142,1,402933.168,AMAZON-AES,0,0.0,1.13.6
GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr,214355.947260475,217361.7799859258,0.0028136064449904834,0.011638921710895422,0.011638921710895422,1,402529.446,Amarutu Technology Ltd,0,28695.783357203,1.13.6
EXrWdDxFaE3Sfsbh3TV5ToGhMqu53xrmeoVdvn467jUH,284596.055506015,293060.2900464045,0.0012108333065855479,0.016549140797493013,0.016549140797493013,0,401965.6,JSC Ufanet,0,26092.403235721,1.13.6
LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq,102293.324220042,112688.949608928,0.00036189283279133974,0.13399670419774842,0.027894709472532375,1,400981.284,STACKPATH,35293595309016,29109.260135059,1.13.6
Dzizye1iPJ8A3U75zVSLo2KgGBAgXWrS7hHLnmhwSxF6,157.929563914,4391.7190432191,0.00104747872384113,0.0,0.0,0,399899.1,Hetzner Online GmbH,0,27627.448612373,1.13.6
BEARSLRLiizzRK7oJzhDUoPCzP1EG7Xt1WqCLL7zeN81,59306.624920183,61671.5679054359,0.02901882549363804,0.0,0.0,2,398571.586,LATITUDE-SH,0,26155.436277875,1.13.5
ADRLhsipVVkHJiFhzKjKY3YPkisiARU8yoSmNEpcGvmw,314.567497465,321.2421064374,0.19480446213227118,0.0,0.0,2,398378.036,TERASWITCH,0,0.0,1.14.16
2PEyBgsPYBQ8pMdXQtEaPGNqWQHE9GCnmV2tTVN4GMru,1138627.599112869,1197926.0215885548,0.1293711644970532,0.008984975279277264,0.008984975279277264,0,396265.1,OVH SAS,0,17346.705131018,1.13.6
DeNodee9LR1WPokmRqidmAQEq8UbBqNCv6QfFTvU6k69,51819.877220617,55817.1251864906,0.02901882549363804,0.0,0.0,3,394625.682,LATITUDE-SH,0,15650.018377274,1.13.5
J21SMPFJEY9ExCDPiSJQXN23PVSeoQe3LnKD7QcP3bgP,2573163.036379098,2577582.657270622,0.19480446213227118,0.008695833381147577,0.008695833381147577,3,394344.867,TERASWITCH,0,13.986134275,1.14.16
8sLiGeRXLcwtPRWwCQ4QxBXCcipZ31wfXjnnujT3KUTW,246.507731867,129983.3043879992,0.11997089411926029,0.008823961483787002,0.00862137087723172,3,394278.325,AMAZON-02,0,0.0,1.13.6
HLM6hyDWrEca9QMS92nDBa2AreU1qDkppttPVuJ7E2CU,2841.220252161,4240.7745940544,0.08856165597253847,0.05,0.003664812462137622,0,394241.5,UAB Cherry Servers,0,12912.947630626,1.13.6
8RDsLp5kLZEt2swpKne8JuZAN6PFRX1ak29Hci2DT1Xa,1220903.654614709,1223549.9167382831,0.19480446213227118,0.015337773415548872,0.015337773415548872,3,393938.34,TERASWITCH,0,0.0,1.13.7
25NKahLoee3o1z6wYU1rqf1dJgMmmfN7KBc6WmyNxt51,418750.950973005,432308.2689155255,0.11997089411926029,0.011546386676790565,0.011546386676790565,3,393714.852,AMAZON-02,0,0.0,1.13.6
7emL18Bnve7wbYE9Az7vYJjikxN6YPU81igf6rVU5FN8,1161698.496105183,1169915.4465898972,0.1220031158592113,0.018920354047120457,0.018920354047120457,2,393331.036,TERASWITCH,0,0.0,1.13.6
BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2,4219236.950868169,4228564.40300338,0.011092542911655155,0.01632750135199883,0.01632750135199883,5,391920.505,HURRICANE,0,0.0,1.13.6
