vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,marinade_stake,version,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,msol_votes,vemnde_votes,msol_power,eligible_stake_vemnde,vemnde_power,target_stake_vemnde,target_stake_msol,target_stake_algo,target_stake
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,6022029.64729395,6051563.2776791,0.0177123125097996,0.0231744135074324,0.0231744135074324,8,359177.2,Unitas Global LLC,503778.42408017,1.17.26,0.901738979813453,0.931991650749588,0.866970898149073,623,1442,1193,0.877321430143633,0,"",1,1,706,0,409430.572311088,455234.248081662,0.468946393658364,1,0.0201910081114702,12284,566966,0,579250
mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR,976572.666058055,1066132.91550832,0.00740215104604051,0.0234672011972498,0.0234672011972498,7,363196.62,ServeTheWorld AS,478403.871376875,1.17.26,0.95897616919535,0.931132426956981,0.87667285074361,402,1451,378,0.893524097906445,0,"",1,1,408,0,265525.742808573,6174078.75012757,0.304123185890982,1,0.208968589519148,127134,367691,0,494825
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,493017.362365913,529715.121413284,0.00686641891162493,0.0162822995576097,0.0162822995576097,6,366264.702,Tier.Net Technologies LLC,150187.92866835,1.17.28,0.961950303183775,0.952217461099561,0.88407849288107,383,1179,360,0.901300230482909,0,"",1,1,259,0,44118.229997245,14459927.0500395,0.0505310467341743,1,0.208968589519148,127134,61093,0,188227
Ehdn9LdjTAURQSMoDPERXLehtvzy7QD762wwPkzGT7RS,219950.547860638,233348.622725151,0.0177123125097996,0.0150472439473606,0.0150472439473606,5,370899.38,Unitas Global LLC,136752.686924553,1.17.26,0.901738979813453,0.955841893418358,0.89526553634678,623,1097,307,0.900921170501005,0,"",1,1,267,0,112.797685613,9788337.82717198,0.000129425818961913,1,0.208968589519148,127134,156,0,127290
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,359965.964574672,380272.652428475,0.00564822882419033,0.00872082725753904,0.00872082725753904,7,362938.342,"HIVELOCITY, Inc.",111035.346185386,1.17.28,0.968713124210655,0.97440759112661,0.876049427236683,317,620,574,0.897871393224212,0,"",1,1,325,0,59292.675975996,1652072.40024908,0.0679119033956524,1,0.0732743841927028,44579,82107,0,126686
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,288008.754340249,300187.272640874,0.00821129056176925,0.0148763462361769,0.0148763462361769,4,397285.344,Latitude.sh LTDA,106777.776128618,1.17.20,0.954484205431161,0.956343415117043,0.958955166166292,418,1092,15,0.95806642212633,0,"",1,1,7,1,86.742203388,2744391.69809043,0.0000996464269883757,1,0.121722086321341,74054,120,44869,119043
A7uqmajxP3NdzbYDXiGQRGTL8d3dZ5pjS4kR9NTZcxtg,318611.91411902,331346.661147105,0.00119742934834177,0.00812654500730537,0.00812654500730537,0,390525.1,Clouvider,70727.056863628,1.17.28,0.993421879102173,0.976151590163058,0.942637496747446,121,563,31,0.95302848583399,0,"",1,1,13,1,169.89725293,932321.263650581,0.000194711409057746,1,0.041351263305678,25158,235,44633,70026
tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT,21208.104662421,25905.3286173911,0.00666284424800445,0.0705128205128205,0.0135204949264775,0,413853.9,Datacamp Limited,0,1.17.22,0.963080454405553,0.960322338224292,0.998947837962702,339,988,3,0.99045858666634,0,"",1,1,1,1,52.344046331,400049.586767731,0.0000595587839470752,1,0.0177434274734734,10795,72,46386,57253
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,1201745.50189361,1218948.89180679,0.0357773654633576,0.010222320214829,0.010222320214829,5,370805.71,"The Constant Company, LLC",64945.838595504,1.17.28,0.80145026360553,0.970001263544527,0.895039438576571,1128,745,316,0.886407398193946,0,"",1,1,593,0,32276.093325323,221843.61672318,0.0369676790514577,1,0.00983945441792425,5986,44695,0,50681
oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe,283622.202040314,310341.184363266,0.000833091176170542,0.0174579896694372,0.0174579896694372,0,411418.9,"Orangefin Ventures, LLC",51591.328005005,1.17.28,0.995444514056331,0.948767244604987,0.993070309720394,90,1237,8,0.990027643840122,0,"",1,1,2,1,2753.082600723,1944.985048162,0.00315317946550573,1,0.0000862640203817932,52,3812,46366,50230
