vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes
Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4,2755736.408664036,2786881.5340816104,0.028667694206621512,0.018511226024541604,0.018511226024541604,0,396709.1,LATITUDE-SH,8507500000000
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,1030516.885280765,1043485.4411579468,0.0026908027889949813,0.049046096662132534,0.049046096662132534,0,396353.0,AS-WAVE-1,0
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,94419.093663541,168516.6273452818,0.12289581184486001,0.020864562823814936,0.018431385136588575,0,396287.5,OVH SAS,3000000000000
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,51292.167213085,55686.6094445867,0.19786765559989225,0.025191116932602998,0.02211407086312914,0,396249.7,TERASWITCH,0
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,256382.991764041,267671.0030522634,0.028667694206621512,0.03328617190334171,0.03328617190334171,0,395723.8,LATITUDE-SH,6501528140136
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,9606.532340853,9677.1768874383,0.19786765559989225,0.0125,0.005244992639967616,0,395235.5,TERASWITCH,0
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,45972.880654837,960600.1983344142,0.19786765559989225,0.022753423111924263,0.022753423111924263,0,389669.3,TERASWITCH,0
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,432791.17395343,443581.3390725082,0.012316363995683359,0.04285503026137314,0.04285503026137314,0,388855.4,RELIABLESITE,1000000000000
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,63663.38878523,65000.846972603,0.028667694206621512,0.02204592363261093,0.015572720938403164,0,387877.7,LATITUDE-SH,3083323237488634
7ztvwhHQxU68beHN88iK2h7KMZb3zdHcESWpNHJhQwsc,47452.349045554,56497.8362294742,0.000416228701684556,0.23938375350140056,0.04058317377885749,0,387215.7,TIER-NET,0
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,0.0,44.7137911464,0.0858375987058709,0.0,0.0,0,386971.2,UAB Cherry Servers,0
7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD,40476.687398383,42642.4578574659,0.00010996595470981923,0.8046577380952382,0.054059115031890606,0,385824.9,ZEN-ECN,0
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,122469.485443675,127971.1594619648,0.000329934690362942,0.02361340589288393,0.021876238467070864,0,385743.4,Web Werks India Pvt. Ltd.,0
bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8,68562.081633288,78488.2153951271,0.005710042931587715,0.015240419443639519,0.014592075835068103,0,385476.8,RADIOKOMUNIKACE a.s.,0
F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK,3009285.92489986,3045055.5528376633,0.12289581184486001,0.027352245335698345,0.027352245335698345,0,385406.0,OVH SAS,0
AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,148589.623089174,157103.8479957944,0.028667694206621512,0.01963499016898603,0.01963499016898603,0,385398.8,LATITUDE-SH,0
DDBCYLw8kkN8ZLHsBeT42YvEz5F6eq57zqaLCyLzFQnG,15862.309235875,36947.9249852297,0.028667694206621512,0.019553571428571438,0.016463827380980213,0,385328.5,LATITUDE-SH,0
DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx,313964.883226201,324633.4847672966,0.0008371346167100082,0.03786834346644711,0.03786834346644711,0,385125.7,COGENT-174,28467564731008
