"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","marinade_stake","version","target_stake_msol","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","eligible_stake_mnde","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",1180490.88810196,1230608.96708646,0.00311820881504713,0.0116604743718442,0.0116604743718442,0,416303.5,"AS-WAVE-1",0,26888.466074025,"1.13.5",0,0.983133996874498,0.979873466506657,0.999458621128421,209,881,2,0.995440590118451,0,"",1,1,1,1,1,0,0,27249,27249
"5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",110510.307368373,113486.427410234,0.000287559045926583,0.00634145123737218,0.00535348236633026,0,412698.7,"Web Werks India Pvt. Ltd.",0,26625.419037852,"1.13.5",0,0.998444628934419,0.990759634752756,0.990804241721465,37,223,10,0.991976254602788,0,"",1,1,2,1,1,0,0,27155,27155
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",83855.323078566,84537.1934477581,0.00119548502954255,0.001,0.001,0,412572.3,"CETIN a.s.",0,26641.999319676,"1.13.7",0,0.993533770366033,0.998273952426675,0.990500781458194,112,40,16,0.991565331364668,0,"",1,1,3,1,1,0,0,27143,27143
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",99257.032412205,103418.385515215,0.00026205330472213,0.0145517588987764,0.0065629074291176,0,412304.9,"MWAY",25152661503971,27436.090499083,"1.13.7",0,0.998582586311999,0.988672109558013,0.98985880935061,31,344,23,0.9911096442837,0,"",1,1,4,1,1,0.000727769911184373,683,27131,27814
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",488865.847398486,510777.268813378,0.00129426189479248,0.00785629317531037,0.00785629317531037,0,412664.5,"ALLNODES",0,26614.35822494,"1.13.6",0,0.99299949860399,0.986439664229424,0.99072213459327,114,477,11,0.990743077490008,0,"",1,1,5,1,1,0,0,27121,27121
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",440573.736928366,451681.684123948,0.00114448378229861,0.0112684068789137,0.0112684068789137,0,412543.5,"COGENT-174",28169757490035,27520.278164462,"1.13.7",0,0.993809629760461,0.980550193651409,0.990431638613398,111,841,17,0.990191218408178,0,"",1,1,6,1,1,0.000815070614413936,765,27106,27871
"GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD",122884.702680905,152224.419119939,0.000385724612240646,0.0095474901115145,0.00696250906603422,0,411732.7,"TEXASNET-ASN",0,26655.401872336,"1.13.7",0,0.997913663612186,0.987982378122317,0.988485075468935,45,380,27,0.989896958464311,0,"",1,1,7,1,1,0,0,27098,27098
"5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",106246.154577159,110177.346936411,0.000281535030491941,0.00537405303030303,0.00393212443926493,0,411223.2,"TIER-NET",2704427055171,26764.338829625,"1.13.6",0,0.998477212083649,0.993212966153594,0.987261871322285,35,127,30,0.98944508488798,0,"",1,1,8,1,1,0.0000782319192895711,73,27085,27158
"MELNFCV6Rfn1mPLhpAK7gjYzDUhvLdKyMW4mFbfoL9F",68135.012378527,71595.3064910013,0.000981437328291045,0.0680542172862808,0.0152815262983534,0,412353.2,"ORACLE-BMC-31898",0,26556.207950596,"1.13.6",0,0.994691527723684,0.973623358616021,0.989974767663236,98,1190,21,0.989442622361212,0,"",1,1,9,1,1,0,0,27085,27085
"7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",36620.632635481,39923.5786655582,0.000101173473630644,0.593234265734266,0.0242858485137753,0,412576.9,"ZEN-ECN",0,26594.331360785,"1.13.5",0,0.99945276528171,0.958081470106654,0.990511825107015,11,1638,15,0.989392711672325,0,"",1,1,10,1,1,0,0,27084,27084
