vote_account,max_commission,marinade_stake,version,score_credits,score_block_production,score_inflation_commission,score_mev_commission,score_country_concentration,score_city_concentration,score_aso_concentration,score_node_concentration,score,ui_hints,blacklisted,eligible_stake_algo,eligible_bonus,in_algo_stake_set,msol_votes,vemnde_votes,rank,target_stake_vemnde,target_stake_msol,target_stake_algo,target_stake
"DTDvrj1mKFv453DMAGRuFwg77DuLjsfVHnbLe5BJPL9D","0","0","1.18.22","1","1","1","0.99","0.9993951440285979","0.9993951440285979","0.9993951440285979","1","0.9997580740728188","","0","1","1","1","0","0","1","0","0","53007","53007"
"H9p8zGs56CnL4b7RrbwQ6htc6V4K8PUtKvqH2m7hYAtL","0","0","1.18.22","1","1","1","1","0.9977452761920266","0.9984241596918413","0.9998192067887047","1","0.9996787051165934","","0","1","1","1","7.817446065","4.856039736","2","0","106","52664","52770"
"3pBPy27F1Wz3iVydZnGkdvefStrFm8UMCDakYZii8AUZ","0","0","1.18.23","0.9984012682848793","1","1","1","0.9977452761920266","0.9984241596918413","0.9997798864640133","1","0.9991579116182072","","0","1","1","1","0","0","3","0","0","50514","50514"
"WiFKWdvXypmu9nk4RwuMDh28YbVAp66TigPHUxH5iYY","0","0","1.18.21","1","1","1","0.96","0.9965335615875767","0.9973903951901398","0.9986578140984491","1","0.9990853408109472","","0","1","1","1","0.093131615","8.093","4","0","1","42080","42081"
"BUyTfHHrp3HQ4TQXaXrRrNuhLsbz23auKYNrxkQRfViP","0","0","1.18.22","1","1","1","0.9","0.9986649085289221","0.9986649085289221","0.9987367693926263","1","0.9989584393617779","","0","1","1","1","0","0","5","0","0","49734","49734"
"HQuUQmerqwvBRFo1moWgNPpcc43EJxGUQZmgrrmqA9sA","0","9.026132099","1.18.22","1","1","1","1","0.9920047107058872","0.9939136687373549","0.999033601740875","1","0.9987704785350754","","0","1","1","1","2.685808968000001","238.583606382","6","9","36","49021","49066"
"B1UaJwhZ9rmB6rUwCikMCkYEPVgpGYgmmrKqfAHCZanw","0","0","1.18.22","1","1","1","0.9","0.9977452761920266","0.9993232566122321","0.9984325734040391","0.9955877913724518","0.9986389096316713","","0","1","1","1","0","0","7","0","0","41220","41220"
"9mg9SH69itqkRdy1CudMforH3ju7uR3K8GH8esGx4Mfx","0","0","1.18.22","1","1","1","0.92","0.9884929527524375","0.9991136284113584","0.9998737308114716","1","0.9986249585156399","","0","1","1","1","0.407344549","0","8","0","2","35205","35207"
"X5b4FjDKLpYKscwktr3nZjPwTPxsuSiLURNxZKqSvCw","0","0","1.18.22","1","1","1","0.92","0.9884929527524375","0.9991136284113584","0.9998737308114716","1","0.9986249585156399","","0","1","1","1","0","0","9","0","0","1988","1988"
"g4MMQmzT7182jBvyUebMvsgvNM3RVrVFFJd9tRjWXhf","0","1449.183470654","1.18.22","1","1","1","0.9","0.9986649085289221","0.9986649085289221","0.9987367693926263","0.9921323345625925","0.9984508480432354","","0","1","1","1","0","31373.681388286","10","1364","0","47854","49218"
