vote_account,max_commission,marinade_stake,version,score_credits,score_block_production,score_inflation_commission,score_mev_commission,score_country_concentration,score_city_concentration,score_aso_concentration,score_node_concentration,score,ui_hints,blacklisted,eligible_stake_algo,eligible_bonus,in_algo_stake_set,msol_votes,vemnde_votes,rank,target_stake_vemnde,target_stake_msol,target_stake_algo,target_stake
"H9p8zGs56CnL4b7RrbwQ6htc6V4K8PUtKvqH2m7hYAtL","0","0","1.18.22","0.9983137124861404","1","1","1","0.9975389535109148","0.9982538621815783","0.9998103503666524","1","0.9991038070933735","","0","1","1","1","3.0000000000000004e-9","0","1","0","0","50414","50414"
"HQuUQmerqwvBRFo1moWgNPpcc43EJxGUQZmgrrmqA9sA","0","11973.42819477","1.18.22","1","1","1","1","0.9935474336877986","0.9946752766633651","0.9991417333736813","1","0.9989576655116263","","0","1","1","1","4.249854821000001","238.583606382","2","8","65","49844","49917"
"o27rnqfNHPwHsRp2xPXXwWzn2q2dGxn6UD4Rt5KMU5h","0","7477.078699882","1.18.22","1","1","1","1","0.9871967027330638","0.997782173003995","0.9992601508907288","1","0.9988638880013235","","0","1","1","1","0.108059428","13930.074927776","3","486","1","49485","49972"
"8inoRcYLtHdDL1qHWvGph7pkJKuJdrE2kNkFpjcYaYHf","0","35.207229821","1.18.22","1","1","1","1","0.9935474336877986","0.9946752766633651","0.9978346313634071","0.9988955556880312","0.9987177527159801","","0","1","1","1","0.721751719","0","4","0","10","48935","48945"
"WiFKWdvXypmu9nk4RwuMDh28YbVAp66TigPHUxH5iYY","0","0","1.18.21","1","1","1","0.96","0.9958896421777408","0.9972994502052007","0.9985546284371477","1","0.9986068435070863","","0","1","1","1","0.093131615","8.093","5","0","1","41885","41886"
"Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw","0","1068.246360337","1.18.22","0.9994115431420438","1","1","1","0.9944498199818359","0.9991446427019136","0.9991446427019136","0.9889671557996684","0.9985471574805433","","0","1","1","1","8.767626901","80.27352268599999","6","2","135","48309","48446"
"EBGfQMkRqBZ6mj2AJ1UxwKD7MbiuMGJamzKZe2UZrG6B","0","994.836837235","1.18.22","1","1","1","1","0.9847728250408665","0.9991212929065729","0.9991212929065729","0.9957179647364774","0.9985429235451838","","0","1","1","1","1e-9","802.691127655","7","27","0","48294","48321"
"GdVBPczdFaPf1GXvx8ByHeA1ZHAHwwmdQEPihH74SXm9","0","0","1.18.21","1","1","1","0.99","0.99954686443164","0.99954686443164","0.99954686443164","0.9817091680036113","0.9985183585771606","","0","1","1","1","0","0","8","0","0","48205","48205"
"NipDoZC37aMQvv2fFq2moUyyiApQxszc7X4mvWHP2pZ","0","10131.211971019","1.18.22","0.9978975871891503","1","1","1","0.9935474336877986","0.9946752766633651","0.9991417333736813","0.9999691749499466","0.9982774791178004","","0","1","1","1","4.45348103","2.09271276","9","0","68","47352","47420"
"5akpkYincAbsTBXVbf2GDCg4KatMnc8BKkXZCh7MWGPK","0","0","1.18.22","1","1","1","0.99","0.9789223928605012","0.9979204464201925","0.9998968314822798","1","0.9982555629326031","","0","1","1","1","0","0","10","0","0","47276","47276"
"5HScvYkTWL9iojhPv26xK7GqB7oBsj9A2qHCeNRFmdyG","0","11011.231829024","1.18.22","1","1","1","0.92","0.9935474336877986","0.9997531844457639","0.9997531844457639","1","0.9981677147901917","","0","1","1","1","5.350719915","1464.323363645","11","50","83","46974","47107"
"Cn9bZCGSYN57GsTfJ5YLCy8HMejHZqrBQkv99eusJtEH","0","46118.806258988","1.18.22","1","1","1","0.99","0.9935474336877986","0.9946752766633651","0.9978346313634071","0.9922818518951756","0.9981210298906344","","0","1","1","1","0","0","12","0","0","46815","46815"
