vote_account,max_commission,marinade_stake,version,score_credits,score_block_production,score_inflation_commission,score_mev_commission,score_country_concentration,score_city_concentration,score_aso_concentration,score_node_concentration,score,ui_hints,blacklisted,eligible_stake_algo,eligible_bonus,in_algo_stake_set,msol_votes,vemnde_votes,rank,target_stake_vemnde,target_stake_msol,target_stake_algo,target_stake
"8inoRcYLtHdDL1qHWvGph7pkJKuJdrE2kNkFpjcYaYHf","0","29503.130064734","1.17.28","0.9949070100559965","1","1","0.93","0.9934008335888854","0.995642255471314","0.9986286665920611","0.9997161839182171","0.9966674376889146","","0","1","1","1","0.721327537","0","1","0","3","50500","50503"
"HQuUQmerqwvBRFo1moWgNPpcc43EJxGUQZmgrrmqA9sA","0","19349.808202329","1.17.28","0.99539426460095","1","1","0.92","0.9934008335888854","0.995642255471314","0.9974601407349943","0.996481373186313","0.9963727222230263","","0","1","1","1","0","0","2","0","0","49574","49574"
"irBmuzr6ZJbkBZwreeDeQBCpVLJWsxeWS4pfjsfkDSL","0","10777.701063722","1.17.27","0.9969910045343011","1","0.99","0.92","0.9934008335888854","0.9998364207840361","0.9998364207840361","1","0.996306827677711","","0","1","1","1","0","0","3","0","0","49373","49373"
"5eafxmzReWy8vWRmBcor4oShtQgDwHR3CGGPrfcxdU75","0","5539.329322817","1.17.28","0.9964750326720212","1","0.99","0.92","0.9934008335888854","0.995642255471314","0.9986286665920611","1","0.9955786589251667","","0","1","1","1","0","0","4","0","0","47286","47286"
"3xjfK9C9YNcta8MvK1US4sQ3bc6DEjoJoR3qLExGf9xE","0","19373.868027725","1.17.28","0.9875790366201451","1","1","1","0.9980485669203312","0.9980485669203312","0.9930458896297154","1","0.9947811857845796","","0","1","1","1","0.008682528","1307.159817129","5","13","0","18017","18030"
"2qsJLygBZ2XoYkRtkngH4fH4CtFmzfnjARbtMSWkZAQs","0","19616.61972457","1.17.28","0.9974010007655548","1","1","0.92","0.99364759162072","0.998454563565847","0.9930458896297154","0.9587197509812188","0.9943023207121234","","0","1","1","1","0","0","6","0","0","44174","44174"
"yrfQfUfsZechz1zqQyTRRz43czTZQidcrm4SNVWiDPi","0","72587.932761156","1.17.28","0.9939711749576491","1","1","0.93","0.9934008335888854","0.995642255471314","0.9986286665920611","0.9625066694255284","0.9939649415608872","","0","1","1","1","319.890454523","4.563084009","7","0","1447","43455","44902"
"8F4e1nbeC6hn9jkojtboERZGaafxUUtsqUy3MKJLohkh","0","16363.902145197","1.17.26","0.9974407454262268","1","1","0.92","0.9923099593381743","0.9924387859483101","0.9925924553159599","0.9602874460971236","0.9936893046529559","","0","1","1","1","7.60272016","0","8","0","34","42897","42931"
"A2MtELFxn9wAiUrobrZ6vsypQtGHdH3ZesEnvAogvuFZ","0","58699.048592994","1.17.28","0.9978820261877441","1","1","0.92","0.9702797227632913","0.9829813591147534","0.9994199555156079","0.9789555179834513","0.9935804723476651","","0","1","1","1","0.318825811","0","9","0","1","42683","42684"
"tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT","0","17848.752378275","1.17.22","1","0.9742742458178306","1","0.9","0.994734737833887","0.9948550354126828","0.9931300332728894","1","0.993202449809243","","0","1","1","1","47.354039085","400052.343398656","10","100","2","416","518"
"HcbE5huUVDgsf7SURsRfQqnFMp3Zz3i49eXMddugPyAP","0","72447.591019421","1.17.28","0.9949192621381725","1","1","0.9","0.9934008335888854","0.995642255471314","0.9974601407349943","0.94618786538598","0.9927899144737218","","0","1","1","1","2.890884605","0","11","0","13","41246","41259"
"GuxBSrv5jnSwwPepkqnmkM7YCBSakKanbnw4BKMdda4j","0","65376.739659207","1.17.28","0.9890787556228245","1","1","0.92","0.9977569759514533","0.9982879244452796","0.999320070583021","0.9604092249494477","0.9927852907644508","","0","1","1","1","333.190226201","282.327264241","12","10","1507","41238","42755"
"8vT4MgBeZQmYN44DXwHd2BLM7Z6io186nJk3FQEwy58f","0","66501.844951259","1.17.27","0.9948671431514325","1","1","0.92","0.9702797227632913","0.9829813591147534","0.9919397975848064","0.9960811412189541","0.9927476266826548","","0","1","1","1","4.488199883","0","13","0","14","31269","31283"
"EKUh585fWD7LeDRHgmYd9EXpQnY6KNbNAhyBi3FuVw6Y","0","1449.946612274","1.17.28","0.9966496225860997","1","0.97","0.92","0.9934008335888854","0.995642255471314","0.9997669334745015","1","0.9927408836564747","","0","1","1","1","85.827317708","0","14","0","389","41163","41552"
