vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes
Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4,2762574.151610737,2789468.055639632,0.028815494375757235,0.01446270127055026,0.01446270127055026,0,401636.7,LATITUDE-SH,8507500000000
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,1030516.885280765,1042819.1015942703,0.0026932206275776535,0.037237551677199256,0.037237551677199256,0,401269.2,AS-WAVE-1,0
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,128242.523658933,182484.1392519179,0.12412797533450784,0.020864562823814936,0.018431385136588575,0,401263.1,OVH SAS,3000000000000
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,51292.167213085,55315.4978933275,0.197065058496859,0.025191116932602998,0.022114070863129148,0,401079.9,TERASWITCH,0
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,256715.768900882,270994.1450497947,0.028815494375757235,0.032481574202192276,0.032481574202192276,0,400719.1,LATITUDE-SH,6501528140136
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,9620.459744207,9696.4247065435,0.197065058496859,0.0125,0.005244992639967616,0,400334.4,TERASWITCH,0
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,45962.201751682,732259.5939208406,0.197065058496859,0.01713464644051601,0.01713464644051601,0,395856.5,TERASWITCH,0
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,63663.38878523,65216.1480219075,0.028815494375757235,0.01787925696594427,0.011406054271736502,0,395109.9,LATITUDE-SH,3083323237488634
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,432791.17395343,442031.2445060979,0.012102292142706987,0.028594867659747124,0.028594867659747124,0,395062.8,RELIABLESITE,1000000000000
7ztvwhHQxU68beHN88iK2h7KMZb3zdHcESWpNHJhQwsc,47473.418847256,58285.1329130888,0.00041770166881345447,0.24034529196293905,0.04154471224039595,0,393724.0,TIER-NET,0
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,122469.485443675,127306.358514762,0.00032872842106311507,0.02199161886718014,0.019649356362539873,0,392564.6,Web Werks India Pvt. Ltd.,0
7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD,40739.811303308,42776.2653091668,0.00011047343326477724,0.7905952380952381,0.04593206077524768,0,392507.8,ZEN-ECN,0
bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8,68562.081633288,79944.3706285145,0.00572481430664033,0.013701957905177975,0.013053614296606564,0,392384.0,RADIOKOMUNIKACE a.s.,0
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,0.001,287.9507927349,0.08641789218874545,0.0,0.0,0,392342.1,UAB Cherry Servers,0
DDBCYLw8kkN8ZLHsBeT42YvEz5F6eq57zqaLCyLzFQnG,15862.309235875,37885.6640469819,0.028815494375757235,0.019553571428571438,0.016463827380980213,0,392198.5,LATITUDE-SH,0
AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,150405.881289477,160548.3861982455,0.028815494375757235,0.018636100046899473,0.018636100046899473,0,392154.3,LATITUDE-SH,0
juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx,662568.8383527,673792.7874721449,0.0021136935968790764,0.01772178930584578,0.01772178930584578,0,392147.0,Latitude.sh LTDA,786906344793936
F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK,3005743.844009376,3041084.1851565167,0.12412797533450784,0.02311268941144786,0.02311268941144786,0,392129.5,OVH SAS,0
5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z,97778.190580582,103390.6641088191,0.00041770166881345447,0.011305060658508937,0.008390040739986903,0,392072.2,TIER-NET,2704427055171
CertuszpSb9Qb8v5HhndmSdCC3WoKAiFoBEXmNhjJPUg,676801.158711305,678829.7381348007,0.08216418266159214,0.016959071038634088,0.016959071038634088,0,392060.2,PACKET,0
2PEyBgsPYBQ8pMdXQtEaPGNqWQHE9GCnmV2tTVN4GMru,1205499.33130201,1213836.4438633518,0.12412797533450784,0.01555394408465185,0.01555394408465185,0,392041.4,OVH SAS,0
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1001506.913966373,1006152.5101425597,0.028815494375757235,0.023720468033511542,0.023720468033511542,0,391940.1,LATITUDE-SH,3786003153965134
DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx,313964.883226201,323386.7525833901,0.0008351867970709624,0.03485005078352027,0.03485005078352027,0,391924.7,COGENT-174,28467564731008
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,54997.860207515,63941.9516348535,0.00016521745160835979,0.030755622144854,0.02464984494556878,0,391916.1,MWAY,25152661503971
CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,41482.75752218,45327.9175958048,0.028815494375757235,0.018496732026143804,0.015661347580753854,0,391801.9,LATITUDE-SH,0
GvZEwtCHZ7YtCkQCaLRVEXsyVvQkRDhJhQgB6akPme1e,2729623.155808669,2784299.8288725466,0.08216418266159214,0.019652721925130623,0.019652721925130623,0,391274.8,PACKET,0
ChaossQVry9AgexbXooZoWUTDfhT1x5zsAmTbBqa5142,26115.723515116,28819.5890652882,0.028815494375757235,0.044333791208791204,0.021456612166242426,0,391206.3,LATITUDE-SH,8113137730338
MELNFCV6Rfn1mPLhpAK7gjYzDUhvLdKyMW4mFbfoL9F,64884.299165835,72187.7796276941,0.002865339299791311,0.06017857142857143,0.03343743370493846,0,390524.0,ORACLE-BMC-31898,0
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,446511.244640887,461962.8004217404,0.0011932714745055348,0.021074660113672972,0.021074660113672972,0,390147.6,ALLNODES,0
8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN,142711.901885539,150556.0442940114,0.0029016485294580713,0.026046608457599162,0.025886195692161374,0,389342.9,OOO NIIR-RadioNet,0
BACKboNezqTz4fKH3x26e6xVXL4r9ApVoBL5x9qfj1oS,29289.155616034,42473.6872610752,0.008788504347693455,0.017361111111111115,0.012178071705788116,0,388740.3,EVERYWHERE-WIRELESS-LLC,0
3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,47794.431344523,56452.6594816686,0.08216418266159214,0.007633928571428572,0.007633928571428572,0,388732.1,PACKET,75227499272000
73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD,20132.593644619,21259.5268087,0.028815494375757235,0.06357142857142857,0.01302592422055528,0,388604.7,LATITUDE-SH,0
LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq,100754.10700184,109056.4142311219,0.0003508082485959509,0.12039754183418046,0.04078661252551954,1,388603.45,STACKPATH,35293595309016
3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g,6419945.50715754,6453554.86863831,0.03248328442087614,0.02095277818259115,0.02095277818259115,1,388345.518,AMAZON-AES,0
DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao,214740.384795504,224514.1082806053,0.000796560595141952,0.01147161072308459,0.01147161072308459,0,388312.7,23M GmbH,0
GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr,211375.758834089,214853.3037980745,0.0026102717579680216,0.02178904408547081,0.02178904408547081,1,388188.9,Amarutu Technology Ltd,0
CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,119325.168640943,130593.8370146396,0.009786713997923847,0.031243477040330658,0.02361323608099316,0,388176.8,Inetcom LLC,0
EXrWdDxFaE3Sfsbh3TV5ToGhMqu53xrmeoVdvn467jUH,270352.793167612,284344.4695702315,0.024980667036176032,0.04794571631933072,0.04794571631933072,0,387801.4,JSC Ufanet,0
GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD,116679.150516906,123299.2203414652,0.0003184408396309132,0.018730716905416823,0.018592838947870432,0,387210.2,TEXASNET-ASN,0
ADRLhsipVVkHJiFhzKjKY3YPkisiARU8yoSmNEpcGvmw,314.567497465,18502.9207877965,0.197065058496859,0.010659440559440559,0.010659440559440559,2,384288.086,TERASWITCH,0
4EsJD6cpaae8rh27U9pHsfxAheCLQnze1bDvXZfpjcUv,2007.395871641,14046.3976381698,0.197065058496859,0.0125,0.0036670580148996947,0,383199.0,TERASWITCH,0
6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,339036.280151392,361932.3807509024,0.012102292142706987,0.06320431376272331,0.06320431376272331,0,382184.4,RELIABLESITE,0
BEARSLRLiizzRK7oJzhDUoPCzP1EG7Xt1WqCLL7zeN81,54706.551468975,58986.3321986292,0.028815494375757235,0.018034188034188048,0.01753629659842367,2,381991.848,LATITUDE-SH,0
EPWrFd8jJ4SLA1YtcZcRAsAMxmnikSVqbumerCq5yV6z,224395.924533216,253294.3565156475,0.028815494375757235,0.04769706185974354,0.04769706185974354,0,381490.6,LATITUDE-SH,0
DujbfBa9RitWFkjhVqyV3h4rp2nsf7ikU7C484TwKShR,14722.464199014,37022.39897202,0.00009557663756586667,0.11333333333333333,0.020587147618590356,0,380899.4,CENTURYLINK-US-LEGACY-QWEST,0
BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2,4216720.957999013,4228634.056718422,0.011044960798204431,0.025741836217443158,0.025741836217443158,5,380544.065,HURRICANE,0
J21SMPFJEY9ExCDPiSJQXN23PVSeoQe3LnKD7QcP3bgP,2564649.370102387,2573057.116015546,0.197065058496859,0.014689461053522746,0.014689461053522746,3,380073.936,TERASWITCH,0
8RDsLp5kLZEt2swpKne8JuZAN6PFRX1ak29Hci2DT1Xa,1218603.249666877,1221206.1811021224,0.197065058496859,0.024353383178910615,0.024353383178910615,3,380041.247,TERASWITCH,0
DeNodee9LR1WPokmRqidmAQEq8UbBqNCv6QfFTvU6k69,42689.995315493,51057.2697135607,0.028815494375757235,0.03230392156862745,0.01613692100590677,3,379176.88,LATITUDE-SH,0
25NKahLoee3o1z6wYU1rqf1dJgMmmfN7KBc6WmyNxt51,417966.846944405,421382.4738025611,0.1256235787496365,0.02304125047158081,0.02304125047158081,3,378619.712,AMAZON-02,0
7emL18Bnve7wbYE9Az7vYJjikxN6YPU81igf6rVU5FN8,1147210.404742549,1169079.8465355202,0.16576070142306804,0.030647780316057905,0.030647780316057905,2,377963.068,TERASWITCH,0
8sLiGeRXLcwtPRWwCQ4QxBXCcipZ31wfXjnnujT3KUTW,96272.008946831,398634.8475559713,0.1256235787496365,0.0356897594623982,0.03548716885584292,3,377211.369,AMAZON-02,0
CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,1934584.051102035,1939058.6274384267,0.028815494375757235,0.017808055563282188,0.017808055563282188,6,376798.906,LATITUDE-SH,603623766243357
Eb1oa4AfSUb5bHrKnNdSkZwjoAofMcLnkF7LgYBAyfsY,609461.450725958,611315.2376979939,0.08216418266159214,0.021478928286422082,0.021478928286422082,4,376414.08,PACKET,0
