vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,msol_votes,msol_power,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_msol,target_stake_algo,target_stake
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,453776.924383421,917411.176961825,0.0359091639221559,0.0170837848023772,0.0170837848023772,5,391074.91,LATITUDE-SH,1678083859495390,730258.004640027,1.14.19,0.800023107529104,0.982889277743549,0.943060452823455,847,1335,89,0.924118463156639,0,"",1,1,86,1,468523.385397742,0.516877397404597,1,0.0405409704468933,50702,646426,36705,733833
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,7101746.66076465,7252453.85752706,0.0196586630028946,0.012789641734867,0.012789641734867,8,377496.608,UNITAS,0,471599.189672812,1.14.17,0.890521585360756,0.987190191751047,0.9103169571267,633,971,163,0.913184841056889,0,"",1,1,198,0,325000.035578393,0.358541958786429,1,0,0,448406,0,448406
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,253524.887715744,347226.419359421,0.0040395750693381,0.0177988667391555,0.0177988667391555,5,391290.94,Latitude.sh LTDA,3093509335489320,151879.337104086,1.14.17,0.977503746103271,0.982173068276363,0.94358139994743,227,1377,75,0.951768812304401,0,"",1,1,36,1,25768.247216065,0.0284274129046422,1,0.0747363381930352,93468,35552,37803,166823
CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,1957982.03748662,2030446.4075917,0.0359091639221559,0.0132368447485041,0.0132368447485041,6,389588.452,LATITUDE-SH,2394600647274660,150476.798274052,1.14.17,0.800023107529104,0.986742283594447,0.939475922804428,847,1013,111,0.921657517438226,0,"",1,1,97,1,23206.091894509,0.0256009990633781,1,0.057851367103133,72351,32018,36607,140976
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1170515.91938629,1188279.79491374,0.0359091639221559,0.0178218435451757,0.0178218435451757,0,411737,LATITUDE-SH,3319928369671180,137705.774846356,1.14.19,0.800023107529104,0.982150055240862,0.992886200917801,847,1379,16,0.962389098421314,0,"",1,1,22,1,62.152142785,0.0000683987736761804,1,0.0802064280981018,100309,86,38225,138620
mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR,148929.635325682,182310.150624043,0.0040395750693381,0.0217598666466638,0.0217598666466638,6,383687.038,Latitude.sh LTDA,1542963226836960,131587.314104754,1.14.17,0.977503746103271,0.978205822723974,0.925244914839385,227,1579,129,0.937358651024951,0,"",1,1,52,1,33579.852707566,0.0370456583878409,1,0.0372765788162635,46619,46331,37231,130181
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,197167.934887084,199297.986023676,0.00420266628270656,0.0105936427345809,0.0105936427345809,10,370623.24,HVC-AS,4836553884195640,128300.482591768,1.14.19,0.976595496774164,0.989389653369418,0.893742123577542,237,724,257,0.913846298668705,0,"",1,1,184,0,2015.225206034,0.00222296014447586,1,0.100000002375883,125064,2780,0,127844
DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,208426.761980782,297509.575046648,0.000872460411319048,0.144819834119253,0.136619807941922,7,381491.766,ORACLE-BMC-31898,2948515489369750,126089.194151951,1.14.19,0.995141298145086,0.863164772006573,0.919951110114375,95,1837,138,0.927150651495423,0,"",1,1,68,1,276.796815953,0.000305588069488741,1,0.0712334316925036,89087,382,36826,126295
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,1818.237612992,138398.448292778,0.0359091639221559,0.0321225187873101,0.0203530283624595,5,380624.245,LATITUDE-SH,3653029224586010,113091.163566074,1.14.17,0.800023107529104,0.979614879289555,0.917859120252142,847,1527,142,0.904480945913014,0,"",1,1,381,0,1812.955020638,0.00200011252701476,1,0.0882538518583407,110374,2501,0,112875
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,162032.625024591,172859.256514616,0.0359091639221559,0.0143913224004409,0.0139364915294992,0,413467.4,LATITUDE-SH,2353187612488630,108153.598244052,1.14.19,0.800023107529104,0.986041533620965,0.997058986657407,847,1079,7,0.965898278096403,0,"",1,1,17,1,1355.930854254,0.00149594737265969,1,0.0568508591156408,71100,1871,38365,111336
