vote_account,max_commission,marinade_stake,version,score_credits,score_block_production,score_inflation_commission,score_mev_commission,score_country_concentration,score_city_concentration,score_aso_concentration,score_node_concentration,score,ui_hints,blacklisted,eligible_stake_algo,eligible_bonus,in_algo_stake_set,msol_votes,vemnde_votes,rank,target_stake_vemnde,target_stake_msol,target_stake_algo,target_stake
"DTDvrj1mKFv453DMAGRuFwg77DuLjsfVHnbLe5BJPL9D","0","11808.47312175","1.18.23","1","1","1","0.99","0.9996655660290482","0.9996655660290482","0.9996655660290482","1","0.9996182288471429","","0","1","1","1","0","0","1","0","0","54846","54846"
"DySC6eaUthvVVzu4s8GFupm4PzYLNvq372AYnNrKP4xP","0","0","1.18.25","1","1","1","1","0.9946430301781405","0.994977738107576","0.9998477307642131","1","0.9991487160559954","","0","1","1","1","1e-9","0","2","0","0","52828","52828"
"EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey","0","24954.440937172003","1.18.26","1","1","1","0.99","0.995389935213151","0.9984083018789142","0.9985870625942174","1","0.9990815492399971","","0","1","1","1","0","0","3","0","0","52550","52550"
"Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw","0","3465.990328849","1.18.23","1","1","1","1","0.995389935213151","0.9991885419102976","0.9991885419102976","0.9890347308479189","0.9988119072740071","","0","1","1","1","0.29816992700000006","80.706522686","4","1","2","38052","38055"
"3pBPy27F1Wz3iVydZnGkdvefStrFm8UMCDakYZii8AUZ","0","0","1.18.23","1","1","1","1","0.9973400624652792","0.9979713907188557","0.9990805556935436","0.9801198912732274","0.9982308484647663","","0","1","1","1","0","0","5","0","0","49276","49276"
"GdVBPczdFaPf1GXvx8ByHeA1ZHAHwwmdQEPihH74SXm9","0","0","1.18.25","1","1","1","0.99","0.99847521452302","0.99847521452302","0.99847521452302","0.9783253070977326","0.9978742756420208","","0","1","1","1","0","0","6","0","0","48026","48026"
"5AC692spnjbegP7ttCXJEzUe8S81sLYsqJd8Ae6Zv1xU","0","77324.069714083","1.18.26","1","1","1","1","0.9980926074919583","0.9980926074919583","0.9989403270094491","0.9719416515923571","0.9977454080220097","","0","1","1","1","1e-9","12407.409942264","7","696","0","47592","48288"
"BK5Km4MyuncoBWKCM9y3zntA1JjhdqNcHd3mxitms4Xo","0","1605.018513381","1.18.26","1","1","1","1","0.9946430301781405","0.994977738107576","0.998921467769389","0.9786814234930382","0.9976538062175044","","0","1","1","1","0","0","8","0","0","47288","47288"
"EBGfQMkRqBZ6mj2AJ1UxwKD7MbiuMGJamzKZe2UZrG6B","0","537.015198783","1.18.23","1","1","1","1","0.9861140031892003","0.9990921838301607","0.9990921838301607","0.9800217496376392","0.997610219111768","","0","1","1","1","1e-9","1.881343769","9","0","0","47145","47145"
"Atw2Wond9H3DHfgg5NGqi4dxMwF3Nrgdhm39x2oK8MCW","0","17.059637271","1.18.23","1","1","1","1","0.9861140031892003","0.9990921838301607","0.9990921838301607","0.9790226678442484","0.9975457622218717","","0","1","1","1","0","0","10","0","0","46935","46935"
"Node56Cr7y4Udym2vPt9DsRbWcBL29JivsGh2drpbKb","0","0","2.0.14","1","1","1","0.94","0.9947615933393995","0.996397495990757","0.9984828767176789","1","0.9974095865007028","","0","1","1","0","0","0","11","0","0","0","0"
"3eV533fsCb9EkazR6C41rTHnvLfwtzh415U5v5W8hZM4","0","25.201545899","1.18.26","1","1","1","1","0.960839046723283","0.9993929172849608","0.9998924807466195","1","0.9974008634931589","","0","1","1","1","0","0","12","0","0","3198","3198"
"H7CfFGvmUHWvryBKAaVibVxz85SYmWyoECx3CjLHq3zC","0","0","1.18.23","1","1","1","1","0.9810858173431567","0.9881751716111389","0.9979026869898578","1","0.9973647708864246","","0","1","1","0","24.003753354","7.940640003","13","0","0","0","0"
"H4QVPxS7napq3NEYxqLhxbKi9nJ8s56dD2EQZGsyZ3sb","0","0","1.18.26","1","1","1","0.9","0.9996655660290482","0.9996655660290482","0.9996655660290482","1","0.9970561320729494","","0","1","1","0","3.299196235","16.311822325","14","0","0","0","0"
"MNDE6ueF5uMvyk3ohq7wWZ8H749pbpj1yHj2MvMRCJM","0","1009.786761885","1.18.25","1","1","1","0.92","0.9946430301781405","0.994977738107576","0.9998632545108779","1","0.9968732997652425","","0","1","1","1","25.132247583","67.608695859","15","1","182","38540","38723"
"2g2QU1NDRax6i2mKzRwgRfdBFoDkMC6bj7Zp5Q3i8sCq","0","3248.284888099","1.18.23","1","1","1","0.95","0.995389935213151","0.9991885419102976","0.9991885419102976","0.9797920931160049","0.9967922209687223","","0","1","1","1","1e-9","1289.026381706","16","25","0","42643","42668"
"DHoZJqvvMGvAXw85Lmsob7YwQzFVisYg8HY4rt5BAj6M","0","0","1.18.26","1","1","1","0.95","0.995389935213151","0.9981996979699225","0.9981996979699225","0.9799748513549482","0.9965807244814726","","0","1","1","0","0","0","17","0","0","0","0"
"GuxBSrv5jnSwwPepkqnmkM7YCBSakKanbnw4BKMdda4j","0","1367.351341474","1.18.26","0.9960768318926246","1","1","1","0.9973400624652792","0.9979713907188557","0.9994627482698892","0.9710339354923897","0.9964284348412165","","0","1","1","1","337.90348146799994","1153.62983989","18","65","8418","43616","52099"
"9w3YAf77BSGLQXahTpwAe9U9mNdCXkqmxH17uCyN1wyH","0","0","1.18.26","1","1","1","1","0.9810858173431567","0.9881751716111389","0.9995650789182787","0.9814304550017867","0.996381237909562","","0","1","1","0","0","0","19","0","0","0","0"
"GiXx1mwSR44Tz96CaDqoadzAhZgZv7e3yZshqUwiEwwh","0","0","1.18.25","1","1","1","0.92","0.9810858173431567","0.9987371507414979","0.9997989340423209","1","0.9963541555832288","","0","1","1","0","0.674978444","3.744519054","20","0","0","0","0"
"D3DfFvmLBKkX9JJNEpJRXpM1pYTVPQ5dpPQRc9F49xk4","0","3.086448811","1.18.25","0.9970048432111922","1","1","0.92","0.9991585817529037","0.9991585817529037","0.9993692362417366","0.9965488183333382","0.9963166426616149","","0","1","1","1","0","0","21","0","0","43316","43316"
"GxMWXbj3xLVf9bK4rspJ3yjg7cmaLhZX6325brY8J1wi","0","0","1.18.23","1","1","1","0.93","0.9973400624652792","0.9979713907188557","0.9990805556935436","0.9777441491715125","0.9960848328453008","","0","1","1","1","0","2.644673327","22","0","0","42709","42709"
"8XPteKmVNkkAwESc7b68BLKLLfHfBwKrag9jk2JnotqM","0","0","1.18.23","1","1","1","0.92","0.9944629525231187","0.9944629525231187","0.9914887612791995","1","0.9957312841203997","","0","1","1","1","7.112517747","8.795043087","23","0","25","17196","17221"
"o27rnqfNHPwHsRp2xPXXwWzn2q2dGxn6UD4Rt5KMU5h","0","91798.676292727","1.18.26","1","1","1","0.9","0.99847521452302","0.99847521452302","0.99847521452302","0.9821372986517213","0.9955581138067944","","0","1","1","1","0.108059428","13925.41671057","24","781","2","41411","42194"
"HBH2mppWdny8NBgxm61DjDqBzNLymn8fZFkFX6JnSAX6","0","0","2.0.14","0.9967492944347608","1","0.99","0.95","0.9894928981526913","0.9999104208765685","0.9999104208765685","1","0.9955016673157732","","0","1","1","1","0","0","25","0","0","41279","41279"
"A7uqmajxP3NdzbYDXiGQRGTL8d3dZ5pjS4kR9NTZcxtg","0","44823.542493479996","1.18.23","1","1","1","1","0.9944629525231187","0.9944629525231187","0.9914887612791995","0.961036932154039","0.9954949571625957","","0","1","1","1","106.67437259100001","17.293399638","26","0","2658","41263","43921"
"HcbE5huUVDgsf7SURsRfQqnFMp3Zz3i49eXMddugPyAP","0","1686.286998881","1.18.23","1","1","1","0.92","0.9946430301781405","0.994977738107576","0.9995368180129066","0.9785590100120969","0.9954478892501557","","0","1","1","1","0.245845678","31700.20895535","27","1779","5","41153","42937"
"6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ","0","17.043656659","2.0.14","1","1","1","0.95","0.9976384699869274","0.9976384699869274","0.9976384699869274","0.9620007183167761","0.9954394408553516","","0","1","1","0","2.43838627","354.75466051","28","0","0","0","0"
"WiFKWdvXypmu9nk4RwuMDh28YbVAp66TigPHUxH5iYY","0","1.0389808","1.18.21","0.9917649069173439","1","1","0.96","0.9947615933393995","0.996397495990757","0.9984828767176789","1","0.995322459699846","","0","1","1","1","0.093131615","8.093","29","0","1","40866","40867"
"8DHFGo3fDB8GudbNLZEyExLzXQPwvY4twybPbxwDnffx","0","89660.33128796701","1.18.26","1","1","1","0.9","0.99847521452302","0.99847521452302","0.99847521452302","0.9779370755595013","0.9952871316718124","","0","1","1","1","2.952369811","82.854963443","30","4","72","40785","40861"
"BUyTfHHrp3HQ4TQXaXrRrNuhLsbz23auKYNrxkQRfViP","0","0","1.18.25","0.9954870880443646","1","1","0.9","0.9980926074919583","0.9980926074919583","0.9989403270094491","1","0.995253071804556","","0","1","1","1","0","0","31","0","0","40709","40709"
"ATRFbtnsDd9ka3eZooTPixm3AjicHxod1BAhNYBMsj8K","0","0","1.18.26","0.993565031697094","1","1","0.95","0.9810858173431567","0.9997571469342882","0.9997571469342882","1","0.9952257090386216","","0","1","1","1","0","0","32","0","0","2640","2640"
"NikGQUQqSLtsdHGGx7mQopojZcgd3N9uWFaZQ1r5EXn","0","3719.630165221","1.18.23","1","1","1","0.92","0.9946430301781405","0.994977738107576","0.9987948663857316","0.9762206189454165","0.995201289616541","","0","1","1","1","0","12868.43329421","33","720","0","40593","41313"
"9mg9SH69itqkRdy1CudMforH3ju7uR3K8GH8esGx4Mfx","0","0","1.18.26","1","1","1","0.92","0.960839046723283","0.9993929172849608","0.9998924807466195","1","0.9951234441383202","","0","1","1","1","0.407370067","0","34","0","3","37473","37476"
