vote_account,max_commission,marinade_stake,version,score_credits,score_block_production,score_inflation_commission,score_mev_commission,score_country_concentration,score_city_concentration,score_aso_concentration,score_node_concentration,score,ui_hints,blacklisted,eligible_stake_algo,eligible_bonus,in_algo_stake_set,msol_votes,vemnde_votes,rank,target_stake_vemnde,target_stake_msol,target_stake_algo,target_stake
"DTDvrj1mKFv453DMAGRuFwg77DuLjsfVHnbLe5BJPL9D","0","0","1.18.22","1","1","1","0.99","0.9993934860802083","0.9993934860802083","0.9993934860802083","1","0.9997676895071573","","0","1","1","1","0","0","1","0","0","53041","53041"
"H9p8zGs56CnL4b7RrbwQ6htc6V4K8PUtKvqH2m7hYAtL","0","0","1.18.22","1","1","1","1","0.9977571248089784","0.9984328402950033","0.9998220856356221","1","0.9996806810659825","","0","1","1","1","9.037805084","1.486612738","2","0","122","52665","52787"
"3pBPy27F1Wz3iVydZnGkdvefStrFm8UMCDakYZii8AUZ","0","0","1.18.23","1","1","1","1","0.9977571248089784","0.9984328402950033","0.9997820397979854","1","0.9996755138611262","","0","1","1","1","0","0","3","0","0","52642","52642"
"8DHFGo3fDB8GudbNLZEyExLzXQPwvY4twybPbxwDnffx","0","5.830217708","1.18.23","0.9987704277995982","1","1","0.99","0.9993302127056906","0.9993302127056906","0.9993302127056906","1","0.9993526836241032","","0","1","1","1","2.950658629","53.3593","4","2","40","51290","51332"
"GxMWXbj3xLVf9bK4rspJ3yjg7cmaLhZX6325brY8J1wi","0","0","1.18.23","1","1","1","0.93","0.9977571248089784","0.9984328402950033","0.9997820397979854","1","0.9992819332159649","","0","1","1","1","0","2.644673327","5","0","0","51003","51003"
"H4QVPxS7napq3NEYxqLhxbKi9nJ8s56dD2EQZGsyZ3sb","0","0","1.18.23","1","1","1","0.9","0.9993934860802083","0.9993934860802083","0.9993934860802083","1","0.9992616572490929","","0","1","1","0","3.297518276","1.5211493","6","0","0","0","0"
"3eV533fsCb9EkazR6C41rTHnvLfwtzh415U5v5W8hZM4","0","14.050056323","1.18.22","1","1","1","1","0.9886611300859243","0.9989286305218866","0.9998750438058052","1","0.9991486557084107","","0","1","1","1","0","300","7","0","0","558","558"
"WiFKWdvXypmu9nk4RwuMDh28YbVAp66TigPHUxH5iYY","0","0","1.18.21","1","1","1","0.96","0.9950237301420127","0.9969773247913708","0.9986528064405236","1","0.9989876987232333","","0","1","1","1","0.093131615","8.093","8","0","1","42132","42133"
"BUyTfHHrp3HQ4TQXaXrRrNuhLsbz23auKYNrxkQRfViP","0","0","1.18.22","1","1","1","0.9","0.9979996513361962","0.9979996513361962","0.9987400245819865","1","0.9989525275809332","","0","1","1","1","0","0","9","0","0","49704","49704"
"HQuUQmerqwvBRFo1moWgNPpcc43EJxGUQZmgrrmqA9sA","0","14.039895079","1.18.22","1","1","1","1","0.992540159716639","0.9943928223601182","0.9992713264928449","1","0.9988820674995165","","0","1","1","1","2.81477395","238.583606382","10","9","38","49434","49481"
"NikGQUQqSLtsdHGGx7mQopojZcgd3N9uWFaZQ1r5EXn","0","481.487167268","1.18.23","1","1","1","1","0.992540159716639","0.9943928223601182","0.9992713264928449","1","0.9988820674995165","","0","1","1","1","0","12868.43329421","11","563","0","49434","49997"
"B1UaJwhZ9rmB6rUwCikMCkYEPVgpGYgmmrKqfAHCZanw","0","0","1.18.22","1","1","1","0.9","0.9977571248089784","0.9993264029044434","0.9984400268607657","0.9956346922667382","0.9987449338808977","","0","1","1","1","0","0","12","0","0","41271","41271"
"9mg9SH69itqkRdy1CudMforH3ju7uR3K8GH8esGx4Mfx","0","0","1.18.22","1","1","1","0.92","0.9886611300859243","0.9989286305218866","0.9998750438058052","1","0.9986988492567979","","0","1","1","1","0.40734796","0","13","0","3","36664","36667"
"NipDoZC37aMQvv2fFq2moUyyiApQxszc7X4mvWHP2pZ","0","24086.749513899","1.18.23","1","1","1","1","0.992540159716639","0.9943928223601182","0.9992713264928449","0.9934263657951247","0.9984579620669439","","0","1","1","1","4.495574353","36002.691037443","14","1579","61","47872","49512"
"g4MMQmzT7182jBvyUebMvsgvNM3RVrVFFJd9tRjWXhf","0","1444.844836955","1.18.22","1","1","1","0.9","0.9979996513361962","0.9979996513361962","0.9987400245819865","0.9922560373988113","0.998452917090534","","0","1","1","1","0","31373.681388286","15","1375","0","47854","49229"
"J6XZBDuUpuBzgcVGmY8NgHQYKbGZegoYmbpadAKo1qRw","0","735.621595154","1.18.22","1","1","1","0.9","0.9977571248089784","0.9993264029044434","0.9984400268607657","0.9889786251018028","0.9983155101928374","","0","1","1","1","0","15131.181440639","16","664","0","47370","48034"
"GdVBPczdFaPf1GXvx8ByHeA1ZHAHwwmdQEPihH74SXm9","0","0","1.18.21","1","1","1","0.99","0.9993302127056906","0.9993302127056906","0.9993302127056906","0.9776509341954708","0.9983074446045858","","0","1","1","1","0","0","17","0","0","47342","47342"
"yrfQfUfsZechz1zqQyTRRz43czTZQidcrm4SNVWiDPi","0","72506.904775349","1.18.23","1","1","1","0.99","0.9993934860802083","0.9993934860802083","0.9993934860802083","0.9763549416320358","0.9982422018705145","","0","1","1","1","242.488185623","34772.827449126","18","1524","3300","47116","51940"
"HG574XwiowrjLx8h91KhHUhPeMfmUPBLfC9XrXynj9x","0","0","1.18.23","1","1","1","1","0.9908367851594079","0.9916512495531629","0.9955576492918503","1","0.9980276747143776","","0","1","1","0","0","0","19","0","0","0","0"
"9esjPxaUdD7yg4yDrBkP3jLipcAGVjpLDXsddF89avzW","0","0","1.18.23","1","1","1","1","0.9908367851594079","0.9916512495531629","0.9955576492918503","1","0.9980276747143776","","0","1","1","1","0","0","20","0","0","46388","46388"
"HE1zd4TpbDuKzg6cqbk91XjSZELL7F33eqDinxj5hLfG","0","29.21079947","1.18.22","1","1","1","1","0.9908367851594079","0.9916512495531629","0.9955576492918503","1","0.9980276747143776","","0","1","1","1","0.000393788","1163.580219407","21","50","0","46388","46438"
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8","0","0","1.18.23","1","1","1","0.92","0.9909485057300095","0.9924558629006219","0.9986683296371298","0.998983703229698","0.9979987524248323","","0","1","1","1","1.001096945","0","22","0","13","46292","46305"
"o27rnqfNHPwHsRp2xPXXwWzn2q2dGxn6UD4Rt5KMU5h","0","1710.591471466","1.18.23","1","1","1","0.99","0.9908367851594079","0.9916512495531629","0.9955576492918503","1","0.997971448907926","","0","1","1","1","0.108059428","13925.41671057","23","608","1","46201","46810"
"8mu3JHHF1Qkcrbqjo6KWxyWvTxarZjqptJTokR2jrDFo","0","0","1.18.22","1","1","1","0.95","0.9795632768996342","0.9989582821903583","0.9964625535939858","1","0.997843116604719","","0","1","1","1","0.016638614","0","24","0","0","45781","45781"
"Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw","0","3512.495777932","1.18.22","1","1","1","1","0.9909485057300095","0.9924558629006219","0.9991482715352707","0.9879301491215748","0.9977973543401973","","0","1","1","1","7.904596167","80.27352268599999","25","3","107","45634","45744"
"HcbE5huUVDgsf7SURsRfQqnFMp3Zz3i49eXMddugPyAP","0","1346.399506946","1.18.23","1","1","1","1","0.992540159716639","0.9943928223601182","0.9995553117015689","0.9816182789653375","0.9977327932661478","","0","1","1","1","0.249209293","31693.397702523","26","1389","3","45427","46819"
"EBGfQMkRqBZ6mj2AJ1UxwKD7MbiuMGJamzKZe2UZrG6B","0","937.828318467","1.18.23","0.9967718585962316","1","1","1","0.9846658618903851","0.9988926228215046","0.9988926228215046","1","0.9977193119191489","","0","1","1","1","1e-9","246.57507590400002","27","10","0","45384","45394"
