"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","marinade_stake","version","target_stake_msol","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","eligible_stake_mnde","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",1044707.14129408,1177600.19347928,0.00298072502147875,0.0127090041340366,0.0127090041340366,0,417466.9,"AS-WAVE-1",0,26830.057099947,"1.13.5",0,0.984011123797038,0.979317118574611,0.998618328909961,199,1143,2,0.994886358097561,0,"",1,1,1,1,1,0,0,27660,27660
"5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",99618.739492074,107754.307818255,0.000275196812591987,0.00537405303030303,0.00393212443926493,0,414568.8,"TIER-NET",2704427055171,26727.141124777,"1.13.6",0,0.998523819629024,0.993600783926934,0.991685813352406,38,209,10,0.99288511974685,0,"",1,1,2,1,1,0.0000783939685332738,74,27604,27678
"5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",110510.307368373,115217.048767921,0.000291567986759563,0.00717478457070551,0.00618681569966359,0,414513.5,"Web Werks India Pvt. Ltd.",0,26587.936786231,"1.13.5",0,0.998436003183302,0.989931455355013,0.991553530784402,40,411,12,0.992487597658895,0,"",1,1,3,1,1,0,0,27593,27593
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",83855.323078566,84611.4685949796,0.00118121848149392,0.001,0.001,0,414394.7,"CETIN a.s.",0,27609.645326189,"1.13.6",0,0.993663838182602,0.998372580478592,0.991269350511728,112,47,16,0.992184135535467,0,"",1,1,4,1,1,0,0,27585,27585
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",96934.092571411,101449.152175159,0.000256766954699273,0.00677059063373718,0.00616754912870758,0,414150.3,"MWAY",25152661503971,27397.510432263,"1.13.7",0,0.998622679038786,0.989962810148697,0.990684723755485,34,409,21,0.991850415829317,0,"",1,1,5,1,1,0.000729288202733477,693,27576,28269
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",483866.613372313,501149.357630858,0.00126837120247122,0.00692014790764791,0.00692014790764791,0,414516.4,"ALLNODES",0,26576.924993409,"1.13.6",0,0.993196343175039,0.988738016204061,0.99156046784493,117,493,11,0.991595029307957,0,"",1,1,6,1,1,0,0,27569,27569
"7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",36620.632635481,41540.6908671487,0.000105131495822526,0.581392773892774,0.0220823477733245,0,414384.7,"ZEN-ECN",0,26556.909414734,"1.13.5",0,0.999436065232578,0.964062756155166,0.991245429613355,13,1607,17,0.990414552519528,0,"",1,1,7,1,1,0,0,27536,27536
"GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD",119791.115319596,140788.99777537,0.000356426233751165,0.0113993419633664,0.00881436091788608,0,413511.4,"TEXASNET-ASN",0,26617.961694221,"1.13.7",0,0.998088097732642,0.985655336973494,0.989156417558418,46,694,27,0.990261208309458,0,"",1,1,8,1,1,0,0,27532,27532
"MELNFCV6Rfn1mPLhpAK7gjYzDUhvLdKyMW4mFbfoL9F",68135.012378527,73273.3326038355,0.00162310497461397,0.05007176114593,0.013792063844772,0,414356.9,"ORACLE-BMC-31898",0,26518.887976933,"1.13.6",0,0.991293519423459,0.977554526058509,0.991178929515877,148,1218,18,0.990148527697246,0,"",1,1,9,1,1,0,0,27528,27528
"CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc",145508.93428284,158702.643960888,0.00373683751319834,0.00448948948948948,0.0039861299583399,0,414444.4,"OOO NIIR-RadioNet",0,26892.666519133,"1.13.7",0,0.979955268614657,0.993512894290927,0.991388237376643,240,217,13,0.989792754252821,0,"",1,1,10,1,1,0,0,27519,27519
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",316617.758682677,419940.248927657,0.00106307605138359,0.0163137898922248,0.0163137898922248,0,413961.7,"COGENT-174",28169757490035,27481.573933517,"1.13.7",0,0.994297564767825,0.973450619861241,0.990233575612166,111,1386,25,0.989567808116811,0,"",1,1,11,1,1,0.000816763398605567,776,27512,28288
"8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN",159202.981711626,161233.936585665,0.00373683751319834,0.0151156929718447,0.0107977337855131,0,414091.2,"OOO NIIR-RadioNet",0,28257.577894123,"1.13.6",0,0.979955268614657,0.982427557250487,0.990543351246099,240,933,23,0.98829012361083,0,"",1,1,12,1,1,0,0,27477,27477
