vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version,target_stake_msol,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_algo,target_stake
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,7885723.82478253,7922514.14808554,0.0209594871044045,0.00717056473935875,0.00717056473935875,8,382835.46,UNITAS,0,1211357.87898941,1.13.7,1170000,0.891783477368703,0.988000674123083,0.90937920664726,626,953,165,0.912719976564084,0,"",1,1,211,0,1,0,0,0,1170000
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1008009.07524866,1060772.24705711,0.0305115125749686,0.00822508198225552,0.00822508198225552,0,417478.8,LATITUDE-SH,3785800961206110,119060.678675022,1.13.7,0,0.842465143606004,0.986236029844663,0.991670259426987,766,1091,21,0.96829760856358,0,"",1,1,24,1,1,0.0999999917802168,94415,26659,121074
BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo,75624.813550311,115783.44012581,0.00029433372640312,0.00929166666666666,0.00885247828342962,10,375805.35,NorthC Deutschland GmbH,4979321694199950,117612.763966421,1.13.7,0,0.998480317184968,0.985186135876,0.892680032922749,55,1176,631,0.916072853805648,0,"",1,1,122,0,1,0.0999999917802168,94415,0,94415
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,463.178888081,24282.7034344228,0.0958586103960564,0.00166666666666667,0.00166666666666667,6,388063.584,LATITUDE-SH,3650878125000000,77033.737153991,1.13.6,0,0.505069688506377,0.99721097609624,0.921797981165622,1106,166,129,0.86348693575117,0,NOT_ELIGIBLE_ALGO_STAKE_MIN_STAKE_BELOW_1000,0,0,933,0,1,0.0999999917802168,94415,0,94415
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,65086.165434058,126950.13955305,0.0305115125749686,0.0134251512376513,0.00768664113596375,0,419407.1,LATITUDE-SH,2353187612488630,119251.219789703,1.13.6,0,0.842465143606004,0.987137064479304,0.996250702221335,766,1030,6,0.971890336454205,0,"",1,1,21,1,1,0.0684028985914662,64583,26758,91341
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,129513.360991621,154403.286368943,0.00239085756682933,0.00391154694726124,0.00391154694726124,10,376068.69,HVC-AS,3267559311315540,92987.335264352,1.13.6,0,0.987655695451888,0.993454361238046,0.893305565156045,172,439,337,0.915524723361713,0,"",1,1,130,0,1,0.094982005935615,89678,0,89678
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,134189.952538059,159063.607818645,0.00089829272884899,0.00802327984827733,0.00741121577502396,10,374575.05,SERVER-MANIA,3130659758541690,93001.716034156,1.13.6,0,0.995361999321034,0.987597965228522,0.889757604478064,110,990,1097,0.913530616050094,0,"",1,1,186,0,1,0.0910026170967709,85920,0,85920
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,153875.649467829,177857.325259421,0.0848613218183311,0.0074178189330093,0.00688590118331398,5,396874.66,UAB Cherry Servers,3092485951518800,93014.025084295,1.13.6,0,0.561850101229559,0.988477034200486,0.942727623635493,1061,909,75,0.887650267154965,0,"",1,1,682,0,1,0.0898929463656681,84873,0,84873
1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5,333244.489940106,348144.689343972,0.0459986205696666,0.00593395961343683,0.00593395961343683,5,397998.035,WEBNX,1547542089193040,75108.539057139,1.13.7,0,0.762503216844476,0.990070026876508,0.945396064710067,803,767,65,0.920695162128164,0,"",1,1,87,1,1,0.0449842430866075,42472,25348,67820
GREENr9zSeapgunqdMeTg8MCh2cDDn2y3py1mBGUzJYe,174433.512252947,183895.981698529,0.0459986205696666,0.00865047292288934,0.00809274782092499,7,389531.523,WEBNX,2065791843695940,67058.97173233,1.13.7,0,0.762503216844476,0.986457479728204,0.925284892235006,803,1076,121,0.904947141212862,0,"",1,1,392,0,1,0.0600488315400095,56695,0,56695
juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx,709834.213432669,729826.790713264,0.00252726373871684,0.00537629809973584,0.00537629809973584,4,407508.96,Latitude.sh LTDA,808581104861145,52146.389043686,1.13.7,0,0.986951412875049,0.991003225651659,0.967988113604863,185,671,42,0.972675937496184,0,"",1,1,20,1,1,0.0235039768544057,22191,26779,48970
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,424371.977595458,445502.754989683,0.0848613218183311,0.0123658418849349,0.0123658418849349,5,396538.17,UAB Cherry Servers,1748287525723080,93010.602481014,1.13.7,0,0.561850101229559,0.979306822835682,0.941928332448505,1061,1441,87,0.886330026906142,0,"",1,1,692,0,1,0.0508195493734018,47981,0,47981
