"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","target_stake_msol","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","eligible_stake_mnde","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",1019521.75825058,1040018.20376809,0.00268417396265101,0.0643031374416152,0.0643031374416152,0,388090.8,"AS-WAVE-1",0,0,0.98669616586558,0.916165458565469,0.998020883587015,373,2271,4,0.989982048166675,0,"",1,1,1,1,1,0,0,27308,27308
"Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4",2552672.84256458,2745012.05684539,0.0278354844543169,0.0238584755373269,0.0238584755373269,0,388860.4,"LATITUDE-SH",8507500000000,0,0.862036263899336,0.96889476259514,1,1265,493,1,0.976382099261063,0,"",1,1,2,1,1,0.000246015024536047,230,26933,27163
"DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5",252150.138179077,262499.745450626,0.0278354844543169,0.0375307218229645,0.0375307218229645,0,387581,"LATITUDE-SH",6501528140136,0,0.862036263899336,0.951069714808364,0.99670987326043,1265,1206,5,0.972480075016257,0,"",1,1,3,1,1,0.000187996755697448,176,26825,27001
"7ztvwhHQxU68beHN88iK2h7KMZb3zdHcESWpNHJhQwsc",47452.349045554,51597.0923931222,0.000397653097941113,0.266764705882353,0.0572231510570863,0,376879,"TIER-NET",0,0,0.998029073028924,0.92539591660414,0.969188428546594,214,1999,10,0.970256796009841,0,"",1,1,4,1,1,0,0,26764,26764
"5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",122469.485443675,129610.155980995,0.000480114998942385,0.0335858323634722,0.0318580775109947,0,374515.5,"HVC-AS",0,0,0.997620359037732,0.958465365371247,0.963110411859886,217,891,14,0.968062323234275,0,"",1,1,5,1,1,0,0,26703,26703
"5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",95904.947543688,99972.4908920733,0.000397653097941113,0.0191359797190106,0.0168814258649193,0,373137.7,"TIER-NET",2704427055171,0,0.998029073028924,0.977991017974333,0.959567238011379,214,274,24,0.966901657241998,0,"",1,1,6,1,1,0.000078190183501026,73,26671,26744
"juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx",657278.760698229,665114.457659238,0.00211836328346207,0.0329383677737933,0.0329383677737933,0,373935.5,"Latitude.sh LTDA",771753362570855,0,0.989500548715632,0.957056948264381,0.961618874022657,345,948,20,0.965557445070939,0,"",1,1,7,1,1,0.0223149130086866,20860,26634,47494
"7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",40476.687398383,42654.4971821437,0.00011009361888008,0.849496753246753,0.0670706916302509,0,374887.4,"ZEN-ECN",0,0,0.99945433222093,0.912557288800656,0.964066796207585,167,2352,12,0.965548762716797,0,"",1,1,8,1,1,0,0,26634,26634
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",313964.883226201,327355.161983612,0.000844994831072789,0.0489539554127694,0.0489539554127694,0,373963.3,"ASN-CXA-ALL-CCI-22773-RDC",48806897898122,0,0.995811869411798,0.936176793750347,0.961690364974165,261,1717,19,0.964977244793507,0,"",1,1,9,1,1,0.00141123812769612,1319,26618,27937
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",68562.081633288,74938.198706507,0.00570203719292003,0.0292420879642179,0.0255935225610765,0,374406.2,"RADIOKOMUNIKACE a.s.",0,0,0.971738434953009,0.966632713224136,0.962829334126077,590,570,15,0.964492532645455,0,"",1,1,10,1,1,0,0,26605,26605
