vote_account,vemnde_votes
12pVREJSt8d5AV4aBzGFf3QZn3qo8DWmwBQu3wQ5RAZ9,0
1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,750516.6066714
26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx,3.948220142
2PXahCdEhHwy2D4Q1cYx7LgyQR3HMV9zPqMUfuBszRLM,0
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,1652107.6615889461
2bm3fmyLq12943jC1UePUcvFho7y1bUik8PisvsRc2yq,1.005142668
2het6nBRLq9LLZER8fqUEk7j5pbLxq2mVGqSse2nS3tf,0
2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp,0
34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs,428.931999829
39xF5qkfK5HBaG4Hkq6bjumUB2k4B5ozEAmfZoobhUVw,2.911494667
3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g,6.844868665
3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,773.350065691
3dXXxEaV4fZqw1PL7VezfDkiJV5W4WTtRjh2EHgKSthF,244.401214776
4GN2gRpWbtx7REhN7gS9AsEkZy8QmA5xv4eTGiGafGuF,0
4K4qpgksvHbKnk8mpMNncHxihMN1ayidQ8odqJKaN7mH,0
4TZfczJQWHQm7HaEP1DsSHLC7EexkWeFQFYicnemcnMb,0
4ZCnzKSLNUrJnLqPGYvD2DWgZuoFrs419tEk1J1VZyNw,0
4jJQwaucKKmwqtaYB7rZMMAmWnKuGvd4VWzw3La5Y7pQ,4.910981122
4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu,79.53006635
54LAJpkmdovUQPRqE4pyDXHRfHpVJqT5MjwEmAEVBboY,0
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,0
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,0
5WPxGiB6zBXNJp8JN3WhSKDuTY3ZBX6dBDcbtVMQAJLX,0
5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z,10556.13312373
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,0
5nH6sYJNSa71DCBQHgRCsX1dh5W1bWrUPeYieo9xyZ7f,0
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,4117329.971127361
5wYHvcKbCHPsT9dhEZaVZzoVY1qA7bosKRzKczpcaXpq,0
6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn,3756.3224758539995
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,144.493563663
6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ,33.738572407
6SmEcnuXJ3ZYqJWTqCoPQMhfvey6PfWb1LebLzoH3f7m,0
6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,0
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,1975.657837354
73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD,391.828377335
76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1,0
76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857,0
77hUX7gpQov27qQTBDyJKJXNwm7apatfhEdsStC3YUb8,0
78oKabsmtwWk6ErK2qgyirbeqS8PzqCFZjvYATWpNJkk,100
7DrGM5rSgw8iCnXNxgjfmy4GFy6PuKu3gsujT5TjcDaA,0
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,3163573.3089220626
7PmWxxiTneGteGxEYvzj5pGDVMQ4nuN9DfUypEXmaA8o,1.675979774
7bshVP74UGL7gn6CTEztizxKsZrcmwPmB4rT1tVbU3vH,0
81LF3sFyx9aANNhZPTyPEULKHV1mTqd3qho7ZLQghNJL,0
