vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,target_stake_msol,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,score,eligible_stake_algo,eligible_stake_msol,ui_hints,rank,in_algo_stake_set,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_algo,target_stake
KXMGa7fRW78c6VVND6YwPbR9sEu8V3q9QL3ctLDioAT,68400.133817254,70724.2444817775,0.00871076598247226,0.0757777406417113,0.0520289420666932,8,323028.652,Inetcom LLC,0,0,0.956366505356539,0.924470475975051,0.859690357950765,0.879546697399675,1,1,"",97,1,1,0,0,24594,24594
3TZAkZtKuQe1B3wffyke6WNy9Z7cLVY9xhR3qT1hVEqv,65021.980372427,82063.9382406856,0.0139249398313301,0.126714628082915,0.0697142263197113,5,325908.425,RELIABLESITE,0,0,0.930247949633424,0.898797051745818,0.867354424484365,0.87944901506587,1,1,"",98,1,1,0,0,24591,24591
DzCirYWNsCECVHgSaMVg1mqMzKwtGuN2Pqm2a4HqVpTE,69673.149202389,71910.2430578674,0.000669193640768403,0.0435740706158129,0.0406354172091694,10,319304.52,VeloxServ Communications Ltd,0,0,0.996647911653388,0.941010260857705,0.849779161676647,0.879392130840842,1,1,"",99,1,1,0,0,24589,24589
DeNodee9LR1WPokmRqidmAQEq8UbBqNCv6QfFTvU6k69,42689.995315493,46299.5886690679,0.0144892478374256,0.125418956043956,0.0489571681286499,3,324904.895,Latitude.sh LTDA,0,0,0.927421248696816,0.928929717586292,0.864683685961411,0.879277621122618,1,1,"",100,1,1,0,0,24586,24586
6SmEcnuXJ3ZYqJWTqCoPQMhfvey6PfWb1LebLzoH3f7m,62430.679506366,65050.8473685478,0.00202344397789445,0.0486081779202909,0.0377383548018109,10,319591.53,HVC-AS,0,0,0.989864274605878,0.945215876732383,0.850542994011976,0.8792595666203,1,1,"",101,1,1,0,0,24586,24586
CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,1917964.46750727,1954904.04984086,0.130102300627103,0.0404629623052189,0.0404629623052189,6,351561.128,LATITUDE-SH,556589194578972,0,0.348298639989004,0.941260610687891,0.935625091151031,0.845700677090478,1,1,"",658,0,1,0.0250828662385536,23567,0,23567
76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1,67398.368089137,69473.8192821159,0.000590182055620981,0.0315706558887337,0.0315706558887337,10,316143.54,LEVEL3,91194121016268,0,0.997043692183394,0.954169419601595,0.841366706586826,0.873994143833588,1,1,"",153,0,1,0.00410970284133221,3861,0,3861
abc1zP7ihWsgQW8z5YmfQNqMckJE5Dfx8fwUNMNVNkY,42857.329596589,62149.4341237766,0.000235440208137608,0.343220194128123,0.0878208465216443,10,317214.9,Online S.a.s.,65935000000000,0,0.998820645729515,0.872511981336362,0.844217964071856,0.870179454885689,1,1,"",198,0,1,0.00297138454292189,2792,0,2792
BhbX6orFDZ9G6t3m4oSbLyW5fQNFGpjmTxgh7BraCBus,693.077554312,2675.9812968804,0.0844489461899727,0,0,5,335357.6,UAB Cherry Servers,57048835908602,0,0.576982937133124,1,0.892501929474384,0.852229628385392,0,0,NOT_ELIGIBLE_ALGO_STAKE_MIN_STAKE_BELOW_1000,567,0,1,0.00257092527894051,2416,0,2416
GK9MfwWEK7BvMS8eQDaiEPnKcqMJoS7SKUiEBQY2pfxC,85417.022641485,87418.5933143178,0.0844489461899727,0.0484662393275388,0.0387825299007034,10,311982.3,UAB Cherry Servers,27927274398250,0,0.576982937133124,0.943700065626384,0.830292215568862,0.800045238121635,1,1,"",854,0,1,0.00125853891981904,1182,0,1182
CwSZ17woioM2bqEbaswZJYvx5pemN6t3shBcU6zqPHyG,5803.829352952,6779.9768780696,0.0266392516012659,0.0458333333333333,0.0341115106686372,6,326293.74,LATITUDE-SH,17986000000000,0,0.866560111431239,0.950480904238423,0.868379880239521,0.874415379192008,1,1,"",147,0,1,0.000810561361708625,762,0,762
5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z,81968.197461942,84077.4892709356,0.0061100425704862,0.198708641763916,0.085234216363692,10,315777.24,Ikoula Net SAS,10552373200897,0,0.969393907458071,0.876266948031789,0.840391856287425,0.862997948140168,1,1,"",310,0,1,0.000475514310147532,447,0,447
5nH6sYJNSa71DCBQHgRCsX1dh5W1bWrUPeYieo9xyZ7f,82536.921212949,84606.8425317416,0.000220585955928137,0.168015251032492,0.0638510363404649,10,301408.02,COLT Technology Services Group Limited,6586084972944,0,0.998895052840843,0.907308544211543,0.802150419161677,0.840507910885384,1,1,"",706,0,1,0.000296807085434944,279,0,279
G8GqFzoEZrxHqV279nYxD5PX1vWWHvxWHkBDkXU2qMy6,82280.400229597,83947.4925459366,0.0354283001606752,0.0686147945546923,0.0598760645539275,10,320290.11,WEBNX,6500000000000,0,0.822534487966004,0.913078942669097,0.852402155688623,0.852474575037487,1,1,"",564,0,1,0.000292930069805169,275,0,275
3zEbnWKibg574DaGC1EA3zLNwBK6MGQxEySUgQWKBaYV,82671.183479565,84436.0911336242,0.00336310820321793,0.290816724941725,0.0879239794811454,10,317314.62,Amarutu Technology Ltd,5259467387553,0,0.98315370151537,0.872362264985558,0.844483353293413,0.867961784688495,1,1,"",229,0,1,0.000236995006702101,223,0,223
Gd5ngiHe5vQbDW6EbQ1wNNsvumwL1M3ranZ3xh4Wy8Hm,79482.478211922,81498.2695789136,0.0100514204398103,0.0869651483781919,0.0595039636578208,10,311533.65,MEVSPACE sp. z o.o.,5171320517688,0,0.949650972049743,0.913619115166477,0.829098203592814,0.854146391938008,1,1,"",510,0,1,0.000233018580415153,219,0,219
DDCWKg1piRArvzrfu3QC9bPKANz71LpYRuQaSJ2FnNQy,81470.470366951,83270.3253962466,0.00168143339715776,0.198672494444553,0.0783888106437476,10,297781.92,myLoc managed IT AG,4054889981963,0,0.991577455383849,0.886204306264488,0.792500119760479,0.830335416510537,1,1,"",766,0,1,0.000182749924770985,172,0,172
GAnbgkZq584QAdfZZzX8aCiKvDYcqszY3jGCiwqm3a9h,61826.224746582,63861.3056796996,0.00504870557284867,0.21155586029038,0.0772842257684578,10,315901.89,Ikoula Net SAS,3994797725161,0,0.974710298955043,0.887807813208159,0.840723592814371,0.864958795327843,1,1,"",277,0,1,0.000180032700141571,169,0,169
EzbdAPRyZebKjxp7A1GGEBXY8RgimeVB8KR9mFPZqP7q,71468.815019757,73684.57017664,0.000350882283517208,0.119677028452656,0.0692031035404582,10,319688.82,m.it services & consulting UG(haftungsbeschraenkt),3317635532126,0,0.998242379571539,0.899539039929737,0.850801916167665,0.877234073903805,1,1,"",118,0,1,0.000149513628389245,140,0,140
GE6atKoWiQ2pt3zL7N13pjNHjdLVys8LinG8qeJLcAiL,4253305.25441426,4258105.39830307,0.0736921347763741,0.0401357563695382,0.0401357563695382,5,342850.915,PACKET,2803498894908,0,0.630865371139549,0.9417356099402,0.912444218230206,0.871377579578566,1,1,"",178,0,1,0.000126317808382048,119,0,119
MNDE6ueF5uMvyk3ohq7wWZ8H749pbpj1yHj2MvMRCJM,81727.269678185,83490.0895809446,0.0061100425704862,0.143627753335634,0.0784968746812271,10,319779.18,Ikoula Net SAS,2000000000000,0,0.969393907458071,0.886047431552244,0.851042395209581,0.871943015274169,1,1,"",172,0,1,0.0000901323291708214,85,0,85
78TqFdfHpVULu9EbsouUEGibUJb27DwNLYGsR9qqJJeb,33146.861670406,59044.6587868151,0.00168143339715776,0.220357323232323,0.0587936248366694,10,302615.73,myLoc managed IT AG,1843126632452,0,0.991577455383849,0.914650301866164,0.805364550898204,0.842419286278146,1,1,"",692,0,1,0.0000830741725114886,78,0,78
4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu,43167.971783116,50975.2966898679,0.0164079064779479,0.337554704067862,0.0664075282958749,7,311362.698,LATITUDE-SH,1020000000000,0,0.917810408308919,0.903597328628528,0.828643241516966,0.848126966185848,1,1,"",631,0,1,0.000045960860499974,43,0,43
6n8taYki7RscA1XW7xGmevLcqj855oSgDgjPe1dZyHfW,148926.434380879,150294.266305626,0.0736921347763741,0.0486186343837921,0.0485350178844056,8,324006.796,PACKET,1000000000000,0,0.630865371139549,0.929542545865097,0.862293535595476,0.831862203392227,1,1,"",757,0,1,0.0000450661645854107,42,0,42
4hoZBjJrFqJf9Bhop5sAwdidFM8qM88EQJQwbfgs1pkP,17427.671502175,77609.1086310551,0.000202771635146086,0.165562537726375,0.0570947039151274,10,285817.68,Calypso IT Services GmbH,1000000000000,0,0.998984287366485,0.917116596268146,0.760659161676647,0.809359752905199,1,1,"",826,0,1,0.0000450661645854107,42,0,42
9Mj5zVMTWuRoJJy76tHDPqnTEjQRo8vmhPKVFGZLNpvQ,78699.871011635,80504.1310529791,0.0243308140851818,0.0389519801377386,0.0323548675145484,10,313554.06,IS-AS-1,100305628027,0,0.878123410938481,0.953030993016702,0.834475209580838,0.850309993130927,1,1,"",606,0,1,0.00000450661645854107,4,0,4
MiaL1ydwpPjrM7ciTHwid7tV5NdzmUaX49XVYKBkx1A,102.044240135,37787.8289415009,0.0100514204398103,0.23604935221783,0.063328609185299,10,325797.74,MEVSPACE sp. z o.o.,0,0,0.949650972049743,0.908066942764349,0.867059853626081,0.882920571009588,0,0,NOT_ELIGIBLE_ALGO_STAKE_MIN_STAKE_BELOW_1000,83,0,1,0,0,0,0
22hhSBsywC3qxr6zvT38zmmhkBQCr6oTqWNABLTgdnm6,1330.640746283,35320.7980949656,0.0100514204398103,0.189529761904762,0.050884603393394,10,317419.56,MEVSPACE sp. z o.o.,0,0,0.949650972049743,0.926131692826372,0.844762634730539,0.867158460325481,1,1,"",243,0,1,0,0,0,0
