vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,123288.073983403,130132.7115110794,0.0950531228972749,0.010111294971709183,0.005710288402221141,0,414881.3,UAB Cherry Servers,0,91.248036041,1.14.17
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,599140.319624431,625865.8867154202,0.0950531228972749,0.011497967130292986,0.011497967130292986,0,414846.2,UAB Cherry Servers,3000000000000,1894.827333422,1.14.17
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,17335.249864219,26396.9894981427,0.17897930264899967,0.0,0.0,0,414807.8,TERASWITCH,0,0.0,1.14.17
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,351667.628894891,358495.1258588035,0.03535259538459174,0.016567617313533345,0.016567617313533345,0,414010.6,LATITUDE-SH,6000000000000,37633.774428687,1.14.17
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,21777.207805327,22770.7599633489,0.17897930264899967,0.004166666666666663,0.0027860832183721623,0,413914.5,TERASWITCH,0,0.0,1.14.17
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,1335563.542233528,1364334.3698609406,0.003512003496609001,0.01787847798857114,0.01787847798857114,0,413763.3,AS-WAVE-1,0,39206.182777212,1.14.17
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,47118.798393878,47163.6708452569,0.17897930264899967,0.0,0.0,0,413184.6,TERASWITCH,0,0.0,1.14.17
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,145631.795036909,166502.0931409636,0.03535259538459174,0.015577443190220263,0.010539144534935827,0,413019.0,LATITUDE-SH,2353187612488634,109312.398519057,1.14.19
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,603271.43456163,614570.5693281717,0.010453251522181425,0.01643166870812629,0.01643166870812629,0,412329.9,RELIABLESITE,1000000000000,37561.759008965,1.14.17
CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,72063.32072518,77905.7775898053,0.03535259538459174,0.013727106227106222,0.007392395207414773,0,412149.3,LATITUDE-SH,0,36610.773112435,1.14.17
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,111380.89590848,116640.6293651769,0.00030025597416363103,0.01077756734006734,0.008126067527158533,0,412112.4,Web Werks India Pvt. Ltd.,0,40254.557875565,1.14.17
DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx,475972.662070482,484595.9970821487,0.03535259538459174,0.019438375209682113,0.019438375209682113,0,412016.7,LATITUDE-SH,28169757490035,38128.668948796,1.14.19
2PEyBgsPYBQ8pMdXQtEaPGNqWQHE9GCnmV2tTVN4GMru,786632.729478299,994271.8152367116,0.11026969472190624,0.017624822723653344,0.017624822723653344,0,411941.9,OVH SAS,0,125.071256328,1.14.19
EPWrFd8jJ4SLA1YtcZcRAsAMxmnikSVqbumerCq5yV6z,317820.745655093,329989.0698191672,0.03535259538459174,0.02250360395341595,0.02250360395341595,0,411898.9,LATITUDE-SH,0,36576.603459526,1.14.17
