vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version
Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4,2610710.574376958,2764217.3032773007,0.029005340392456905,0.008467900424098507,0.008467900424098507,0,411640.8,LATITUDE-SH,8507500000000,24600.998428681,1.13.6
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,0.002001388,10929.1718179372,0.08809733297880133,0.0017857142857142904,0.0017857142857142904,0,411090.0,UAB Cherry Servers,0,32601.223056269,1.13.6
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,1030516.885280765,1040569.172427593,0.002698245325675616,0.024842605964266497,0.024842605964266497,0,410995.6,AS-WAVE-1,0,33853.906761674,1.13.5
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,173272.466698113,207028.4697942848,0.12821070732753181,0.01713100543147582,0.016070482163105373,0,410952.7,OVH SAS,3000000000000,27278.790637087,1.13.6
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,265538.522522532,278667.7326653326,0.029005340392456905,0.02149685133431638,0.02149685133431638,0,410906.5,LATITUDE-SH,6501528140136,24414.63007196,1.14.15
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,46119.23071957,52277.3819948042,0.19482362353685778,0.007296380090497734,0.006880061530524088,0,410902.4,TERASWITCH,0,25395.99082284,1.14.15
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,9636.255885539,9753.3229740311,0.19482362353685778,0.0,0.0,0,410288.0,TERASWITCH,0,50.732549021,1.14.15
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,63663.38878523,65639.2969887054,0.029005340392456905,0.010526315789473684,0.004053113095265918,0,407751.3,LATITUDE-SH,3083323237488634,51601.253595408,1.13.6
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,45097.441603782,46726.4189996191,0.19482362353685778,0.007574505494505501,0.007574505494505501,0,407672.4,TERASWITCH,0,8354.690826146,1.13.6
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,432791.17395343,439996.7514148219,0.011606307337820707,0.014594475652773064,0.014594475652773064,0,407512.3,RELIABLESITE,1000000000000,31639.172333704,1.13.6
