vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,marinade_stake,version
8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW,3559541.704956784,3567956.575499818,0.045150510170966385,0.032048629640804495,0.032048629640804495,0,398402.6,"Packet Host, Inc.",0.0,1.17.31
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,34079.300915514,36493.1589523116,0.15206784047698962,0.031938131313131314,0.031938131313131314,0,398083.5,Teraswitch Networks Inc.,109.506055063,1.17.31
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,41376.580549159,43991.0164599875,0.15206784047698962,0.03695539754363285,0.03695539754363285,0,398083.0,Teraswitch Networks Inc.,11.049536546,1.17.31
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,833575.506888116,887757.5178460692,0.15206784047698962,0.023132378670145004,0.023132378670145004,0,397915.8,Teraswitch Networks Inc.,20573.268407978,1.17.31
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,990092.002857559,1042292.9720182555,0.009048159536123382,0.040322462048948904,0.040322462048948904,0,397838.7,Reliablesite.net LLC,49187.164832526,1.17.31
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,1045061.24368084,1107528.6133723662,0.15819938881613088,0.03567165383951761,0.03567165383951761,0,397619.1,Latitude.sh,1810.225033344,1.17.31
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,3032813.548508206,3178265.468868429,0.02810877866877998,0.120655035135777,0.120655035135777,0,397542.5,"Webnx, Inc.",278.598516146,1.17.31
QUANT7qKUEW4PS4eP9jq4K35rDHpgWkWcgjbW1CwnGJ,501957.912078734,554244.5624263533,0.0023696981294872247,0.020009982967905036,0.020009982967905036,0,397168.9,Hostcircle B.V.,0.0,1.17.31
8yPiZWMNYMhEqTmPSRc6LsWLFC8pewYEzmgc5kRCLTrZ,308301.323313803,347575.6215202952,0.03063637189902893,0.033083427910701825,0.033083427910701825,0,395769.6,"The Constant Company, LLC",0.0,1.17.31
oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe,329838.210594293,367008.3855950593,0.0009837484424915636,0.031350597750373924,0.031350597750373924,0,393268.7,"Orangefin Ventures, LLC",49811.604219537,1.17.31
Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4,926635.081081401,929816.8578556164,0.15819938881613088,0.0246232878175361,0.0246232878175361,2,389482.968,Latitude.sh,8027.837171895,1.17.31
CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,1321504.726109603,1553465.625432178,0.02420001501261181,0.03391346934714229,0.03391346934714229,0,389122.2,Latitude.sh LTDA,18637.992076206,1.17.31
tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT,37254.491888627,80519.7319325031,0.021796206433287207,0.1200726857217425,0.05650046829380127,0,388794.9,"The Constant Company, LLC",52402.139355171,1.17.31
BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2,4075153.700998309,4135127.7716007354,0.011572989246289057,0.05419272712257965,0.05419272712257965,3,385209.504,Hurricane Electric LLC,42655.345610686,1.17.31
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1076152.980484716,1098355.8052408905,0.0065944740212003465,0.0358769295368872,0.0358769295368872,3,382535.796,Datacamp Limited,36038.12701798,1.17.31
TahoeLA91rRRqaWWBft1KvWLEjv87Zqe2qaDqSG69fm,197202.294375757,200534.8112813911,0.0263685818244072,0.03915314020111319,0.03915314020111319,0,378053.4,Hurricane Electric LLC,31446.8472934,1.17.31
Ebm1XKkMzaFg2L5rzLPBnFHMtpDPa6SWJ7nVUzZUmXmR,52475.463131142,65306.9963157244,0.001858633976149256,0.05141526472248977,0.04180000465916735,3,377459.495,HOSTKEY B.V.,0.0,1.17.31
AE6xdVD5e92ZgevjWAamoF5kuAu88AvmUv4RRdBcoyz3,262338.532004822,269038.4840800108,0.0012252274365349381,0.06899370604192825,0.06899370604192825,0,374406.0,Ooo Network of Data centers Selectel,23949.985269389,1.17.31
3XDZhoRESsx9bU9rdX94qrtLL7YCxhgX3dKmXFRV2vU7,12246.656590812,15638.008891941,0.15819938881613088,0.01428571428571429,0.010423163514659255,0,374373.4,Latitude.sh,2800.968800096,1.17.20
