vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,448405.695575856,492152.7105391246,0.10010375205112251,0.010236406156436395,0.010236406156436395,0,412628.1,UAB Cherry Servers,3000000000000,328.054495545,1.13.6
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,1243696.880167046,1268635.2271135056,0.003215110877061187,0.015020423260344662,0.015020423260344662,0,412601.2,AS-WAVE-1,0,26680.15203954,1.13.5
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,51502.790410419,82843.3772335664,0.08532763286746012,0.0053362573099415165,0.0053362573099415165,0,412161.1,UAB Cherry Servers,0,25363.085277665,1.14.17
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,317583.477562866,331973.4099075723,0.031499186743362634,0.014057184022434999,0.014057184022434999,0,411848.8,LATITUDE-SH,6501528140136,26567.10491309,1.14.17
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,20802.063356971,21030.5899345508,0.18340514266934715,0.04714285714285714,0.005467034000489567,0,411435.0,TERASWITCH,0,0.0,1.14.17
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,10174.682149479,12529.7412194034,0.18340514266934715,0.0125,0.002537800583509424,0,410749.2,TERASWITCH,0,0.0,1.14.17
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,130534.060392956,134791.7979517239,0.031499186743362634,0.017082800920010223,0.013313068368856878,0,409840.1,LATITUDE-SH,2353187612488634,84827.347406081,1.14.17
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,41689.644487368,41951.4512879167,0.18340514266934715,0.008888170652876526,0.006827549916170812,0,409189.6,TERASWITCH,0,0.0,1.13.7
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,517987.057655265,554324.1250282134,0.01928149874827092,0.020291155240597148,0.020291155240597148,0,409173.7,RELIABLESITE,1000000000000,26376.321838107,1.13.7
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,109852.070399902,111125.909553281,0.0002816226791115302,0.013991430623973723,0.009687046376076319,0,408125.7,Web Werks India Pvt. Ltd.,0,26441.898443249,1.13.5
CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,72512.645476939,74843.865683351,0.031499186743362634,0.012155080213903746,0.011507937064472226,0,408115.5,LATITUDE-SH,0,25843.909536986,1.13.7
EPWrFd8jJ4SLA1YtcZcRAsAMxmnikSVqbumerCq5yV6z,304725.556645814,316585.7273253821,0.031499186743362634,0.019410853696066786,0.019410853696066786,0,408094.1,LATITUDE-SH,0,25830.846892044,1.13.6
F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK,3126643.800386638,3153303.3279580907,0.1171038508547541,0.013939804412430956,0.013939804412430956,0,408034.2,OVH SAS,0,0.0,1.13.7
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,514907.506009895,522683.1379794689,0.0013246329174460192,0.010445379949071432,0.010445379949071432,0,408025.3,ALLNODES,0,26430.950554675,1.13.6
CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,162708.781136037,165368.5176976475,0.00390248019253454,0.011078403860358743,0.011078403860358743,0,408001.1,OOO NIIR-RadioNet,0,26993.633630644,1.13.7
ChaossQVry9AgexbXooZoWUTDfhT1x5zsAmTbBqa5142,36634.772093573,52719.6320817509,0.031499186743362634,0.01783234126984127,0.009391269356657102,0,407994.8,LATITUDE-SH,44110881183491,27252.458160657,1.13.5
CertuszpSb9Qb8v5HhndmSdCC3WoKAiFoBEXmNhjJPUg,681289.325059884,683303.0151008922,0.07860199534221925,0.015509583450589781,0.015509583450589781,0,407993.6,PACKET,0,24729.921515783,1.13.7
