"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","target_stake_msol","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","eligible_stake_mnde","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",1014801.12139889,1037769.05194797,0.00268190892824769,0.0710847024224376,0.0710847024224376,0,382913.1,"AS-WAVE-1",0,0,0.986707392277292,0.905883828791212,0.994977471508084,375,2242,6,0.986851794494356,0,"",1,1,1,1,1,0,0,27677,27677
"Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4",2529267.46722123,2720574.83076379,0.0271465925619375,0.0263953861141435,0.0263953861141435,0,384833.2,"LATITUDE-SH",8507500000000,0,0.865450686213347,0.965052499426984,0.99996673994273,1260,483,2,0.976586251636999,0,"",1,1,2,1,1,0.000246029690382174,232,27389,27621
"DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5",252150.138179077,261088.967229373,0.0271465925619375,0.0449992322282219,0.0449992322282219,0,383410.6,"LATITUDE-SH",6501528140136,0,0.865450686213347,0.94042100057637,0.996270196390244,1260,1342,4,0.971848025915808,0,"",1,1,3,1,1,0.000188007962864557,178,27257,27435
"7ztvwhHQxU68beHN88iK2h7KMZb3zdHcESWpNHJhQwsc",44500.79608192,48569.4525042361,0.000387232188358636,0.251218487394958,0.0599552100702524,0,371686.5,"TIER-NET",0,0,0.998080723203073,0.920619280611216,0.965805802840617,211,1908,9,0.967295288878733,0,"",1,1,4,1,1,0,0,27129,27129
"5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",122469.485443675,140483.417599017,0.000659881390486251,0.0334871953476903,0.0334871953476903,0,368897,"HVC-AS",0,0,0.996729365276031,0.955662941487527,0.958557448953607,240,770,13,0.964207397044282,0,"",1,1,5,1,1,0,0,27042,27042
"5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",95904.947543688,98786.4373594788,0.000387232188358636,0.0191359797190106,0.0168814258649193,0,367443.9,"TIER-NET",2704427055171,0,0.998080723203073,0.977648986169917,0.954781652920909,211,209,22,0.963202073983473,0,"",1,1,6,1,1,0.000078194844700894,74,27014,27088
"7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",40476.687398383,42484.9084199298,0.000109799632555262,0.853246753246753,0.0736389152771262,0,369367.5,"ZEN-ECN",0,0,0.999455789334126,0.902502050066066,0.959780015902465,168,2281,11,0.961477983673767,0,"",1,1,7,1,1,0,0,26966,26966
"juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx",654724.048068329,663411.617225113,0.00216545168135434,0.0380360785498961,0.0380360785498961,0,368290.8,"Latitude.sh LTDA",771753362570855,0,0.989267159880209,0.949640218515102,0.956982273428852,346,997,18,0.961384405581849,0,"",1,1,8,1,1,0.0223166824241126,21085,26963,48048
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",313964.883226201,328561.267779598,0.000849292642312824,0.0504691069279209,0.0504691069279209,0,368278.4,"COGENT-174",48806897898122,0,0.995790567749285,0.933178884534747,0.956950052748372,266,1545,20,0.961096965193618,0,"",1,1,9,1,1,0.00141134970312719,1333,26955,28288
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",68562.081633288,72647.2613455172,0.00570183225033966,0.0311766117737418,0.0275280463706003,0,368722.6,"RADIOKOMUNIKACE a.s.",0,0,0.971739450729979,0.963552856845876,0.958104280673308,591,511,14,0.960621120387609,0,"",1,1,10,1,1,0,0,26942,26942
"voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",432791.17395343,447208.679393234,0.012660181657963,0.0803570149213009,0.0803570149213009,0,373695.5,"RELIABLESITE",1000000000000,0,0.937251102487106,0.893607283755428,0.971026072766769,850,2450,8,0.959874632030564,0,"",1,1,11,1,1,0.0000289285245049991,27,26921,26948
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",435619.28717838,449954.783505476,0.00116290203448811,0.0340652987478706,0.0340652987478706,0,366777,"ALLNODES",0,0,0.994236194823182,0.954897532380735,0.95304875196832,291,812,24,0.959527495516177,0,"",1,1,12,1,1,0,0,26911,26911
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",44208.324987867,55594.7912887803,0.000143639674351966,0.043574279780322,0.0366521679125756,0,366238.3,"MWAY",25152661503971,0,0.999288064622752,0.951472516689549,0.951648971276822,170,950,26,0.958964489131021,0,"",1,1,13,1,1,0.000727357521733377,687,26895,27582
"8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN",140362.972261843,143219.372817624,0.002730252254537,0.030981863261275,0.0308214504958372,0,366096.7,"OOO NIIR-RadioNet",0,0,0.986467783517424,0.95919238861646,0.951281031893277,376,672,27,0.957302944198775,0,"",1,1,14,1,1,0,0,26849,26849
"BACKboNezqTz4fKH3x26e6xVXL4r9ApVoBL5x9qfj1oS",28315.602063439,30763.035652316,0.0000794992066325016,0.0251388888888889,0.0237462953526635,0,364276.2,"EVERYWHERE-WIRELESS-LLC",0,0,0.999605970300892,0.968559896534359,0.94655056827926,160,373,33,0.956405963071442,0,"",1,1,15,1,1,0,0,26823,26823
"GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr",211009.899418845,212992.374646172,0.00246834883886654,0.0424021672181757,0.0424021672181757,1,365064.579,"Amarutu Technology Ltd",0,0,0.987765881051265,0.943859515570402,0.948599125364432,365,1225,30,0.954260194716712,0,"",1,1,16,1,1,0,0,26763,26763
"MELNFCV6Rfn1mPLhpAK7gjYzDUhvLdKyMW4mFbfoL9F",64884.299165835,66805.8822028251,0.00285928178473842,0.112600991114149,0.0696434691312175,0,366590,"ORACLE-BMC-31898",0,0,0.985828261827651,0.907792022179744,0.952562843319146,406,2202,25,0.954236690694346,0,"",1,1,17,1,1,0,0,26763,26763
