vote_account,max_commission,marinade_stake,version,score_credits,score_block_production,score_inflation_commission,score_mev_commission,score_country_concentration,score_city_concentration,score_aso_concentration,score_node_concentration,score,ui_hints,blacklisted,eligible_stake_algo,eligible_stake_msol,eligible_stake_vemnde,eligible_bonus,in_algo_stake_set,msol_votes,vemnde_votes,rank,target_stake_vemnde,target_stake_msol,target_stake_algo,target_stake
"EdGevanAjM8a6Gg9KxBVrmVdZAUGAZ9xaVd7t9R4H2x","0","0","1.17.24","0.9951440541600132","1","1","1","0.9939799896378271","0.9955306626265081","0.9613547698710807","0.9142724784356893","0.9870953724229359","NO_BOND","false","false","false","false","false","true","0.000028361","0","189","0","0","0","0"
"2Nd2Kc7hxj19GY3Xshrxuv99kU2EpAYT2KfdbvoDXcuQ","7","0","1.17.22","1","1","0.92","0.92","0.9929326899110835","0.9951051285903973","0.9983278934537975","1","0.9859513657873725","","false","false","false","false","false","true","0","0","190","0","0","0","0"
"9fQPHLhdbxiVCM8y5vNShMheCsQtk4Qp44qSSE45BSBm","7","0","1.17.22","0.993276745217051","1","0.92","0.92","0.9929326899110835","0.9951051285903973","0.9983278934537975","1","0.983782573921905","","false","false","false","false","false","true","0","0","191","0","0","0","0"
"2PpHNHPLseBb4doTu1ajTwAxCrjmu7ubReDHKPrjxi9F","7","0","1.17.25","0.9991584388141227","1","0.9","0.92","0.9939799896378271","0.9997473532836052","0.9995972366594454","1","0.9832573346421122","NO_BOND","false","false","false","false","false","true","0","0","192","0","0","0","0"
"NM7f9N6qGAW6bfGYPxp1ZU5ycD1SWqPvFSx6VyeHNvK","7","0","1.17.22","1","1","0.92","0.92","0.969058038971025","0.9813180074724693","0.9990867889712687","1","0.9831747502014365","","false","false","false","false","false","true","0","0","193","0","0","0","0"
"2DM7z4MxS13BmxHc2aENmDYAiMPvYFnMmDyDDYHfuK7D","7","0","1.17.22","1","1","0.92","0.92","0.969058038971025","0.9813180074724693","0.9990867889712687","1","0.9831747502014365","","false","false","false","false","false","true","0","0","194","0","0","0","0"
"GNEQZLFjM1QXvMStREZhK9Z8mYH2ShECMDDGhNWcGfxn","7","0","1.17.22","1","1","0.92","0.92","0.969058038971025","0.9813180074724693","0.9990867889712687","1","0.9831747502014365","","false","false","false","false","false","true","2.3998857609999997","0","195","0","0","0","0"
"4v2os15BGgAnqiy76YvPmAywp5xKh9jfBPfnQGzUVc9c","0","0","1.17.22","1","1","0.9","0.92","0.9929326899110835","0.9951051285903973","0.997464902882186","1","0.9827368508749065","","false","false","false","false","false","true","0","0","196","0","0","0","0"
"AUTnPgB8m6qsctP9RRAcmnVrLSpZbBYB8nQAzYUN5j8q","7","0","1.17.22","1","1","0.93","0","0.9929326899110835","0.9994530421238182","0.9998309889429399","1","0.9824759826440446","NO_BOND","false","false","false","false","false","true","0","0","197","0","0","0","0"
"7mLJVHGC2remjBy65CU69fucgCqb6ZXYhYqNbdKEtpPN","0","0","1.17.24","0.9957388086031721","1","0.9","0.9","0.9982953013953941","0.9982953013953941","0.9958529620924961","1","0.9816863368186669","","false","false","false","false","false","true","0","0","198","0","0","0","0"
"2bm3fmyLq12943jC1UePUcvFho7y1bUik8PisvsRc2yq","5","0","1.17.22","0.9698914441834844","1","0.95","0.92","0.992189402701919","0.9998725924440877","0.9998725924440877","1","0.9815063998176546","NO_BOND","false","false","false","false","false","true","1e-9","1.005142668","199","0","0","0","0"
"FGj3nQTn2Lwe9KkaKnFGm4HcxLSh8B8TjpvP4CinP4iX","7","0","1.17.22","0.9991030225686552","1","0.9","0.93","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9814225335188513","","false","false","false","false","false","true","0","0","200","0","0","0","0"
"C4UD55ynixANA7brHZTyBwPN2uL3YYRwn2d1x3TgShvi","7","0","1.17.26","0.9999455646700824","1","0.92","0","0.9929326899110835","0.9998875090717735","0.9998875090717735","1","0.9809561803234002","NO_BOND","false","false","false","false","false","true","0","0","201","0","0","0","0"
"C2KtdF4FBNybpJrAW9p57SRxv1cqH7EAFeJPJ9J3biLi","7","0","1.17.22","0.995871915135226","1","0.9","0.92","0.969058038971025","0.9998045855625314","0.9976700282937314","1","0.9803461644889301","","false","false","false","false","false","true","1e-9","0","202","0","0","0","0"
"2Q9mEXrNcJknsDyBjsAieH8XrL4MBePEaLJwmHr3NK3L","7","0","1.17.22","0.9952482166731349","1","0.9","0.9","0.969058038971025","0.99983120910148","0.9991098019182486","1","0.9802106799887366","","false","false","false","false","false","true","0","0","203","0","0","0","0"
"b3d74rXdGgdw9XeqRWgAnm7bsZgg9mf5J5hjZMqKxRD","3","0","1.17.24","1","1","0.97","0.92","0.8751231555000645","0.9986415084045196","0.9613547698710807","0.9718340067031115","0.9798629977130399","NO_BOND","false","false","false","false","false","true","0","0","204","0","0","0","0"
"54LAJpkmdovUQPRqE4pyDXHRfHpVJqT5MjwEmAEVBboY","7","0","1.17.22","0.9882632400241814","1","0.92","0.92","0.969058038971025","0.9813180074724693","0.9990867889712687","1","0.9793886985963337","","false","false","false","false","false","true","2e-9","0","205","0","0","0","0"
"ABA59L7zGDUYDjDPpP7yQ1DxLfXoFfjJJ5MRnBQNs87k","7","0","1.17.26","0.9948999878779738","1","0.92","0","0.9929326899110835","0.9994530421238182","0.9998307545054118","1","0.9792792065482261","NO_BOND","false","false","false","false","false","true","0","0","206","0","0","0","0"
"A9igcq5tcmPjg8gy3soDnrmCMwXT3pmeFx3oojFjTfwc","7","0","1.17.22","1","1","0.92","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9791120423676724","NO_BOND","false","false","false","false","false","true","37.618709051","94.493501589","207","0","0","0","0"
"BTquv7QcKQU48GyQEspnpseM7dKjMiXSb2XF1TF8BnfZ","0","0","1.17.22","1","1","0.9","0.93","0.969058038971025","0.9813180074724693","0.9905352302973873","1","0.9790294845660972","","false","false","false","false","false","true","0","0","208","0","0","0","0"
"F82nmpcZMdHtMVsLtAGByPavdN5WuEX1hjNwzs3UFuwq","7","0","1.17.22","1","1","0.9","0.92","0.969058038971025","0.9813180074724693","0.9905352302973873","1","0.9789681619854519","NO_BOND","false","false","false","false","false","true","0","0","209","0","0","0","0"
"2cRtnW1f6b8GSTWENTr2pQ1Bobz9QmCdq1oVyCmSmV1n","7","0","1.17.22","0.9882561693129397","1","0.9","0.9","0.9939799896378271","0.998866867234183","0.9950634178506166","1","0.978947611145486","NO_BOND","false","false","false","false","false","true","0","0","210","0","0","0","0"
"2w4dcnbJDcGrAh4CFAYYpAaEJiUB2q1rFMGByBuB5Cqz","0","0","1.17.25","0.9843821413534705","1","0.9","0.92","0.9929326899110835","0.9998805265099568","0.9998805265099568","1","0.9784726606105345","NO_BOND","false","false","false","false","false","true","0","0","211","0","0","0","0"
"3r84fqQnrSLrEDA8p5TStbHB8QFRHB9Frcdmq1AGVDYG","0","0","1.17.22","0.9947753385661712","1","0.9","0.92","0.969058038971025","0.9813180074724693","0.9997083839951463","1","0.9784664200645727","","false","false","false","false","false","true","0","0","212","0","0","0","0"
"H7JJ6aE73ufbUuDCZSQMxguQsj28XHe4VQyMk2hsVGoo","4","0","1.17.22","0.9890033280970933","1","0.9","0.92","0.969058038971025","0.9997780492595895","0.9997780492595895","1","0.9783999259267776","","false","false","false","false","false","true","0","0","213","0","0","0","0"
"5PKBzZEbwGEXhQj47eiwH6RHAPSCxcVhdYcFttW5gLWQ","0","0","1.17.22","1","1","0.9","0","0.9978934697593486","0.9983969804391519","0.9992927362727428","1","0.9779696395460363","","false","false","false","false","false","true","0","0","214","0","0","0","0"
"5kAKXkZyBpAncEyYxGcn2peRkkCMZh6ZrhopWQXq78Pe","7","0","1.17.26","1","1","0.9","0","0.9929326899110835","0.9999096594711685","0.9999096594711685","1","0.9778755805200111","","false","false","false","false","false","true","0","0","215","0","0","0","0"
"9iEFfC6qCU6DBTWxL84YQdpNmpZ9yBBu4sW62yeiEVKe","7","0","1.17.26","1","1","0.9","0","0.9972616598872235","0.9973520466818818","0.9996420060456233","1","0.9778728220645996","NO_BOND","false","false","false","false","false","true","0","0","216","0","0","0","0"
"Aw39Hz6ZBZxrjcdLX1XUZzuQQQowH2b9fMgg4wsGFX3i","7","0","1.17.26","1","1","0.9","0","0.9972616598872235","0.9973520466818818","0.9996420060456233","1","0.9778728220645996","NO_BOND","false","false","false","false","false","true","0","0","217","0","0","0","0"
"37CdXo5fKpzdUWCr8fSpFe5nt5Xm68nKvRaVaJ69pi1f","7","0","1.17.26","1","1","0.9","0","0.9972616598872235","0.9973520466818818","0.9996420060456233","1","0.9778728220645996","NO_BOND","false","false","false","false","false","true","0","0","218","0","0","0","0"
"5szskKdH8nfnUuHTvn9hnhH3Xuvo7RVmcDDvD5WD7yNh","7","0","1.17.26","1","1","0.9","0","0.9929326899110835","0.999830607171274","0.999830607171274","1","0.9778577300006801","NO_BOND","false","false","false","false","false","true","0","0","219","0","0","0","0"
"FGcFu8thUEhvnsKmPBT7D2Nzgeef7fpnXsWtM3WgDv3f","7","0","1.17.26","1","1","0.9","0","0.9929326899110835","0.9994530421238182","0.9998309889429399","1","0.9778212407085607","NO_BOND","false","false","false","false","false","true","0","0","220","0","0","0","0"
"A3MC4K2pxLXTEHVN5HFF9ikjiauGP7ioZws9FYsucAWF","5","0","1.17.22","0.9960100440455439","1","0.94","0.92","0.9777644019788198","0.9777644019788198","0.9400090266516942","1","0.9775856953856875","NO_BOND","false","false","false","false","false","true","0","0","221","0","0","0","0"
"7X7oVv6K6wawMNzVriczSAEk18GzqyrYrvqyJbwLAY3s","0","0","1.17.24","1","1","0.9","0","0.9982953013953941","0.9982953013953941","0.9958529620924961","1","0.977541882430547","NO_BOND","false","false","false","false","false","true","0","0","222","0","0","0","0"
"86Sw9R6ynPmXnHfwUWinXtq1QoF2KHesfQQyZG5r8sXo","0","0","1.17.24","1","1","1","0.92","0.6558048958770432","0.9998852314203085","0.9998852314203085","1","0.9772773681192338","NO_BOND","false","false","false","false","false","true","0","0","223","0","0","0","0"
"4aFj9VyXDrqU4TnKWnMVuPaAVTaF4GZLLKZN2iZivW29","3","0","1.17.26","0.9936462847592327","1","0.92","0","0.992189402701919","0.9923187907165985","0.9924779174362273","1","0.9771876675771248","NO_BOND","false","false","false","false","false","true","0","0","224","0","0","0","0"
"H3GhqPMwvGLdxWg3QJGjXDSkFSJCsFk3Wx9XBTdYZykc","10","0","1.17.25","1","1","0.9","0","0.9972616598872235","0.9973520466818818","0.998725824111136","0.9910588701919603","0.977177757956405","COMMISSION,NO_BOND","false","false","false","false","false","true","0","0","225","0","0","0","0"
"FxDYPzbpwsiuJoWiHyEfw2itgQvZAdX2PHufoLiqvbvm","7","0","1.17.26","0.9998382779969003","1","0.9","0","0.9939799896378271","0.998866867234183","0.9950634178506166","1","0.9771647429790217","NO_BOND","false","false","false","false","false","true","0","0","226","0","0","0","0"
"HymVLhdKah8BrZj4FAXJJYH8nhWGqjqvFvPFJM5L5VNa","7","0","1.17.26","0.9896114810992405","1","0.92","0","0.9929326899110835","0.9951051285903973","0.9999086956561555","1","0.9771625277164638","NO_BOND","false","false","false","false","false","true","0","0","227","0","0","0","0"
"CqSMzh8DWZeqYVa5M1V1rHU825T19NCjYipM3pkdHncm","0","0","1.17.25","0.9783807382674934","1","1","0.91","0.9628666167159612","0.9896953667760898","0.9250691162195972","0.9635907902897105","0.9770637342546108","NO_BOND","false","false","false","false","false","true","0","0","228","0","0","0","0"
"EXrWdDxFaE3Sfsbh3TV5ToGhMqu53xrmeoVdvn467jUH","0","0","1.17.22","1","1","1","0.92","0.880682274579376","0.9216425037433001","0.9613547698710807","0.9641161555401039","0.9769269500307478","NO_BOND","false","false","false","false","false","true","4.564505532","0","229","0","0","0","0"
"2PEyBgsPYBQ8pMdXQtEaPGNqWQHE9GCnmV2tTVN4GMru","0","0","1.17.25","1","1","1","0.92","0.9628666167159612","0.9896953667760898","0.9250691162195972","0.8426268975460995","0.9762948901203476","NO_BOND","false","false","false","false","false","true","0","0","230","0","0","0","0"
"3P2Fq9v1NwtrVTnwPGj2qVdVwnSvuNovZJWGS7nRvoin","0","0","1.17.24","1","1","0.97","0","0.9628666167159612","0.9896953667760898","0.9250691162195972","1","0.9761515741496317","NO_BOND","false","false","false","false","false","true","0","0","231","0","0","0","0"
"SUN1nYpPJVjd3gKnDACdaUVL53LJaXR9u8e9i1jkZ3a","7","0","1.17.22","1","1","0.9","0","0.992189402701919","0.9923187907165985","0.9924779174362273","1","0.9761340918483402","","false","false","false","false","false","true","0","0","232","0","0","0","0"
"Hi8vxcjvAoLSDB9a9xjreJBFurMg41UQhNndx3qS1BJW","0","0","1.17.25","0.9825018779284693","1","0.9","0.94","0.969058038971025","0.9991596289178","0.9976700282937314","1","0.9760934792630668","","false","false","false","false","false","true","0","0","233","0","0","0","0"
"26KEYanAp9hccSFaKPaYKzt6r5Sg7gZN99zD2khDKZch","7","0","1.17.25","1","1","0.91","0","0.969058038971025","0.9813180074724693","0.9999100986478412","1","0.9760877256435748","NO_BOND","false","false","false","false","false","true","0","0","234","0","0","0","0"
"4LhqjPqhFMdXPMPN3B7raXVmd8zCKdEddRcrFuRf46Y9","7","0","1.17.26","1","1","0.9","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9760088810773497","NO_BOND","false","false","false","false","false","true","0","0","235","0","0","0","0"
"9KUZ4k28zDMUuh34tBBmdnq9sA4uDSdCPPjCPnUa9jKS","7","0","1.17.22","1","1","0.9","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9760088810773497","NO_BOND","false","false","false","false","false","true","0","0","236","0","0","0","0"
"GDgKAmToNdQyB4bWiieh4z9MAfPknnnq3LUUq3Rc36TV","7","0","1.17.26","1","1","0.9","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9760088810773497","BLACKLIST","true","false","false","false","false","true","0","0","237","0","0","0","0"
"8etTu2xMeEFYoECZtZS3p3SBQStZYU3dVzxhV1a4yd8u","7","0","1.17.24","1","1","0.9","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9760088810773497","NO_BOND","false","false","false","false","false","true","0","0","238","0","0","0","0"
"2fwmipyb2KGnP2xyQ2MvqJeg1FaJbWUdbGT9tro9uAcs","7","0","1.17.22","1","1","0.9","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9760088810773497","NO_BOND","false","false","false","false","false","true","0","0","239","0","0","0","0"
"EThGwzYZYDtHWyDdogd6c7EDxvh5g2bVXx8d9Zko8T1A","7","0","1.17.22","1","1","0.9","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9760088810773497","NO_BOND","false","false","false","false","false","true","0","0","240","0","0","0","0"
"6tajb2FFdjiRJLrdwfKQsijHGmeVFcTcXJn6NH3BEoLW","0","0","1.17.22","1","1","0.9","0","0.992189402701919","0.9923187907165985","0.9924779174362273","0.9980311993532559","0.9760070724517761","","false","false","false","false","false","true","0","0","241","0","0","0","0"
"6UgxzgqkEyXMwPtgyDZSn8WGzJ5GdSWG1bSPvy7V6QwV","7","0","1.17.22","1","1","0.9","0","0.969058038971025","0.9973958153996291","0.9984006806208691","1","0.9758972982782068","","false","false","false","false","false","true","0","0","242","0","0","0","0"
"2BGBakG9kjmZAaygVmAuUrBSqBZt8p5FVabbStxHEXUj","7","0","1.17.22","1","1","0.9","0","0.969058038971025","0.9973958153996291","0.9984006806208691","1","0.9758972982782068","","false","false","false","false","false","true","0","0","243","0","0","0","0"
"HoPjSCdxospzvcx35Kvxbdx8xCAvhnufiBWWm5sQKApD","7","0","1.17.22","1","1","0.9","0.01","0.9628666167159612","0.9955772730753208","0.999569216178138","1","0.9755339650764657","","false","false","false","false","false","true","0","0","244","0","0","0","0"
"7miZ2ZoXwS3YDzBRCbWcEtNVyuxk8WbbcyQwq7i5btvZ","3","0","1.17.22","0.9953094168760865","1","0.97","0.1","0.9628666167159612","0.9896953667760898","0.9250691162195972","1","0.9752517086257886","NO_BOND","false","false","false","false","false","true","0","0","245","0","0","0","0"
"9sWYTuuR4s12Q4SuSfo5CfWaFggQwA6Z8pf8dWowN5rk","5","0","1.17.25","0.9973532852881771","1","0.95","0.95","0.9628666167159612","0.9953664142811165","0.9250691162195972","0.948000438952413","0.9752142797400083","NO_BOND","false","false","false","false","false","true","0","0","246","0","0","0","0"
"BH7asDZbKkTmT3UWiNfmMVRgQEEpXoVThGPmQfgWwDhg","5","0","1.17.26","0.9747346724210902","1","0.95","0","0.9972616598872235","0.9973520466818818","0.9993700708118516","0.9653548728349926","0.9752103617080125","NO_BOND","false","false","false","false","false","true","1.222444276","0","247","0","0","0","0"
"BbopLCVZ2AvboE9TNEfRMSToYN7j4jW8DvDx42whCr49","7","0","1.17.22","0.9973453653772942","1","0.9","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9751525473280899","NO_BOND","false","false","false","false","false","true","0","0","248","0","0","0","0"
"2sR1ApkwZebjrfMxAyWxEokCQVDzw6FyEYwSk11wav87","7","0","1.17.22","0.9989601453394061","1","0.9","0","0.9628666167159612","0.9955772730753208","0.999569216178138","1","0.9751372055085322","BLACKLIST,NO_BOND","true","false","false","false","false","true","0","0","249","0","0","0","0"
"4PNoTwgsAaxeq8G1MKhWn7WGsm4KTtfm3Vae3quvcDEs","7","0","1.17.26","0.9825269240293618","1","0.92","0","0.9929326899110835","0.9951051285903973","0.9998494644264088","1","0.9748695439868583","NO_BOND","false","false","false","false","false","true","0","0","250","0","0","0","0"
"TahoeLA91rRRqaWWBft1KvWLEjv87Zqe2qaDqSG69fm","0","0","1.17.22","1","1","1","1","0.6558048958770432","0.9994394927074517","0.9882485365972526","0.9784526125187685","0.9748331497194513","NO_BOND","false","false","false","false","false","true","0","0","251","0","0","0","0"
"indVHvxmQVkK4VsdHiK8kXjLDSjHfHRfP3yvZ947Gn3","3","0","1.17.22","0.9833699399952227","1","0.9","0.93","0.969058038971025","0.9813180074724693","0.9990847583013787","1","0.9747681139844258","","false","false","false","false","false","true","0","0","252","0","0","0","0"
"HnkhL3JYBSmb3s9thcVWzAQA9NqJb5m9U2d7mdDxprGo","7","0","1.17.22","0.9798318896929615","1","0.9","0.92","0.969058038971025","0.995288942283312","0.9960158929209715","0.9979019975493448","0.974386173177554","","false","false","false","false","false","true","0","0","253","0","0","0","0"
"88GrXE71Kn7oxrptCy8bgmQHBwVhxXz9EGwZ981N3j2Z","7","0","1.17.22","0.9909564299589172","1","0.9","0","0.9929326899110835","0.9951051285903973","0.997464902882186","1","0.9741778927971377","NO_BOND","false","false","false","false","false","true","0","0","254","0","0","0","0"
"DpvUS8Losp2UGGaSGyupyKwQqHkmruzfwrZg2VYK7Zg7","7","0","1.17.22","1","1","0.9","0.92","0.9812314276042307","0.9892671412893843","0.9400090266516942","1","0.9740033027639803","NO_BOND","false","false","false","false","false","true","0","0","255","0","0","0","0"
"9QAWHKhWuwAYc6vZhGarcai9WeFeZNeBJTNfMbNTbKQ9","7","0","1.17.26","0.9896215715627589","1","0.9","0","0.9929326899110835","0.9951051285903973","0.997464902882186","1","0.9737472933145062","NO_BOND","false","false","false","false","false","true","0","0","256","0","0","0","0"
"FxQLh2b8JnBFwPw325tix5x6BEJ7ibmqz2LyKLZWiGAX","7","0","1.17.26","0.9925758876945834","1","0.9","0","0.969058038971025","0.9973958153996291","0.9984006806208691","1","0.9735024233409757","NO_BOND","false","false","false","false","false","true","0","0","257","0","0","0","0"
"8DHFGo3fDB8GudbNLZEyExLzXQPwvY4twybPbxwDnffx","7","0","1.17.22","0.9931836842246797","1","0.9","0.92","0.880682274579376","0.9981106128298685","0.9956748558634412","1","0.9733559565596426","","false","false","false","false","false","true","0","0","258","0","0","0","0"
"AnoFcEWKt7j9UuyvuNsJDbaRPrfo5LqpjvbxqQPswxn4","1","0","1.17.25","1","1","0.95","0","0.9628666167159612","0.9896953667760898","0.9250691162195972","1","0.9730484128593091","NO_BOND","false","false","false","false","false","true","7.440314514000001","1.505856077","259","0","0","0","0"
"2uXoWb4tuNZ72wAdQDfGn42PzRQ2kZD2x6ZDt3urwPrv","7","0","1.17.22","0.9632116893217754","1","0.92","0.92","0.969058038971025","0.9993475272805084","0.9988036788144469","1","0.9730158151051328","","false","false","false","false","false","true","0","0","260","0","0","0","0"
"5n1QipQq1eZUTCggETJu3824G44JHJP3o1x9xnY8popV","7","0","1.17.22","0.9906810941298202","1","0.9","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9730027824095496","NO_BOND","false","false","false","false","false","true","0","0","261","0","0","0","0"
"GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr","1","0","1.17.25","0.9752661529529951","1","0.99","0.92","0.8751231555000645","0.9983323528134577","0.9958529620924961","0.8662076779617207","0.9725943581698026","NO_BOND","false","false","false","false","false","true","4.1700623519999995","0","262","0","0","0","0"
"RNXpSdqrJL6eoLrbW69Q9qsFviEwRpfFfk3HiRRRohq","8","0","1.17.24","0.9930165583272259","1","0.92","0","0.9933226455160328","0.9934230594645754","0.9988286204063057","0.9135971114109361","0.9724095728111337","COMMISSION,NO_BOND","false","false","false","false","false","true","0","0","263","0","0","0","0"
"SwMV2YNK7ahUx5LMDqLhMBFC1QfBAkxUxihr7roLjVT","7","0","1.17.24","0.9979813334033735","1","0.9","0.97","0.9812314276042307","0.9961385672639503","0.9250691162195972","1","0.9723959792229817","NO_BOND","false","false","false","false","false","true","0","0","264","0","0","0","0"
"BARLL1NvF3jPHQ3zb82q1v5m6uewcpkgRBYVNufQMWjo","5","0","1.17.25","1","1","0.95","0.92","0.8751231555000645","0.8860234198214035","0.9977213580864984","1","0.9723709355745269","NO_BOND","false","false","false","false","false","true","44.340292413","0","265","0","0","0","0"
"EUiPhYZ8NoWX5ZzDh2cRR1fAS4su9jjV3YE7veyactzd","0","0","1.17.22","0.9787204833497849","1","0.9","0.92","0.969058038971025","0.9813180074724693","0.9905352302973873","1","0.9721038017757052","NO_BOND","false","false","false","false","false","true","0","0","266","0","0","0","0"
"4FCCbZyS2Za1RpAk1uw3Ewa25B1BmuybipvUpBzR6RpB","7","0","1.17.22","0.9842840304142841","1","0.9","0","0.9929326899110835","0.9951051285903973","0.997464902882186","1","0.9720255058472561","NO_BOND","false","false","false","false","false","true","0","0","267","0","0","0","0"
"C31ocJKVAi8wxCvyAMjXte2fY9zECV2fKrn786F4WZ4N","7","0","1.17.26","0.9875672963763804","1","0.9","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9719983315213435","BLACKLIST","true","false","false","false","false","true","0","0","268","0","0","0","0"
"B4pK5gpC6Xe3fwH9kXDLkHrE5eYaLB9VJdoTZjNd61aD","7","0","1.17.22","0.9872366143060395","1","0.9","0","0.9904963980266289","0.9904963980266289","0.9937208308161742","1","0.9718916598857494","NO_BOND","false","false","false","false","false","true","0","0","269","0","0","0","0"
"8jxSHbS4qAnh5yueFp4D9ABXubKqMwXqF3HtdzQGuphp","5","0","1.17.22","0.9598134963704549","1","0.95","0","0.992189402701919","0.9923187907165985","0.9998432587683237","1","0.9718789734300477","NO_BOND","false","false","false","false","false","true","3.128397207","0","270","0","0","0","0"
"8gjfs4krwDrME3n7jzKshMBhejFPHE6pTrhm2LcKGSPd","7","0","1.17.22","0.9915585885923657","0.9505370968647329","0.9","0.92","0.969058038971025","0.9999401549089496","0.9999401549089496","1","0.9712829204049038","","false","false","false","false","false","true","9.79134194","605.260255187","271","0","0","0","0"
"56CMrsFGVrnXJ3PwNV935vFYhfCBdX9btYPnLPE1ATFH","7","0","1.17.25","0.9800553038801664","1","0.9","0","0.999870358975446","0.999870358975446","0.9950634178506166","1","0.9712602743574632","NO_BOND","false","false","false","false","false","true","0","0","272","0","0","0","0"
"DBtox5xnHr4zWFfpCYbdu81b6Sfk2kcUZ7x4uxs5kANV","0","0","1.17.22","1","1","1","0","0.6558048958770432","0.9947311331573526","0.9965201026333316","1","0.9707026968309507","NO_BOND","false","false","false","false","false","true","0.503902631","0","273","0","0","0","0"
"BqcP9Uj8R6jAG9btZLPxhnPtZBjCTQax6qmuztby2xoG","7","0","1.17.25","1","1","0.9","0.9","0.8751231555000645","0.9986415084045196","0.9613547698710807","1","0.9706964488934843","NO_BOND","false","false","false","false","false","true","0","0","274","0","0","0","0"
"8ty86LdqsnSW4fpbZRFaR1EfgB3eUknJVz8BKY5izoWy","10","0","1.17.22","0.976384083096365","1","0.9","0","0.9995461526697454","0.9995461526697454","0.9998549815487763","1","0.9706419845324994","COMMISSION,NO_BOND","false","false","false","false","false","true","0","0","275","0","0","0","0"
"3614D3JSpMS1R9PELGLfTGGWaHGiUJKfBqxgKyGGP6pK","7","0","1.17.22","0.9910392646572472","1","0.9","0","0.9993541432258088","0.9993541432258088","0.9613547698710807","1","0.9703707239414786","NO_BOND","false","false","false","false","false","true","0","0","276","0","0","0","0"
"9PzBVUpbEGcGxnjxq4WvJMnScwvQTY2wFrfMZv8FEPjC","3","0","1.17.22","0.9907192343335004","1","0.9","0","0.969058038971025","0.9813180074724693","0.9905352302973873","1","0.9703326891898069","NO_BOND","false","false","false","false","false","true","0","0","277","0","0","0","0"
"RAREcr3SmDePhWD4Je1qEh1UMCQD5MFaDHF7UTzezQh","4","0","1.17.22","0.9999181189196641","1","0.96","0.92","0.6558048958770432","0.9996129906819733","0.9996129906819733","0.9885940486008472","0.970247290739556","NO_BOND","false","false","false","false","false","true","0.044009153","0","278","0","0","0","0"
"EkPjdWCtnzinzkNpV1pCjaw4py5tDj8ihATUG3tkLWNN","7","0","1.17.25","0.9791515399704432","1","0.9","0","0.9812314276042307","0.9998307054829436","0.9988165916445113","1","0.9702466689657989","NO_BOND","false","false","false","false","false","true","0","0","279","0","0","0","0"
"8mu3JHHF1Qkcrbqjo6KWxyWvTxarZjqptJTokR2jrDFo","7","0","1.17.22","0.9904301972984694","1","0.9","0","0.969058038971025","0.9813180074724693","0.9905352302973873","1","0.9702394514365712","NO_BOND","false","false","false","false","false","true","0","0","280","0","0","0","0"
"8oGhRavfRf13fBdp257nitq8VVgXhRAZxR9fR5Q4oKhH","7","0","1.17.24","0.9820103880101833","1","0.9","0","0.969058038971025","0.9998278139260643","0.9976700282937314","1","0.9702352746128065","","false","false","false","false","false","true","0.432346008","0","281","0","0","0","0"
"GxMWXbj3xLVf9bK4rspJ3yjg7cmaLhZX6325brY8J1wi","0","0","1.17.26","0.9757288706875229","1","0.9","0","0.9978934697593486","0.9983969804391519","0.9998776609109072","1","0.9702157171404843","","false","false","false","false","false","true","7.030747264","0","282","0","0","0","0"
"BNYVMkawH7ekKdbZ7NHqd7duLVc6QLATHYf5aqMkwjec","6","0","1.17.22","0.9619398989421041","1","0.94","0","0.969058038971025","0.9973958153996291","0.9998315297910049","1","0.9700107946040644","BLACKLIST,NO_BOND","true","false","false","false","false","true","0","0","283","0","0","0","0"
"edu1fZt5i82cFm6ujUoyXLMdujWxZyWYC8fkydWHRNT","5","0","1.17.22","1","1","0.95","0.92","0.9628666167159612","0.9953664142811165","0.9250691162195972","0.8565169684995397","0.9699819315533141","NO_BOND","false","false","false","false","false","true","0","0","284","0","0","0","0"
"Dca6LSCR24veJsdLbDDS8n73vvNfSdQaa4mXhVjTXUWD","7","0","1.17.22","1","1","0.9","0","0.880682274579376","0.9981106128298685","0.9956748558634412","1","0.9699130906807136","NO_BOND","false","false","false","false","false","true","0","0","285","0","0","0","0"
"BpoqTRHu5K2XZEJe4EicRnyYabeBLG9TVekBXiHXSXTi","7","0","1.17.22","1","1","0.9","0","0.880682274579376","0.9981106128298685","0.9956748558634412","1","0.9699130906807136","NO_BOND","false","false","false","false","false","true","0","0","286","0","0","0","0"
