"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","mnde_votes","target_stake_msol","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","eligible_stake_mnde","mnde_power","target_stake_mnde","target_stake_algo","target_stake"
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",1030516.88528077,1042819.10159427,0.00269322062757765,0.0372375516771993,0.0372375516771993,0,401269.2,"AS-WAVE-1",0,0,0.986394880728325,0.951816894561798,0.999084993975899,380,2035,2,0.993496661213649,0,"",1,1,1,1,1,0,0,26862,26862
"5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",97778.190580582,103390.664108819,0.000417701668813455,0.0113050606585089,0.0083900407399869,0,392072.2,"TIER-NET",2704427055171,0,0.997889931123357,0.989143802441417,0.976186190156428,223,238,19,0.9805219666348,0,"",1,1,2,1,1,0.0000782803298017062,73,26511,26584
"5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T",122469.485443675,127306.358514762,0.000328728421063115,0.0219916188671801,0.0196493563625399,0,392564.6,"Web Werks India Pvt. Ltd.",0,0,0.998339389899677,0.974574939361849,0.977412173738107,202,959,11,0.980413496657098,0,"",1,1,3,1,1,0,0,26508,26508
"7ztvwhHQxU68beHN88iK2h7KMZb3zdHcESWpNHJhQwsc",47473.418847256,58285.1329130888,0.000417701668813455,0.240345291962939,0.041544712240396,0,393724,"TIER-NET",0,0,0.997889931123357,0.946243693258049,0.980298862130876,223,2242,10,0.980385552062579,0,"",1,1,4,1,1,0,0,26508,26508
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",54997.860207515,63941.9516348535,0.00016521745160836,0.030755622144854,0.0246498449455688,0,391916.1,"MWAY",25152661503971,0,0.999165384702658,0.968104614171643,0.975797530454762,171,1374,24,0.978800822163429,0,"",1,1,5,1,1,0.000728290074315207,675,26465,27140
"juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx",662568.8383527,673792.787472145,0.00211369359687908,0.0177217893058458,0.0177217893058458,0,392147,"Latitude.sh LTDA",786906344793936,0,0.989322429363992,0.977069092778191,0.976372428117251,348,781,17,0.978418325590668,0,"",1,1,6,1,1,0.0227844942520559,21112,26455,47567
"7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD",40739.811303308,42776.2653091668,0.000110473433264777,0.790595238095238,0.0459320607752477,0,392507.8,"ZEN-ECN",0,0,0.999441930519717,0.940566733642621,0.977270752398872,170,2387,12,0.977858316820829,0,"",1,1,7,1,1,0,0,26439,26439
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",313964.883226201,323386.75258339,0.000835186797070963,0.0348500507835203,0.0348500507835203,0,391924.7,"COGENT-174",28467564731008,0,0.995780956126681,0.954906174122687,0.975818942840632,270,1931,23,0.977281347290951,0,"",1,1,8,1,1,0.000824265220681427,764,26424,27188
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",68562.081633288,79944.3706285145,0.00572481430664033,0.013701957905178,0.0130536142966066,0,392384,"RADIOKOMUNIKACE a.s.",0,0,0.97108043037674,0.983109424608382,0.976962513634835,595,483,13,0.976530417054631,0,"",1,1,9,1,1,0,0,26403,26403
"Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4",2762574.15161074,2789468.05563963,0.0288154943757572,0.0144627012705503,0.0144627012705503,0,401636.7,"LATITUDE-SH",8507500000000,0,0.854435156986354,0.981286152583795,1,1278,565,1,0.976165882042808,0,"",1,1,10,1,1,0.000246353610741347,228,26394,26622
"voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",432791.17395343,442031.244506098,0.012102292142707,0.0285948676597471,0.0285948676597471,0,395062.8,"RELIABLESITE",1000000000000,0,0.938863854533049,0.962999997008808,0.983632222852145,858,1649,9,0.975157687276642,0,"",1,1,11,1,1,0.0000289601500916105,27,26366,26393
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",446511.244640887,461962.800421741,0.00119327147450553,0.021074660113673,0.021074660113673,0,390147.6,"ALLNODES",0,0,0.993972049460821,0.97273068382331,0.97139429738368,293,1072,29,0.974970596660135,0,"",1,1,12,1,1,0,0,26361,26361
"MELNFCV6Rfn1mPLhpAK7gjYzDUhvLdKyMW4mFbfoL9F",64884.299165835,72187.7796276941,0.00286533929979131,0.0601785714285714,0.0334374337049385,0,390524,"ORACLE-BMC-31898",0,0,0.985525403107231,0.956734013885923,0.972331462737344,423,1870,28,0.973161495959525,0,"",1,1,13,1,1,0,0,26312,26312
"DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao",214740.384795504,224514.108280605,0.000796560595141952,0.0114716107230846,0.0114716107230846,0,388312.7,"23M GmbH",0,0,0.995976080907352,0.985156440095528,0.966825740775183,268,379,36,0.972720462281697,0,"",1,1,14,1,1,0,0,26300,26300
"DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5",256715.768900882,270994.145049795,0.0288154943757572,0.0324815742021923,0.0324815742021923,0,400719.1,"LATITUDE-SH",6501528140136,0,0.854435156986354,0.957970837391511,0.997715348223905,1278,1824,5,0.972614971815636,0,"",1,1,15,1,1,0.000188268452018705,174,26298,26472
"8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN",142711.901885539,150556.044294011,0.00290164852945807,0.0260466084575992,0.0258861956921614,0,389342.9,"OOO NIIR-RadioNet",0,0,0.985341982783169,0.966504852219029,0.969390745417438,427,1465,30,0.97162279015075,0,"",1,1,16,1,1,0,0,26271,26271
"LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq",100754.10700184,109056.414231122,0.000350808248595951,0.12039754183418,0.0407866125255195,1,388603.45,"STACKPATH",35293595309016,0,0.998227851066206,0.947224627740832,0.967549653704455,207,2212,34,0.97070591283983,0,"",1,1,17,1,1,0.00102193060944713,947,26246,27193
"GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD",116679.150516906,123299.220341465,0.000318440839630913,0.0187307169054168,0.0185928389478704,0,387210.2,"TEXASNET-ASN",0,0,0.998391358821558,0.975942008024945,0.964080722702881,201,847,40,0.97027168866899,0,"",1,1,18,1,1,0,0,26234,26234
"GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr",211375.758834089,214853.303798075,0.00261027175796802,0.0217890440854708,0.0217890440854708,1,388188.9,"Amarutu Technology Ltd",0,0,0.986813906653247,0.97180631482787,0.966517502011146,369,1143,37,0.970046857557371,0,"",1,1,19,1,1,0,0,26228,26228
"BACKboNezqTz4fKH3x26e6xVXL4r9ApVoBL5x9qfj1oS",29289.155616034,42473.6872610752,0.00878850434769345,0.0173611111111111,0.0121780717057881,0,388740.3,"EVERYWHERE-WIRELESS-LLC",0,0,0.955603841495324,0.984242322961494,0.967890384519144,636,419,31,0.967257988549506,0,"",1,1,20,1,1,0,0,26153,26153
"CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc",119325.168640943,130593.83701464,0.00978671399792385,0.0312434770403307,0.0236132360809932,0,388176.8,"Inetcom LLC",0,0,0.950561268595629,0.969445922393327,0.966487375282189,646,1288,38,0.964264785569729,0,"",1,1,21,1,1,0,0,26072,26072
"9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6",63663.38878523,65216.1480219075,0.0288154943757572,0.0178792569659443,0.0114060542717365,0,395109.9,"LATITUDE-SH",3083323237488630,0,0.854435156986354,0.985241266118324,0.983749493011968,1278,375,8,0.963969731554671,0,"",1,1,22,1,1,0.0892762020461198,82722,26064,108786
"DujbfBa9RitWFkjhVqyV3h4rp2nsf7ikU7C484TwKShR",14722.464199014,37022.39897202,0.0000955766375658667,0.113333333333333,0.0205871476185904,0,380899.4,"CENTURYLINK-US-LEGACY-QWEST",0,0,0.999517183427026,0.973361495058072,0.948368015173912,169,1041,46,0.958159693357788,0,"",1,1,23,1,1,0,0,25907,25907
"DDBCYLw8kkN8ZLHsBeT42YvEz5F6eq57zqaLCyLzFQnG",15862.309235875,37885.6640469819,0.0288154943757572,0.0195535714285714,0.0164638273809802,0,392198.5,"LATITUDE-SH",0,0,0.854435156986354,0.978696818268537,0.976500653451241,1278,692,15,0.957890282057974,0,"",1,1,24,1,1,0,0,25899,25899
"AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA",150405.881289477,160548.386198246,0.0288154943757572,0.0186361000468995,0.0186361000468995,0,392154.3,"LATITUDE-SH",0,0,0.854435156986354,0.975886030819087,0.976390603747118,1278,849,16,0.957589414020229,0,"",1,1,25,1,1,0,0,25891,25891
"CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9",41482.75752218,45327.9175958048,0.0288154943757572,0.0184967320261438,0.0156613475807539,0,391801.9,"LATITUDE-SH",0,0,0.854435156986354,0.97973517785677,0.975513193888905,1278,625,25,0.957210571593733,0,"",1,1,26,1,1,0,0,25881,25881
"AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t",1001506.91396637,1006152.51014256,0.0288154943757572,0.0237204680335115,0.0237204680335115,0,391940.1,"LATITUDE-SH",3786003153965130,0,0.854435156986354,0.969307170830944,0.975857285950213,1278,1302,22,0.956673103408137,0,"",1,1,27,1,1,0.100000002747642,92659,25867,118526
"ChaossQVry9AgexbXooZoWUTDfhT1x5zsAmTbBqa5142",26115.723515116,28819.5890652882,0.0288154943757572,0.0443337912087912,0.0214566121662424,0,391206.3,"LATITUDE-SH",8113137730338,0,0.854435156986354,0.972236461319618,0.974030261676784,1278,1113,27,0.955493030158474,0,"",1,1,28,1,1,0.000234895942251592,218,25835,26053
"73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD",20132.593644619,21259.5268087,0.0288154943757572,0.0635714285714286,0.0130259242205553,0,388604.7,"LATITUDE-SH",0,0,0.854435156986354,0.983145253866587,0.967552765969843,1278,480,33,0.951349479041363,0,"",1,1,29,1,1,0,0,25723,25723
"EXrWdDxFaE3Sfsbh3TV5ToGhMqu53xrmeoVdvn467jUH",270352.793167612,284344.469570232,0.024980667036176,0.0479457163193307,0.0479457163193307,0,387801.4,"JSC Ufanet",0,0,0.873807236201493,0.937961187009538,0.965552699740836,1097,2478,39,0.949315588986222,0,"",1,1,30,1,1,0,0,25668,25668
"BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2",4216720.95799901,4228634.05671842,0.0110449607982044,0.0257418362174432,0.0257418362174432,5,380544.065,"HURRICANE",0,0,0.944205087592212,0.966691644515462,0.947483297716568,847,1456,47,0.948456522835813,0,"",1,1,31,1,1,0,0,25644,25644
