vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,target_stake_msol,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_algo,target_stake
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,7906838.03523124,7937550.170791,0.0211696290385579,0.0405282593748135,0.0405282593748135,8,352204.06,UNITAS,0,1180000,0.893059140770899,0.94755892085464,0.876922004388543,1091,2173,625,0.88483824971399,0,"",1,1,449,0,1,0,0,0,1180000
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1001506.91396637,1006152.51014256,0.0288154943757572,0.0237204680335115,0.0237204680335115,0,391940.1,LATITUDE-SH,3786003153965130,0,0.854435156986354,0.969307170830944,0.975857285950213,1278,1302,22,0.956673103408137,0,"",1,1,27,1,1,0.100000002747642,92659,25867,118526
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,63663.38878523,65216.1480219075,0.0288154943757572,0.0178792569659443,0.0114060542717365,0,395109.9,LATITUDE-SH,3083323237488630,0,0.854435156986354,0.985241266118324,0.983749493011968,1278,375,8,0.963969731554671,0,"",1,1,22,1,1,0.0892762020461198,82722,26064,108786
BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo,74746.773862309,76149.0830873015,0.00423431669357884,0.0241336556353004,0.0153676649679054,10,348252.57,NorthC Deutschland GmbH,4979321694199950,0,0.978609853548464,0.980115185125317,0.86708353594181,590,607,1118,0.892936173203104,0,"",1,1,260,0,1,0.100000002747642,92659,0,92659
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,64675.056356404,96820.224434013,0.0137748947079932,0.0551533189033189,0.0256596812672173,10,350096.76,HVC-AS,3220732050935400,0,0.930414506877749,0.966797947976638,0.871675222906672,942,1452,882,0.888029168522989,0,"",1,1,387,0,1,0.0932548156072349,86409,0,86409
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,447241.35123402,474536.29669009,0.0864178921887454,0.0664425256318479,0.0664425256318479,5,371880.54,UAB Cherry Servers,3208558775723080,0,0.563449901431916,0.914027451486291,0.925912746519429,1716,2480,89,0.869234978426493,0,"",1,1,764,0,1,0.0929023755263762,86082,0,86082
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,130894.416662458,132964.486989267,0.000945363448496407,0.0204304197592501,0.0204304197592501,10,352114.74,SERVER-MANIA,3130659758541690,0,0.995224385874601,0.973564291284772,0.876699614352971,281,1026,644,0.902385323581822,0,"",1,1,118,0,1,0.0906468359428654,83992,0,83992
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,149394.724996396,152068.031501522,0.0864178921887454,0.0197733947705452,0.0197733947705452,5,372359.435,UAB Cherry Servers,3092485951518800,0,0.563449901431916,0.974414441278003,0.927105105185856,1716,977,82,0.874797330461569,0,"",1,1,599,0,1,0.0895415143888945,82968,0,82968
DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,161243.595769741,167512.601663858,0.00286533929979131,0.360510860198979,0.226687361152201,7,361460.682,ORACLE-BMC-31898,2969487939975640,0,0.985525403107231,0.706680473555618,0.89996925579759,423,2483,133,0.898263372134306,0,"",1,1,165,0,1,0.0859801852674771,79668,0,79668
1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5,330595.6987645,335167.533906633,0.0414088250928028,0.0124156797044622,0.0124156797044622,5,376251.015,WEBNX,1547542089193040,0,0.790818472679598,0.983934872800637,0.936794408977068,1382,448,57,0.917962762148501,0,"",1,1,63,1,1,0.0448083861560701,41519,24820,66339
