vote_account,vemnde_votes
1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,79573.561969925
22JsmBbjuGHRypQd46LNGi74z2L23vyefFb3cA4fYW1H,14592.570697547
26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx,0
2DM7z4MxS13BmxHc2aENmDYAiMPvYFnMmDyDDYHfuK7D,15338.928525451
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,1585134.137900213
2bm3fmyLq12943jC1UePUcvFho7y1bUik8PisvsRc2yq,10390.454138618
4K4qpgksvHbKnk8mpMNncHxihMN1ayidQ8odqJKaN7mH,0
4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu,0
54LAJpkmdovUQPRqE4pyDXHRfHpVJqT5MjwEmAEVBboY,16434.892283901
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,0
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,247610.766437044
5nH6sYJNSa71DCBQHgRCsX1dh5W1bWrUPeYieo9xyZ7f,2643.895565912
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,11385679.929729177
6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn,0
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,0
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,0
6kUVXggj4MA7i6QtMeCXvHQVmXJ11sADbkETJxsZfAPs,15445.41827343
76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1,0
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,8885.660128537
9Bnti5HezjTHQ2uqZtr5V9YSdCuzuQTUZNoaZrVtxy5T,15240.395281769
9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,0
9QU2QSxhb24FUX3Tu2FpczXjpK3VYrvRudywSZaM29mF,0
9RykQjmjgDZ64o7zf76uUcbr2ai146wcwku4pUSztyLL,14912.871257756
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,367518.94454665197
