vote_account,vemnde_votes
1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5,1539778316551064
26WLNWKrYSyPkQF2NU9LgLSRXGiXWjhPnvspG8ibFh63,3041303222315
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,4836553884195644
2cbRaWTzuPM2zbCaZDNbwft9omJBAyxcavJ6Xp2vQNNk,0
3CnKZPQn92W8WXG7KTVaFQRk8LJJ3KZbrVVF4ngUxqkg,0
3R8K6iWxNHmKSBcN3taMU2YuzfuNMRjdphnLtsG1TwZq,79417217044746
3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,75227499272000
3yusuSWJXXzN8EiadtpcFZRm2FUvgaieN5d7rYifnamx,1000000000000
3zEbnWKibg574DaGC1EA3zLNwBK6MGQxEySUgQWKBaYV,5259467387553
4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN,0
4amh4YANQfyNww8xXJYxsM7CEkFjQFJt1wpuScqy675Y,900000000000
4hoZBjJrFqJf9Bhop5sAwdidFM8qM88EQJQwbfgs1pkP,1000000000000
4nCK62aZ126pC1krepWXXxgBJGgPUGEWni2iCABZop81,10999999548133
4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu,1020000000000
4sw5oZBupkTe1g74mqCaFiw9YSrjgLbPAKtPa1Hv7LSi,1000000000000
5C9u3W5fc1Fgs9RgazrW3P5jRvyPKcoyz7CZdqkUyFYB,6516267563786
5CN6gdRhBvn16f8pwhhgyuik8MYpKYv9HUdqghMe4eAw,1000000000000
5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z,10552373200897
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,2848959384178801
5nH6sYJNSa71DCBQHgRCsX1dh5W1bWrUPeYieo9xyZ7f,6586084972944
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,3653029224586010
5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z,2704427055171
644K33yWfSzc32VvY5fRUfUqphw8LTaLQntCkyEpJ8h7,1011000000000
6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ,2000000000000
6WL8sgtssHtvrV4enkyXge7w2u7P5NAGHHKRvtgd7cjJ,141354379652505
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,27274870722915
6n8taYki7RscA1XW7xGmevLcqj855oSgDgjPe1dZyHfW,1000000000000
76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1,6000000000000
78TqFdfHpVULu9EbsouUEGibUJb27DwNLYGsR9qqJJeb,1843126632452
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,3093509335489321
7QwGLymkdP7z2DpdzFXzNb9XEG7tsdBL2ucAVVjGmeVh,1000000000000
8EvEr9TchMG24F7kSE75Qdw5fcEe8qh4anVSKwj9BVfJ,1090758292134
8Rs4wJJVFaRmARmwSvsVSAcSsUb9ZJD4USejuHm974hH,0
8sZ92vJxQ3dDyf1LJiHX5A2PEmZ18cSaozHziTNRvLwF,90999909000
99pDvgeCTExgyafsUZB3hwTMcNSqyHaXpEUwWj8U6FUy,3686253264905
9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,6248591060688
9cEQH7KWA74Dktk3ZQhaWi6MirzcyH8mzA3iBTxyRHsE,1253313126317
