vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,msol_votes,msol_power,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_msol,target_stake_algo,target_stake
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,421221.480811475,482693.246381343,0.0331550254537368,0.0149934185777806,0.0149934185777806,5,391747.13,LATITUDE-SH,1678083859495390,364472.779242092,1.14.17,0.813789210363266,0.98468194620034,0.942557196257365,656,1244,81,0.925987102269271,0,"",1,1,78,1,325542.387890999,0.599447585025872,1,0.0403055878025071,47996,713826,34965,796787
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,7101746.66076465,7706544.54033717,0.0205290425179094,0.0119825961662127,0.0119825961662127,8,377796.988,UNITAS,0,468148.053532385,1.14.17,0.884701363807424,0.987757958481486,0.908992670255829,636,967,167,0.911314414511894,0,"",1,1,224,0,100000.035578393,0.184138324709522,1,0,0,219273,0,219273
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,196472.905022001,298395.719418145,0.00387021590008685,0.0157517738093822,0.0144071195759328,5,391797.29,Latitude.sh LTDA,3093509335489320,244742.789094949,1.14.17,0.97826344727663,0.98528093965913,0.942677882958922,235,1203,77,0.951429743369355,0,"",1,1,39,1,31228.563665308,0.0575045574235366,1,0.0743024128336023,88480,68477,35926,192883
CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,1942669.32551532,1966509.60393155,0.0331550254537368,0.0125779915938576,0.0125779915938576,6,390296.46,LATITUDE-SH,2680633585924030,201237.891729528,1.14.17,0.813789210363266,0.987149671642469,0.93906683387004,656,1026,105,0.923492033159184,0,"",1,1,88,1,22933.384564266,0.0422284420056346,1,0.0643856341568073,76671,50286,34871,161828
mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR,80089.371217581,132371.192055087,0.00387021590008685,0.0152519923703337,0.0111444526482904,6,384203.944,Latitude.sh LTDA,1542963226836960,178575.448832481,1.14.17,0.97826344727663,0.988614249355563,0.92440802884162,235,869,134,0.937632417871155,0,"",1,1,56,1,33240.971467004,0.0612094205166921,1,0.0370601344178268,44131,72889,35405,152425
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,112806.458208535,136932.354115941,0.0331550254537368,0.019932708183937,0.0188854088680922,5,391807.93,LATITUDE-SH,3653029224586010,166955.998965708,1.14.17,0.813789210363266,0.980705687127369,0.942703483168344,656,1517,76,0.925793764579795,0,"",1,1,80,1,1812.955020638,0.00333842782698363,1,0.0877414063889761,104483,3975,34958,143416
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1138704.80386639,1157826.45761363,0.0331550254537368,0.0140799154379906,0.0140799154379906,0,412283.3,LATITUDE-SH,3299928276640360,137821.6041361,1.14.17,0.813789210363266,0.985615228371372,0.991967934294079,656,1172,14,0.964067153233746,0,"",1,1,21,1,62.132464444,0.000114165761319904,1,0.079260341257393,94384,136,36403,130923
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,153250.23125688,180701.528805827,0.00394078212429469,0.0070365383505269,0.0070365383505269,10,371126.34,HVC-AS,4836553884195640,122701.699040506,1.14.17,0.977867121466241,0.992811107589801,0.892942859562641,241,389,341,0.913690303549899,0,"",1,1,176,0,990.790290616,0.00182481079787136,1,0.100000009454659,119081,2173,0,121254
DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,147698.279121076,239399.435317761,0.000772331342660672,0.134673405100825,0.115183667940676,7,381948.675,ORACLE-BMC-31898,2948515489369750,113824.244633181,1.14.17,0.995662303762104,0.882322392774909,0.918981773324582,84,1831,142,0.927958825657303,0,"",1,1,69,1,219.106065931,0.000403262931113853,1,0.0708198129745618,84333,480,35040,119853
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,135542.738395537,149619.894085617,0.0331550254537368,0.0187975919516707,0.0112773498862078,0,413355.4,LATITUDE-SH,2353187612488630,117019.755344436,1.14.17,0.813789210363266,0.988478474646835,0.994547444117438,656,887,8,0.966271641272903,0,"",1,1,18,1,1309.814966216,0.00241221205369474,1,0.0565207763995459,67305,2872,36487,106664
