vote_account,max_commission,marinade_stake,version,score_credits,score_block_production,score_inflation_commission,score_mev_commission,score_country_concentration,score_city_concentration,score_aso_concentration,score_node_concentration,score,ui_hints,blacklisted,eligible_stake_algo,eligible_bonus,in_algo_stake_set,msol_votes,vemnde_votes,rank,target_stake_vemnde,target_stake_msol,target_stake_algo,target_stake
"DTDvrj1mKFv453DMAGRuFwg77DuLjsfVHnbLe5BJPL9D","0","9903.540867472","2.0.15","1","1","1","0.99","0.9993673341203967","0.9993673341203967","0.9993673341203967","1","0.9994723873252764","","0","1","1","1","0","849.784770196","1","66","0","53360","53426"
"DySC6eaUthvVVzu4s8GFupm4PzYLNvq372AYnNrKP4xP","0","0","2.0.15","1","1","1","1","0.9948936125474935","0.9958768368363079","0.9998437120814743","1","0.999251373675155","","0","1","1","0","1e-9","0","2","0","0","0","0"
"8inoRcYLtHdDL1qHWvGph7pkJKuJdrE2kNkFpjcYaYHf","0","7623.814604152","2.0.15","1","1","1","1","0.9948936125474935","0.9958768368363079","0.9989283690788816","1","0.999133264900627","","0","1","1","1","0.721918581","0","3","0","19","51942","51961"
"EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey","0","24211.476867948","2.0.15","1","1","1","0.99","0.9933132640762256","0.9946296892263033","0.9992350994698579","1","0.9986062578616385","","0","1","1","1","0","0","4","0","0","49880","49880"
"3pBPy27F1Wz3iVydZnGkdvefStrFm8UMCDakYZii8AUZ","0","0","2.0.15","1","1","1","1","0.9973258364747473","0.9973258364747473","0.9991552240469176","0.9792431489295044","0.9981205282716263","","0","1","1","1","0","0","5","0","0","48121","48121"
"BK5Km4MyuncoBWKCM9y3zntA1JjhdqNcHd3mxitms4Xo","0","2163.638004102","2.0.15","1","1","1","1","0.9948936125474935","0.9958768368363079","0.9989283690788816","0.9776653616619505","0.9976923204917205","","0","1","1","1","0","0","6","0","0","46677","46677"
"GuxBSrv5jnSwwPepkqnmkM7YCBSakKanbnw4BKMdda4j","0","1115.677237185","2.0.15","1","1","1","1","0.9973258364747473","0.9973258364747473","0.9994691013101757","0.971846012698232","0.9976837939680936","","0","1","1","0","347.64058468099995","1153.62983989","7","0","0","0","0"
"Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw","0","3279.202396242","2.0.15","1","1","1","1","0.9933132640762256","0.9946296892263033","0.9990763930995412","0.9801483525742393","0.997648963657355","","0","1","1","1","1.3274384030000002","90.877417603","8","2","9","36621","36632"
"5AC692spnjbegP7ttCXJEzUe8S81sLYsqJd8Ae6Zv1xU","0","77317.086086885","2.0.15","1","1","1","1","0.9980752631298064","0.9980752631298064","0.9989237297540453","0.9702940796832149","0.9976341740010207","","0","1","1","1","1e-9","13213.437525333","9","1014","0","46488","47502"
"EBGfQMkRqBZ6mj2AJ1UxwKD7MbiuMGJamzKZe2UZrG6B","0","508.363380978","2.0.15","1","1","1","1","0.9857156678412667","0.9990740455834103","0.9990740455834103","0.9792601078995264","0.9975312861472728","","0","1","1","1","1e-9","1.881343769","10","0","0","46158","46158"
"Atw2Wond9H3DHfgg5NGqi4dxMwF3Nrgdhm39x2oK8MCW","0","17.094308028","2.0.15","1","1","1","1","0.9857156678412667","0.9990740455834103","0.9990740455834103","0.9782337094304695","0.9974650668912047","","0","1","1","1","0","0","11","0","0","45948","45948"
"GdVBPczdFaPf1GXvx8ByHeA1ZHAHwwmdQEPihH74SXm9","0","16266.986418785","2.0.15","1","1","1","0.99","0.9981253084014549","0.9981253084014549","0.9981253084014549","0.9736582190550179","0.9974123294749396","","0","1","1","1","12.388975859999999","7.692513879","12","0","354","45783","46137"
"6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ","0","0","2.0.15","1","1","1","1","0.9976917902784725","0.9976917902784725","0.9976917902784725","0.9666933132872426","0.9971810560993787","","0","1","1","0","2.4352045450000004","354.75466051","13","0","0","0","0"
"FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb","0","0","2.0.15","1","1","1","1","0.9992566334649143","0.9992566334649143","0.9993430521039357","0.9590820643868601","0.9971554678875496","","0","1","1","0","0.08877575400000001","0","14","0","0","0","0"
"3M4QYXfFM64wqSpSeQZWA6PJNmR6QQtF64BLzA9SG7ZD","0","28797.571377366","2.0.15","1","1","1","1","0.9807915825785658","0.9847785560882585","0.9979689626351587","1","0.9970256349665335","","0","1","1","1","0.000424454","1090.876169082","15","83","0","44612","44695"
"H7CfFGvmUHWvryBKAaVibVxz85SYmWyoECx3CjLHq3zC","0","0","2.0.15","1","1","1","1","0.9807915825785658","0.9847785560882585","0.9979689626351587","1","0.9970256349665335","","0","1","1","0","24.003947484","7.940640003","16","0","0","0","0"
"D3DfFvmLBKkX9JJNEpJRXpM1pYTVPQ5dpPQRc9F49xk4","0","4.130193931","2.0.15","1","1","1","0.92","0.9991597988875431","0.9991597988875431","0.9993773105524663","0.9973260758764251","0.9968601415613042","","0","1","1","1","0","0","17","0","0","44132","44132"
"MNDE6ueF5uMvyk3ohq7wWZ8H749pbpj1yHj2MvMRCJM","0","16.152070971","2.0.15","1","1","1","0.92","0.9948936125474935","0.9958768368363079","0.9998848434400449","1","0.996505197076261","","0","1","1","0","25.132247583","67.608695859","18","0","0","0","0"
"5kYPCTLoF2y7cynJEuv5LVaTPpLoPbcxiCYKk3KKcB1C","0","55797.605430115","2.0.15","1","1","1","1","0.9807915825785658","0.9847785560882585","0.9979689626351587","0.9878404108648061","0.996241145344908","","0","1","1","1","0","2981.834893653","19","229","0","42444","42673"
"GxMWXbj3xLVf9bK4rspJ3yjg7cmaLhZX6325brY8J1wi","0","0","2.0.15","1","1","1","0.93","0.9973258364747473","0.9973258364747473","0.9991552240469176","0.9864661384693507","0.9961789792096809","","0","1","1","1","0","2.644673327","20","0","0","42284","42284"
"BUyTfHHrp3HQ4TQXaXrRrNuhLsbz23auKYNrxkQRfViP","0","0","2.0.15","1","1","1","0.9","0.9980752631298064","0.9980752631298064","0.9989237297540453","1","0.9961113301504907","","0","1","1","1","0","0","21","0","0","42111","42111"
"9w3YAf77BSGLQXahTpwAe9U9mNdCXkqmxH17uCyN1wyH","0","0","2.0.15","1","1","1","1","0.9807915825785658","0.9847785560882585","0.9995699887454722","0.9820643589200885","0.9960750808465797","","0","1","1","0","0","0","22","0","0","0","0"
