"vote_account","minimum_stake","avg_stake","avg_dc_concentration","avg_skip_rate","avg_grace_skip_rate","max_commission","avg_adjusted_credits","dc_aso","marinade_stake","version","normalized_dc_concentration","normalized_grace_skip_rate","normalized_adjusted_credits","rank_dc_concentration","rank_grace_skip_rate","rank_adjusted_credits","score","blacklisted","ui_hints","eligible_stake_algo","eligible_stake_msol","rank","in_algo_stake_set","msol_votes","vemnde_votes","msol_power","eligible_stake_vemnde","vemnde_power","target_stake_vemnde","target_stake_msol","target_stake_algo","target_stake"
"oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe",279280.770211414,285973.217773242,0.000749599128876748,0.0105540884607936,0.0105540884607936,0,420602.1,"Orangefin Ventures, LLC",51418.607929806,"1.17.25",0.995824128427191,0.970883406120267,0.99948315145017,93,1242,7,0.996720244421258,0,"",1,1,1,1,567.759281279,946.319312168,0.000644991324412467,1,0.0000399910410774498,24,844,49408,50276
"tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT",129.38613684,11362.5975227421,0.00670404687955683,0.115,0.00393830087815864,0,419984.2,"Datacamp Limited",0,"1.17.22",0.962104239811721,0.989135025002726,0.998014826305619,361,506,8,0.991807059052489,0,"NOT_ELIGIBLE_ALGO_STAKE_MIN_STAKE_BELOW_1000",0,1,2,0,0.934451182,400000,0.00000113554810635998,1,0.0169103438613839,10224,1,0,10225
"voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",1002910.34179355,1044091.67555438,0.00922567739354443,0.0127358974392655,0.0127358974392655,0,420693.2,"ReliableSite.Net LLC",51851.860862902,"1.17.25",0.947824309309129,0.964864236754261,0.999699633762306,463,1372,4,0.989039168691968,0,"",1,1,3,1,706.678148271,4408.575150345,0.000802832511196504,1,0.000186392521158368,113,1051,49027,50191
"QUANT7qKUEW4PS4eP9jq4K35rDHpgWkWcgjbW1CwnGJ",392052.024260023,449463.123848945,0.0020708519550878,0.0119751540920553,0.0119751540920553,0,416549.7,"HostCircle B.V.",0,"1.17.22",0.988341906733731,0.966962973672159,0.98985337184865,166,1326,10,0.987860038894317,0,"",1,1,4,1,354.687847341,181.850799991,0.000403119577757792,1,0.00000769616985150632,5,527,48969,49501
"34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs",55659.406886734,179093.753954637,0.00047402128139115,0.00501477011549062,0.00415003778605522,0,406133,"FiberState, LLC",35348.220622844,"1.17.25",0.997384718881787,0.988550885730113,0.965100009600313,59,527,77,0.971870801499756,0,"",1,1,5,1,5.742923611,1.732969143,0.00000681328863815987,1,0.0000000871264511491282,0,9,48176,48185
"A7uqmajxP3NdzbYDXiGQRGTL8d3dZ5pjS4kR9NTZcxtg",168349.20977174,269703.068026405,0.000711023729188771,0.00514886487163949,0.00514886487163949,0,406244,"Clouvider",70501.465335403,"1.17.22",0.996042579950362,0.985795323967004,0.965363780584364,90,672,23,0.971655253054721,0,"",1,1,6,1,169.623380485,932489.097046674,0.000193043178081196,1,0.0394217858877918,23834,253,48166,72253
"TahoeLA91rRRqaWWBft1KvWLEjv87Zqe2qaDqSG69fm",184030.359796338,186531.691602575,0.0115019583472966,0.0126808866468833,0.0110433761071609,0,411991.9,"Hurricane Electric LLC",39166.611158505,"1.17.22",0.934933787226829,0.969533560537432,0.979022602559387,512,1277,11,0.971509781583458,0,"NOT_ELIGIBLE_NO_BOND",0,0,7,0,0,0,0,0,0,0,0,0,0
"Azc2uttGtHsRLorfQzd7tsMNtfaEg7LyvVEMVtckPCNN",79165.902528129,79719.721312899,0.000548795228666483,0.00694672505017333,0.00694672505017333,0,406186.7,"DataWagon LLC",0,"1.17.21",0.996961275889417,0.980835391627478,0.96522761772503,72,865,66,0.971310316973586,0,"",1,1,8,1,0.290807577,187.796304398,0,1,0.00000795754920495371,5,0,48148,48153
"BSRRvjdKd8SHApi3KtTGbzrdhUojitiwAt4xt4nAxbFh",159612.933480674,184801.906753224,0.000485939112786653,0.00826402321083173,0.00803412964300109,0,406249.5,"Dyjix SAS",18.118111403,"1.17.24",0.997317228500812,0.977835462450274,0.965376850317808,67,991,19,0.971249109433075,0,"",1,1,9,1,117.588278615,0,0.000133994676550477,1,0,0,175,48145,48320
"5XGMWvqZSBk1fktPtxbwaMF5dhkbrtchpwd4xiXG9q8u",78295.266837603,84622.2916371808,0.00067777603409052,0.00917703349282296,0.0068036945692351,0,406168,"It Hosting Group",0,"1.17.25",0.996230860815755,0.981229983774528,0.96518318063132,87,848,71,0.971194116286095,0,"",1,1,10,1,30.503836252,0,0.0000352019912971593,1,0,0,46,48143,48189
