vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,marinade_stake,version
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,925937.878727643,1196721.9321098416,0.12734886242084223,0.02267443358661033,0.02267443358661033,0,392162.8,TERASWITCH,358.006264624,1.17.11
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,839068.927000761,962885.4427866061,0.008151969289131044,0.03234241833968171,0.03234241833968171,0,392073.6,RELIABLESITE,46857.670977158,1.16.23
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,732032.532123998,811343.3602044914,0.14589829909113647,0.0846577667739979,0.0846577667739979,0,391205.0,LATITUDE-SH,569.347585376,1.16.23
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,41504.193153881,57030.8074985255,0.12734886242084223,0.10296296296296296,0.06907822945769834,0,391159.7,TERASWITCH,10.793876815,1.16.20
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,54905.10360225,65684.4691694385,0.12734886242084223,0.12942969680102037,0.07757164314717264,0,391148.2,TERASWITCH,106.972980457,1.16.20
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,2994233.669584127,3155319.7117707785,0.008038541616902657,0.05371134625073931,0.05371134625073931,0,390650.5,AS-WHOLESAIL,123.412703018,1.16.24
8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW,3535922.978198329,3548714.425263514,0.0787897238699928,0.036127452755744006,0.036127452755744006,1,390166.7,PACKET,0.0,1.16.24
oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe,5303.948509087,50382.3625167602,0.003970924902317005,0.018226554187566503,0.017505508653529418,0,387366.4,Edgevana,0.0,1.17.11
Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4,1257709.852272683,1290351.6364739558,0.14589829909113647,0.024406659919860928,0.024406659919860928,4,375030.432,LATITUDE-SH,4773.566507019,1.17.11
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,892080.598545522,910960.381205241,0.08300187612914939,0.027178190814141457,0.027178190814141457,0,374392.1,UAB Cherry Servers,3455.766282158,1.16.17
BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2,4178926.951221023,4223183.383523404,0.010820531619075311,0.04927704973883298,0.04927704973883298,5,372445.98,HURRICANE,42466.529581831,1.17.13
TahoeLA91rRRqaWWBft1KvWLEjv87Zqe2qaDqSG69fm,11061.669362382,27328.195523545,0.024468903391940335,0.027410714285714288,0.022151674677971585,0,369889.2,HURRICANE,0.0,1.16.24
DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx,845587.462635606,857073.2048781881,0.14589829909113647,0.02905488621694773,0.02905488621694773,0,369574.8,LATITUDE-SH,26112.194819679,1.16.23
CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,180842.233063665,186005.2406367617,0.14589829909113647,0.031988176488222345,0.031988176488222345,0,369574.8,LATITUDE-SH,24319.500390146,1.16.23
4EsJD6cpaae8rh27U9pHsfxAheCLQnze1bDvXZfpjcUv,57928.040632841,69957.9964879832,0.12734886242084223,0.02090909202804363,0.02090909202804363,0,369554.9,TERASWITCH,102.317335105,1.16.23
gangtRyGPTvYWb8K3xS2feJQaCks4iJ7rytFUPtVqSY,286678.653707361,366813.2296288629,0.015236741703680156,0.029981572692146918,0.029981572692146918,0,369518.0,Latitude.sh LTDA,43792.337020483,1.16.24
CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,514797.501263699,522908.2141245744,0.0031323809160261162,0.058354243894452665,0.058354243894452665,0,369496.5,OOO NIIR-RadioNet,43386.056374817,1.16.24
D4mLBafAJjpRABT5Tyj6UhuwJ8DLRk74JzyuTMUdU9Fz,188796.056974889,205207.0889132773,0.14589829909113647,0.028987042754049064,0.028987042754049064,0,369474.1,LATITUDE-SH,377.488589512,1.16.23
F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK,2682302.517629715,2706370.5772485384,0.09456351061435796,0.021988678783856387,0.021988678783856387,0,369386.2,OVH SAS,14943.031453089,1.16.23
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,415386.371681145,450898.0654787799,0.0011481809309379456,0.06428899782720668,0.06428899782720668,0,369369.2,MWAY,53775.708750499,1.16.24
GvZEwtCHZ7YtCkQCaLRVEXsyVvQkRDhJhQgB6akPme1e,3390187.168590651,3468933.305351721,0.0787897238699928,0.03350284389531988,0.03350284389531988,0,369364.4,PACKET,43805.084124295,1.17.7
voEskim7SFWrPx1tV2PVisqyrJejxmDEARX11mtZ5vo,163857.080501249,174033.0652449072,0.14589829909113647,0.014415408439341271,0.014415408439341271,0,369359.8,LATITUDE-SH,2429.115110026,1.17.11
HpBE2kci3uJ45fjLnxDmF788Qz8h24zrDok5PBsouQos,59448.011868104,61220.0302222542,0.0030605814221547002,0.060790759485612425,0.0361967862220116,0,369328.8,JSC ER-Telecom Holding,1.454472927,1.16.23
BeSov1og3sEYyH9JY3ap7QcQDvVX8f4sugfNPf9YLkcV,153757.489790274,167723.8852027004,0.015236741703680156,0.03209181919375627,0.03209181919375627,0,369324.8,Latitude.sh LTDA,56.324449687,1.16.24
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,228190.881901421,344700.8535813316,0.0013073234867453213,0.027291481292303875,0.027291481292303875,0,369309.5,Web Werks India Pvt. Ltd.,44483.987346987,1.16.23
DciShieqLiMBjfqxiJ66F9b9fckJusbqFFnwJiG9jKmg,48989.581779108,55583.9007650808,0.0030605814221547002,0.022871603828411614,0.022555486933512968,0,369307.8,JSC ER-Telecom Holding,2.455287268,1.16.23
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,1114218.336490651,1180538.758732081,0.0030052965193688064,0.34224003632446187,0.34224003632446187,0,369209.4,ALLNODES,48114.797820688,1.16.23
8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN,316132.610355018,330788.1547879207,0.0031323809160261162,0.04353453319272345,0.04353453319272345,0,369209.0,OOO NIIR-RadioNet,44386.876409479,1.16.23
FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb,285713.193080128,376578.2168979095,0.008151969289131044,0.02623194773701648,0.02623194773701648,0,369207.7,RELIABLESITE,43422.306576332,1.16.24
EdGevanAjM8a6Gg9KxBVrmVdZAUGAZ9xaVd7t9R4H2x,163778.358509426,257475.2322950209,0.007375377908116382,0.03573790499599379,0.03573790499599379,0,369207.1,AS-CHOOPA,43193.014006408,1.17.11
mrgn6ETrBDM8mjjYN8rbVwFqVwF8z6rtmvGLbdGuVUU,210107.607995012,241739.1391399941,0.12734886242084223,0.02712622088874561,0.02712622088874561,0,369182.7,TERASWITCH,26288.687895123,1.16.24
EXrWdDxFaE3Sfsbh3TV5ToGhMqu53xrmeoVdvn467jUH,501797.704887811,511588.0359182292,0.05200313563442579,0.03779540676050629,0.03779540676050629,0,369130.3,AS-CHOOPA,5.818977354,1.17.11
Fy6zNoZ1eCPpQX3JXeQ9Yd1HW1BFL8rrFmDvYYDnuxjT,90418.9611609,134892.0170246601,0.12734886242084223,0.021138019629588077,0.021138019629588077,0,369047.7,TERASWITCH,0.0,1.16.24
bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8,88126.649288915,113661.051425346,0.0002895396872875232,0.6248340458072307,0.09080278525145101,0,369009.7,CETIN a.s.,42770.112507209,1.16.24
mrgn2vsZ5EJ8YEfAMNPXmRux7th9cNfBasQ1JJvVwPn,219843.555716845,237085.0347595024,0.12734886242084223,0.03760907605811795,0.03760907605811795,0,368955.6,TERASWITCH,1113.369107462,1.16.23
5WPxGiB6zBXNJp8JN3WhSKDuTY3ZBX6dBDcbtVMQAJLX,127297.522321059,154629.0358833552,0.0031323809160261162,0.1353525986240162,0.08371102651271353,0,368676.5,OOO NIIR-RadioNet,42850.500312931,1.16.23
94Fybch6SXbRxRh9JrKEmMgsThxX8andVUnQ9BuHxjar,29081.831151395,47125.9646363593,0.006355554831823025,0.11193473193473191,0.062211810435916906,0,368557.8,RELIABLESITE,0.0,1.16.23
2PEyBgsPYBQ8pMdXQtEaPGNqWQHE9GCnmV2tTVN4GMru,738563.222502151,750095.408234738,0.09456351061435796,0.05468733011636765,0.05468733011636765,0,368499.0,OVH SAS,416.231288023,1.16.24
86Sw9R6ynPmXnHfwUWinXtq1QoF2KHesfQQyZG5r8sXo,44696.583255074,46658.5289500808,0.0787897238699928,0.12917429792429794,0.07367607799677837,0,368411.0,PACKET,78.241453332,1.16.24
GwT72fNWtBrFa9GsBru2kPso1NEw3AnzrjPwprVAv32X,59837.862448584,62762.8248862753,0.05166741556507916,0.04754124895572265,0.045350132060824,0,368338.0,WEBNX,0.0,1.16.24
6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,299189.759804391,303817.4519713829,0.008151969289131044,0.08835875230049138,0.08835875230049138,0,367724.0,RELIABLESITE,42139.832051175,1.16.24
DHnoGrcm2oecMuWpyYjwxzYoEW3vJdivGtV4favEp3R4,52960.731916188,59407.8828139406,0.0030605814221547002,0.08673485183547106,0.05856477555162524,5,367635.355,JSC ER-Telecom Holding,3.472995434,1.16.23
CqSMzh8DWZeqYVa5M1V1rHU825T19NCjYipM3pkdHncm,54173.50104766,73022.118361496,0.09456351061435796,0.12203042808169853,0.07229276289057417,0,367434.5,OVH SAS,10.376196089,1.16.23
LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq,179761.256652168,186806.0059665951,0.05166741556507916,0.03655749369063316,0.03655749369063316,1,365758.767,WEBNX,2226.546763282,1.16.24
D7WodK26tETSqyWBW35vvMGfige9afLEyTsm1Pvvropd,10997.156267741,18212.9909741635,0.14589829909113647,0.03333333333333334,0.009126206634582159,1,365737.68,LATITUDE-SH,0.0,1.16.23
GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr,450101.91616159,478762.844542141,0.0014622800070431949,0.018135689643299847,0.018135689643299847,1,365535.126,Amarutu Technology Ltd,42825.37406097,1.16.23
DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao,229998.014402254,235719.3265081351,0.14589829909113647,0.1339064318887629,0.1339064318887629,0,365231.7,LATITUDE-SH,25606.104548287,1.16.21
MNDE6ueF5uMvyk3ohq7wWZ8H749pbpj1yHj2MvMRCJM,62492.453440612,66558.5255405285,0.0003134633038002549,0.04129229602526818,0.03519779620896485,3,365138.176,H4Y-TECHNOLOGIES,31.499967026,1.16.23
3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g,5633338.548216036,5648297.54819474,0.014384310692885852,0.19981390952101905,0.19981390952101905,1,364977.558,AMAZON-AES,41855.109927934,1.16.24
GmTownnqSF8zXE4Cy3ZP8daMBPDSc6PnYW6aJLzjwTkz,878714.03135034,881602.0669037697,0.1455250408111733,0.49047508718352306,0.49047508718352306,2,362287.282,AMAZON-02,0.0,1.16.21
2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp,19008.398154825,104404.2467078304,0.1455250408111733,0.28714665615187396,0.12749602085484626,1,362203.578,AMAZON-02,87.378667822,1.16.24
2qsJLygBZ2XoYkRtkngH4fH4CtFmzfnjARbtMSWkZAQs,61897.548871278,66198.9288754621,0.005354709145203018,0.024404761904761894,0.024404761904761894,2,362134.892,HVC-AS,0.0,1.16.24
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,245393.913660314,248930.8565691998,0.12734886242084223,0.04712410939251085,0.04712410939251085,2,361646.95,TERASWITCH,143.528974906,1.16.23
AXA7ztxJGz77RHmocYQ6MEbPYHbpc3TmhtQqZGrdzqo1,221831.848902208,232991.5614755722,0.004039796701206631,0.031157226056834818,0.031157226056834818,2,361627.938,TIER-NET,43853.34222045,1.16.23
73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD,20233.55533755,28561.6861458799,0.14589829909113647,0.5418109668109669,0.09080278525145102,0,361119.3,LATITUDE-SH,11.935432357,1.16.24
