vote_account,vemnde_votes
1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,438409.215740314
22JsmBbjuGHRypQd46LNGi74z2L23vyefFb3cA4fYW1H,14592.570697547
26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx,0
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,1585134.137900213
2bm3fmyLq12943jC1UePUcvFho7y1bUik8PisvsRc2yq,10390.454138618
4K4qpgksvHbKnk8mpMNncHxihMN1ayidQ8odqJKaN7mH,0
4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu,0
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,0
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,244390.584578313
5nH6sYJNSa71DCBQHgRCsX1dh5W1bWrUPeYieo9xyZ7f,0.102474049
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,10667696.173479611
6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn,0
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,0
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,0
73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD,0
76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1,0
76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857,0
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,9239.47004522
7bshVP74UGL7gn6CTEztizxKsZrcmwPmB4rT1tVbU3vH,0
8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN,0
9Bnti5HezjTHQ2uqZtr5V9YSdCuzuQTUZNoaZrVtxy5T,47120.7058391
9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,0
9QU2QSxhb24FUX3Tu2FpczXjpK3VYrvRudywSZaM29mF,0
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,366412.01090144296
9xSvmMmFmG9atApxNDH5MY3pxKdicMKAGf7dNrwbTV1q,0
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,27007.309839094
AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,0
B1w6SZcyvjyp6zEyStcc8u9AxXAh2AbYvNzMmP9rRKE9,115900.216680565
B6nDYYLc2iwYqY3zdmavMmU9GjUL2hf79MkufviM2bXv,0
B9NiU9ZL3Jo2WkZA1X35sSpeyZXxLJpBi7B5Sah7zUQJ,0
BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2,0
BWkvytz3MAiLkUbMuYK5yV1VYThbBYYQYG3gdef8NLw5,16.666666739
BvsRkzBdyy51NLFTYrk5BF9jjy8rqesS5LHD414kqTmE,15940.757922415
BxFf75Vtzro2Hy3coFHKxFMZo5au8W7J8BmLC3gCMotU,0
CAf8jfgqhia5VNrEF4A7Y9VLD3numMq9DVSceq7cPhNY,124064.000007816
CcaHc2L43ZWjwCHART3oZoJvHLAe9hzT2DJNUpBzoTN1,0
CertusDeBmqN8ZawdkxK5kFGMwBXdudvWHYwtNgNhvLu,0
CiTYUYPAPHdcri5yEfsmqVcs54J6j8X1QaiFLgYqMVe,4389.62911882
CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,361635.535899834
CwSZ17woioM2bqEbaswZJYvx5pemN6t3shBcU6zqPHyG,0
DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,28524.219717928
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,0
DySC6eaUthvVVzu4s8GFupm4PzYLNvq372AYnNrKP4xP,0
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,236311.60586912
EFEKcHrUBsRoQkuTSJAQNZnj1u8h9oE4LoCYerednc3F,1010.773148148
EXhYxF25PJEHb3v5G1HY8Jn8Jm7bRjJtaxEghGrUuhQw,152113
Ehdn9LdjTAURQSMoDPERXLehtvzy7QD762wwPkzGT7RS,9788337.827171978
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,0
ExArtqMtiiuwjReNHtjjuA246ydbvdKoyt7dMnjdpmpB,0
FQ7vjqjz7sxLA9m34TfieT7dZZ6hsaNhJV6r744UDRKR,0
FVhMWs3bbayWpUqDAbWUPH813gzFzJEo8fzhLhhkGstp,0
FnAPJkzf19s87sm24Qhv6bHZMZvZ43gjNUBRgjwXpD4v,0
G11K4toVD1rk4ri7eziJyYENZTXb8h7q59gzaoE3BCHX,0
GA2t11gJcmuZ4y7pShTzgYDkxVaJaVQJqkVUqojhPPsT,21374.000005115
GAnbgkZq584QAdfZZzX8aCiKvDYcqszY3jGCiwqm3a9h,4265.019247378
GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD,0
GNEQZLFjM1QXvMStREZhK9Z8mYH2ShECMDDGhNWcGfxn,46630.962278367
GNZ1PAAS33davY4Q1BMEpZEpVBtRtGvSpcTH5wYVkkVt,1232673.703568596
