vote_account,vemnde_votes
12pVREJSt8d5AV4aBzGFf3QZn3qo8DWmwBQu3wQ5RAZ9,0
1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,742856.152013428
26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx,3.948220142
2DM7z4MxS13BmxHc2aENmDYAiMPvYFnMmDyDDYHfuK7D,54553.212230993
2PXahCdEhHwy2D4Q1cYx7LgyQR3HMV9zPqMUfuBszRLM,0
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,1652118.830881631
2bm3fmyLq12943jC1UePUcvFho7y1bUik8PisvsRc2yq,1.005142668
2het6nBRLq9LLZER8fqUEk7j5pbLxq2mVGqSse2nS3tf,0
2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp,0
34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs,490.132005928
39xF5qkfK5HBaG4Hkq6bjumUB2k4B5ozEAmfZoobhUVw,0
3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g,6.844868665
3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,773.350065691
4GN2gRpWbtx7REhN7gS9AsEkZy8QmA5xv4eTGiGafGuF,0
4K4qpgksvHbKnk8mpMNncHxihMN1ayidQ8odqJKaN7mH,0
4TZfczJQWHQm7HaEP1DsSHLC7EexkWeFQFYicnemcnMb,0
4ZCnzKSLNUrJnLqPGYvD2DWgZuoFrs419tEk1J1VZyNw,0
4jJQwaucKKmwqtaYB7rZMMAmWnKuGvd4VWzw3La5Y7pQ,4.910981122
4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu,97.55831348699999
54LAJpkmdovUQPRqE4pyDXHRfHpVJqT5MjwEmAEVBboY,44468.047453601
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,0
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,0
