vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,msol_votes,msol_power,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_msol,target_stake_algo,target_stake
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,1087840.55603973,1121826.21187868,0.0365925814139598,0.0115752476265125,0.0115752476265125,5,394692.035,LATITUDE-SH,1678083859495390,722531.608360572,1.14.19,0.793221397823114,0.988374947630089,0.9445572588668,854,1276,90,0.924645410149563,0,"",1,1,95,1,450266.461031091,0.525203016850224,1,0.0406485375412669,51698,667974,37304,756976
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,7146760.39359043,7347473.66341502,0.0199534675978896,0.0103435783130667,0.0103435783130667,8,380999.508,UNITAS,0,466616.563141241,1.14.19,0.887246267438805,0.989611916439156,0.911788987345741,635,1164,168,0.913999563444167,0,"",1,1,209,0,300000.035578393,0.349928497943587,1,0,0,445053,0,445053
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,252984.540646359,270725.060084552,0.00363683248545457,0.011649844363164,0.011649844363164,5,394841.185,Latitude.sh LTDA,3093509335489320,157825.497081307,1.14.17,0.979448863440749,0.98830002992654,0.944914197195085,225,1289,80,0.953564594519914,0,"",1,1,36,1,14416.056210063,0.0168152307545158,1,0.0749346687867702,95305,21386,38470,155161
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1190728.60589906,1204552.82652352,0.0365925814139598,0.0110045148314626,0.0110045148314626,0,415494.2,LATITUDE-SH,3319928369671180,138865.891756274,1.14.19,0.793221397823114,0.98894813611346,0.994339960843279,854,1225,22,0.962983887707114,0,"",1,1,20,1,62.152142785,0.0000723185562416746,1,0.080419244766817,102280,92,38850,141222
mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR,148607.68242241,159784.734926631,0.00363683248545457,0.0127762159720904,0.0125685866775982,6,387702.436,Latitude.sh LTDA,1542963226836960,136921.67697666,1.14.17,0.979448863440749,0.987377334545467,0.927830099748887,225,1359,127,0.940352004531987,0,"",1,1,47,1,34593.548764047,0.0403514215262015,1,0.0373754814450734,47536,51321,37937,136794
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,200159.539819212,201175.218251514,0.00431379932958096,0.00945345708668638,0.00924582779219413,10,374008.41,HVC-AS,4836553884195640,127445.905693786,1.14.19,0.975623436200048,0.990714390244123,0.895058240895919,234,1037,291,0.9148110516618,0,"",1,1,191,0,1595.778855707,0.00186161960905988,1,0.0999999976185391,127184,2368,0,129552
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,1818.237612992,111327.414086009,0.0365925814139598,0.0231468801577114,0.00946295392708463,5,384109.7,LATITUDE-SH,3653029224586010,112340.802017417,1.14.17,0.793221397823114,0.990496329882011,0.919232143451157,854,1064,139,0.905327735387678,0,"",1,1,436,0,6339.235537216,0.00739398916154799,1,0.0884880154526332,112543,9404,0,121947
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,165998.640794268,184405.520892537,0.0365925814139598,0.0193135244016228,0.0174384571538157,0,416952,LATITUDE-SH,2353187612488630,113312.269946615,1.14.19,0.793221397823114,0.982486510508922,0.997828694969814,854,1634,4,0.965170481219484,0,"",1,1,16,1,1330.620592196,0.00155251610254305,1,0.0570017202006781,72497,1975,38939,113411
CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,1985400.99847958,2019309.34226574,0.0365925814139598,0.0116361914121879,0.0116361914121879,6,392643.076,LATITUDE-SH,2394600647274660,106816.770090055,1.14.17,0.793221397823114,0.98831374162198,0.93965379255649,854,1287,114,0.920868804833316,0,"",1,1,109,0,22465.459818625,0.0262038123543423,1,0.0580048868054704,73773,33327,0,107100
Ehdn9LdjTAURQSMoDPERXLehtvzy7QD762wwPkzGT7RS,402044.390383614,406231.688857658,0.0199534675978896,0.0101291991942193,0.0101291991942193,8,381134.932,UNITAS,3262776012944720,99580.476833321,1.14.19,0.887246267438805,0.989827217965657,0.912113077296592,635,1128,167,0.914265425062245,0,"",1,1,204,0,0,0,1,0.0790348538953473,100520,0,0,100520
DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,294107.208002808,485067.18570566,0.00128057612456476,0.136973263963335,0.128773237786003,7,374475.753,ORACLE-BMC-31898,2948515489369750,90877.494448321,1.14.19,0.992763676931587,0.870672690433295,0.896176662814493,124,1839,199,0.909074359418569,0,"",1,1,301,0,89.915630721,0.000104978549383076,1,0.0714224425687476,90838,134,0,90972
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,155551.904937977,157814.301850281,0.000945927859384995,0.0113675697551748,0.0100490109142784,10,373513.05,SERVER-MANIA,2848959384178800,87683.283995128,1.14.19,0.994654718717134,0.989907751271194,0.893872770092708,101,1122,669,0.916764991510196,0,"",1,1,140,0,0,0,1,0.069010879966248,87771,0,0,87771
Luck3DN3HhkV6oc7rPQ1hYGgU3b5AhdKW9o1ob6AyU9,89367.951143324,91254.4959172311,0.00363683248545457,0.00553830227743271,0.00325870706136951,4,399016.8,Latitude.sh LTDA,741077625000000,63013.449977263,1.14.19,0.979448863440749,0.996727271720749,0.954907070394269,225,194,51,0.961899669426534,0,"",1,1,23,1,1715.062932729,0.00200042457991084,1,0.0179512858353014,22831,2544,38807,64182
juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx,620480.219360515,625223.19925697,0.00363683248545457,0.00974200508272133,0.00974200508272133,4,398760.864,Latitude.sh LTDA,779880617238902,62381.917297445,1.14.19,0.979448863440749,0.990216078054764,0.954294577145944,225,1087,58,0.960927659722746,0,"",1,1,25,1,159.667942392,0.00018662853223658,1,0.0188912008376265,24027,237,38767,63031
