vote_account,vemnde_votes
1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,656550.0469706
22JsmBbjuGHRypQd46LNGi74z2L23vyefFb3cA4fYW1H,69139.900160601
26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx,0
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,1592291.150209565
2bm3fmyLq12943jC1UePUcvFho7y1bUik8PisvsRc2yq,4005.87307768
34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs,5576.745587085
3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g,0
4K4qpgksvHbKnk8mpMNncHxihMN1ayidQ8odqJKaN7mH,0
4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu,0
54LAJpkmdovUQPRqE4pyDXHRfHpVJqT5MjwEmAEVBboY,0
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,0
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,0
5nH6sYJNSa71DCBQHgRCsX1dh5W1bWrUPeYieo9xyZ7f,0
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,14752489.822222827
6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn,0
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,0
6SmEcnuXJ3ZYqJWTqCoPQMhfvey6PfWb1LebLzoH3f7m,0
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,0
73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD,0
76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1,0
76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857,0
7DrGM5rSgw8iCnXNxgjfmy4GFy6PuKu3gsujT5TjcDaA,0
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,3831636.327916945
7bshVP74UGL7gn6CTEztizxKsZrcmwPmB4rT1tVbU3vH,0
81LF3sFyx9aANNhZPTyPEULKHV1mTqd3qho7ZLQghNJL,0
8D8XL6ovqx15RKwC1XtFyTz6H8JYF2fUsxTnsY4b123P,100
8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN,0
9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,0
9QU2QSxhb24FUX3Tu2FpczXjpK3VYrvRudywSZaM29mF,0
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,3591392.431662416
9xSvmMmFmG9atApxNDH5MY3pxKdicMKAGf7dNrwbTV1q,0
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,0
AXA7ztxJGz77RHmocYQ6MEbPYHbpc3TmhtQqZGrdzqo1,0
AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,0
B1w6SZcyvjyp6zEyStcc8u9AxXAh2AbYvNzMmP9rRKE9,107503.797546265
B6nDYYLc2iwYqY3zdmavMmU9GjUL2hf79MkufviM2bXv,0
B9NiU9ZL3Jo2WkZA1X35sSpeyZXxLJpBi7B5Sah7zUQJ,0
BARLL1NvF3jPHQ3zb82q1v5m6uewcpkgRBYVNufQMWjo,0
BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2,0
BWkvytz3MAiLkUbMuYK5yV1VYThbBYYQYG3gdef8NLw5,16.666666739
BeSov1og3sEYyH9JY3ap7QcQDvVX8f4sugfNPf9YLkcV,0
BxFf75Vtzro2Hy3coFHKxFMZo5au8W7J8BmLC3gCMotU,0
CAf8jfgqhia5VNrEF4A7Y9VLD3numMq9DVSceq7cPhNY,50
CULmqn9u8zZGorkdY74353UBNUhZK7s7oiZS6KN6sFnz,0
CcaHc2L43ZWjwCHART3oZoJvHLAe9hzT2DJNUpBzoTN1,0
CertusDeBmqN8ZawdkxK5kFGMwBXdudvWHYwtNgNhvLu,0
CiTYUYPAPHdcri5yEfsmqVcs54J6j8X1QaiFLgYqMVe,4389.62911882
CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ,571382.886208969
CwSZ17woioM2bqEbaswZJYvx5pemN6t3shBcU6zqPHyG,0
CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,0
DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq,28774.219717928
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,372623.955883802
DySC6eaUthvVVzu4s8GFupm4PzYLNvq372AYnNrKP4xP,0
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,545662.4541978871
EFEKcHrUBsRoQkuTSJAQNZnj1u8h9oE4LoCYerednc3F,1010
EXhYxF25PJEHb3v5G1HY8Jn8Jm7bRjJtaxEghGrUuhQw,152113
Ehdn9LdjTAURQSMoDPERXLehtvzy7QD762wwPkzGT7RS,9788337.827171978
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,0
EwyKH3mvN2EBSCFmWZmyahRUQbR4WgYqbhzmAg2LYpFL,0
ExArtqMtiiuwjReNHtjjuA246ydbvdKoyt7dMnjdpmpB,0
FQ7vjqjz7sxLA9m34TfieT7dZZ6hsaNhJV6r744UDRKR,0
FVhMWs3bbayWpUqDAbWUPH813gzFzJEo8fzhLhhkGstp,0
FnAPJkzf19s87sm24Qhv6bHZMZvZ43gjNUBRgjwXpD4v,0
G11K4toVD1rk4ri7eziJyYENZTXb8h7q59gzaoE3BCHX,0
GA2t11gJcmuZ4y7pShTzgYDkxVaJaVQJqkVUqojhPPsT,6016.895467026
