vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version,target_stake_msol,normalized_dc_concentration,normalized_grace_skip_rate,normalized_adjusted_credits,rank_dc_concentration,rank_grace_skip_rate,rank_adjusted_credits,score,blacklisted,ui_hints,eligible_stake_algo,eligible_stake_msol,rank,in_algo_stake_set,eligible_stake_mnde,mnde_power,target_stake_mnde,target_stake_algo,target_stake
DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,7885723.82478253,7919333.94097945,0.0209085612553809,0.00728767709800497,0.00728767709800497,8,383212.66,UNITAS,0,1188912.18752455,1.13.7,1170000,0.892125844488577,0.987789672403849,0.909718976865842,614,991,162,0.913017779233802,0,"",1,1,206,0,1,0,0,0,1170000
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1008009.07524866,1070637.31452771,0.0306460178371351,0.00779882930785842,0.00779882930785842,0,417899.1,LATITUDE-SH,3785800961206110,119116.815908093,1.13.7,0,0.841887098132199,0.98693324917737,0.992062062054933,756,1060,22,0.968563697383931,0,"",1,1,24,1,1,0.100000002737662,94714,26767,121481
BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo,75624.813550311,122422.537270375,0.000310797619766627,0.00876020408163265,0.00832101569839561,10,376121.34,NorthC Deutschland GmbH,4979321694199950,117662.686583,1.13.7,0,0.998396492692262,0.986058338446699,0.892884699065551,45,1136,650,0.916284485729749,0,"",1,1,122,0,1,0.100000002737662,94714,0,94714
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,463.178888081,27051.0212249687,0.0795146737108527,0.00526315789473685,0.0019057280333627,6,388516.664,LATITUDE-SH,3650878125000000,90888.350238093,1.13.6,0,0.589757603473693,0.996806998542389,0.922310296505888,1036,169,127,0.876878859272973,0,NOT_ELIGIBLE_ALGO_STAKE_MIN_STAKE_BELOW_1000,0,0,896,0,1,0.100000002737662,94714,0,94714
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,65086.165434058,136324.073213732,0.0306460178371351,0.0139251512376513,0.00818664113596375,0,419737.8,LATITUDE-SH,2353187612488630,116201.010625821,1.13.6,0,0.841887098132199,0.986283479792263,0.996427002093091,756,1125,6,0.971871361306737,0,"",1,1,20,1,1,0.0683172048996813,64706,26858,91564
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,129623.935955521,159002.919414785,0.0024101517368803,0.00369883423454852,0.00369883423454852,10,376466.31,HVC-AS,3267862611315540,93027.093203508,1.13.7,0,0.987565233203053,0.99380269225429,0.893703632749656,159,408,273,0.915843806627458,0,"",1,1,129,0,1,0.0948718416928344,89857,0,89857
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,134189.952538059,162927.315221897,0.000882587932164928,0.0094852681523709,0.00800115433470245,10,374959.71,SERVER-MANIA,3130963058541690,93041.484134267,1.13.7,0,0.995446438103322,0.986594258463945,0.89012707395187,98,1101,1091,0.913750605706868,0,"",1,1,187,0,1,0.0908973861597334,86093,0,86093
7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,153875.649467829,181691.660337503,0.0844798470156692,0.00728160098429135,0.00674968323459602,5,397192.055,UAB Cherry Servers,3092688151518800,93055.962393707,1.13.6,0,0.564140638696306,0.988691068174902,0.9429050436221,1040,898,80,0.888155598599117,0,"",1,1,677,0,1,0.0897861965385604,85040,0,85040
1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5,333244.489940106,350750.310583113,0.0462901861351708,0.00563634056581779,0.00563634056581779,5,398303.175,WEBNX,1547542089193040,75142.506730116,1.13.7,0,0.761173680158743,0.990556447023298,0.945542761670286,795,742,64,0.920640878772588,0,"",1,1,87,1,1,0.0449278802647396,42553,25443,67996
GREENr9zSeapgunqdMeTg8MCh2cDDn2y3py1mBGUzJYe,174433.512252947,184026.92485358,0.0462901861351708,0.00854689476846373,0.00798916966649938,7,389827.728,WEBNX,2065994043695940,55530.192684724,1.13.7,0,0.761173680158743,0.986614338487102,0.925422667064537,795,1098,120,0.904860643803843,0,"",1,1,399,0,1,0.0599794637024212,56809,0,56809
