vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,234167.69818683,317917.2136197186,0.13070648782811536,0.009834555940294431,0.009834555940294431,0,421242.9,OVH SAS,3000000000000,97.359471095,1.13.6
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,20743.0406453,30915.6213801965,0.1878853956278644,0.00357142857142857,0.00158837443926493,0,420754.4,TERASWITCH,0,0.0,1.14.17
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,1043535.698016564,1137078.983606619,0.002890094025931902,0.010442871248197861,0.010442871248197861,0,420687.5,AS-WAVE-1,0,34036.757953387,1.13.5
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,279678.060204337,300917.7726923596,0.03064601783713513,0.00853122057348138,0.00853122057348138,0,420625.3,LATITUDE-SH,6501528140136,25561.790274653,1.14.17
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,4633.425691707,22785.5957518567,0.08447984701566914,0.0,0.0,0,420103.4,UAB Cherry Servers,0,24526.329531126,1.13.6
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,65086.165434058,136324.0732137318,0.03064601783713513,0.013925151237651257,0.008186641135963745,0,419737.8,LATITUDE-SH,2353187612488634,116201.010625821,1.13.6
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,34666.796494644,41753.363264867,0.1878853956278644,0.0,0.0,0,419383.6,TERASWITCH,0,0.0,1.13.7
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,9765.379490095,10018.7616022603,0.1878853956278644,0.0,0.0,0,419137.7,TERASWITCH,0,0.0,1.14.17
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,438415.999483633,464089.6844040088,0.014904498387936062,0.01789861041703088,0.01789861041703088,0,418469.8,RELIABLESITE,1000000000000,31774.331548839,1.13.6
5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z,98602.803787998,105142.359395982,0.0002729819284329352,0.006021148989898984,0.004422463990476468,0,418303.2,TIER-NET,2704427055171,33839.240622588,1.13.6
MELNFCV6Rfn1mPLhpAK7gjYzDUhvLdKyMW4mFbfoL9F,71955.47308012,74526.1214118961,0.0020924023041065678,0.033767413319842995,0.009926824865415327,0,418291.3,ORACLE-BMC-31898,0,29128.244153691,1.13.6
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,473872.522048942,493011.0961058496,0.0012532203200275604,0.00521022713297894,0.00521022713297894,0,418283.9,ALLNODES,0,30002.665964719,1.13.6
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,114204.80993388,116159.2103913294,0.0002952995316884608,0.007115260761181697,0.006127291890139774,0,418268.5,Web Werks India Pvt. Ltd.,0,31182.887578806,1.13.5
CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,145508.93428284,155271.4087289994,0.0037872843890166493,0.004163390663390665,0.003660031132241078,0,418241.5,OOO NIIR-RadioNet,0,26130.783250982,1.13.7
bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8,84489.861041432,85105.3014403079,0.001179461641844078,0.0,0.0,0,418184.5,CETIN a.s.,0,27583.514776057,1.13.6
7D1KBDEhnBs1w9AEd4zjbWybw7mhfNUh4KdZpjGvySjD,41939.795538519,42059.3067385224,0.00010692309841936559,0.49988636363636363,0.01693930119424215,0,418173.6,ZEN-ECN,0,32127.338022963,1.13.5
CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,70411.408673875,71541.3834288177,0.03064601783713513,0.007500000000000007,0.003793884074724695,0,418135.2,LATITUDE-SH,0,25074.850121396,1.13.6
EPWrFd8jJ4SLA1YtcZcRAsAMxmnikSVqbumerCq5yV6z,272692.88068571,280914.9699175578,0.03064601783713513,0.00764292161409289,0.00764292161409289,0,418111.4,LATITUDE-SH,0,30207.773436436,1.13.6
8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN,159230.246451668,162271.2256752538,0.0037872843890166493,0.011614725853856289,0.0076637201025991555,0,418044.3,OOO NIIR-RadioNet,0,28230.879285723,1.13.6
CertuszpSb9Qb8v5HhndmSdCC3WoKAiFoBEXmNhjJPUg,676848.731268778,678401.0140179611,0.07659823119209345,0.004149053940075076,0.004149053940075076,0,417973.2,PACKET,0,23915.049236539,1.13.7
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,89880.505501158,98525.8139899805,0.00025040691786400057,0.0065488565488565405,0.003458056304440188,0,417942.8,MWAY,25152661503971,31513.98614579,1.13.6
AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t,1008009.075248657,1070637.3145277102,0.03064601783713513,0.007798829307858424,0.007798829307858424,0,417899.1,LATITUDE-SH,3785800961206107,119116.815908093,1.13.7
F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK,3094637.173047347,3117441.4090306545,0.13070648782811536,0.008542802190244581,0.008542802190244581,0,417872.7,OVH SAS,0,0.0,1.13.7
DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx,316464.150738598,392441.7785000443,0.0009970694208878382,0.010217237285989122,0.010217237285989122,0,417692.7,COGENT-174,28169757490035,31787.141858109,1.13.7
2PEyBgsPYBQ8pMdXQtEaPGNqWQHE9GCnmV2tTVN4GMru,1106891.11310469,1125207.3508874434,0.13070648782811536,0.007121742798050568,0.007121742798050568,0,417534.7,OVH SAS,0,0.0,1.13.7
GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD,119128.755890202,130014.9165394856,0.0003305075599173897,0.0122921991062235,0.007940613167510319,0,417509.2,TEXASNET-ASN,0,31082.945444719,1.13.6
6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,369391.590925788,378378.9240473075,0.014904498387936062,0.01653009663211218,0.01653009663211218,0,417316.0,RELIABLESITE,0,30117.32975021,1.13.7
73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD,21188.072630613,23935.7734562215,0.03064601783713513,0.0,0.0,0,417126.2,LATITUDE-SH,0,25075.757651653,1.13.7
3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,74561.777024078,76348.6306287621,0.07659823119209345,0.0026583710407239837,0.0026583710407239837,0,416919.5,PACKET,75227499272000,28638.337639155,1.13.7
AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,180913.059968655,289486.4208668494,0.03064601783713513,0.009256483314853303,0.009256483314853303,0,416831.2,LATITUDE-SH,730135625000000,44915.200396218,1.13.7
BACKboNezqTz4fKH3x26e6xVXL4r9ApVoBL5x9qfj1oS,64244.445107044,66036.6440478597,0.03064601783713513,0.007575757575757569,0.0028414863313333595,0,416802.2,LATITUDE-SH,0,25213.826554814,1.13.6
GvZEwtCHZ7YtCkQCaLRVEXsyVvQkRDhJhQgB6akPme1e,2820510.944801807,2834808.46464642,0.07031172455876583,0.009000072154314531,0.009000072154314531,0,416695.7,PACKET,0,26124.389461409,1.14.17
DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao,233843.264179876,239088.0604803995,0.0008210232886626382,0.012013077253515293,0.012013077253515293,0,415914.1,23M GmbH,0,29472.596706883,1.13.5
4EsJD6cpaae8rh27U9pHsfxAheCLQnze1bDvXZfpjcUv,2473.172266778,17019.0510585012,0.1878853956278644,0.016666666666666663,0.0019057280333627017,0,414945.5,TERASWITCH,0,0.0,1.13.6
GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr,217668.75307636,222844.5536121238,0.0033746323930685666,0.0077174936355367315,0.0077174936355367315,1,413952.66,Amarutu Technology Ltd,0,28805.486808515,1.13.7
3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g,6382189.234894903,6413525.336227821,0.022781121469799905,0.008171331936541936,0.008171331936541936,1,413694.369,AMAZON-AES,0,24838.778417796,1.13.7
LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq,82511.283824931,91122.0012424042,0.02397801387862253,0.07404701269302287,0.01001363426571979,1,412986.816,WEBNX,35293595309016,0.0,1.13.7
BEARSLRLiizzRK7oJzhDUoPCzP1EG7Xt1WqCLL7zeN81,62381.665293279,63065.3436971483,0.03064601783713513,0.0012499999999999955,0.0012499999999999955,2,409857.952,LATITUDE-SH,0,26252.41745632,1.13.5
GmTownnqSF8zXE4Cy3ZP8daMBPDSc6PnYW6aJLzjwTkz,854026.709369218,868482.2454285108,0.002223314414391759,0.008568774473994423,0.008568774473994423,2,409583.846,GTT Communications Inc.,0,25445.02953841,1.13.6
DujbfBa9RitWFkjhVqyV3h4rp2nsf7ikU7C484TwKShR,44436.111176699,45519.3135069072,0.00011571459018754682,0.05491438708350473,0.007099859174177459,0,408986.7,CENTURYLINK-US-LEGACY-QWEST,0,30572.074399932,1.13.6
D7WodK26tETSqyWBW35vvMGfige9afLEyTsm1Pvvropd,4996.973668453,5005.3627300642,0.08447984701566914,0.1125,0.003548819240835896,1,408180.96,UAB Cherry Servers,0,0.0,1.13.7
Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4,2057387.556750315,2320203.2326554283,0.03064601783713513,0.005147857077462625,0.005147857077462625,4,407536.712,LATITUDE-SH,8507500000000,0.0,1.13.7
7emL18Bnve7wbYE9Az7vYJjikxN6YPU81igf6rVU5FN8,1161698.496105183,1163805.0090954492,0.08447984701566914,0.007695682094340439,0.007695682094340439,2,406329.658,UAB Cherry Servers,0,0.0,1.13.6
juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx,709834.213432669,736951.8244814061,0.002586157268578331,0.0049957265319839576,0.0049957265319839576,4,406259.044,Latitude.sh LTDA,808581104861145,52170.162042527,1.13.7
DeNodee9LR1WPokmRqidmAQEq8UbBqNCv6QfFTvU6k69,58475.874484196,63122.7799834092,0.03064601783713513,0.007194368131868134,0.005322824397146995,3,405675.631,LATITUDE-SH,0,24508.771595361,1.13.5
8sLiGeRXLcwtPRWwCQ4QxBXCcipZ31wfXjnnujT3KUTW,228.33205554,234.5712277457,0.13317125377310812,0.00078125,0.00078125,3,405649.441,AMAZON-02,0,0.0,1.13.6
25NKahLoee3o1z6wYU1rqf1dJgMmmfN7KBc6WmyNxt51,445680.740161317,461150.1488431446,0.13317125377310812,0.006942094321792913,0.006942094321792913,3,405564.081,AMAZON-02,0,0.0,1.13.6
J21SMPFJEY9ExCDPiSJQXN23PVSeoQe3LnKD7QcP3bgP,2579530.128371291,2587261.509817062,0.1878853956278644,0.005909864356315952,0.005909864356315952,3,405559.425,TERASWITCH,0,0.0,1.14.16
8RDsLp5kLZEt2swpKne8JuZAN6PFRX1ak29Hci2DT1Xa,1225613.980466119,1228155.3195271685,0.1878853956278644,0.008508983667798542,0.008508983667798542,3,405466.111,TERASWITCH,0,0.0,1.13.7
ChaossQVry9AgexbXooZoWUTDfhT1x5zsAmTbBqa5142,36610.50840347,54010.7267384044,0.03064601783713513,0.002272727272727271,0.0015236674958774418,0,404846.7,LATITUDE-SH,44110881183491,26441.509556399,1.13.5
8tjRQLzor4dP4qd1e7pVDdQmsdwdVv4kSeCVEHwWEiQW,1699782.916093173,1703301.771130341,0.13317125377310812,0.007128725356896459,0.007128725356896459,3,404361.378,AMAZON-02,0,0.0,1.13.6
HLM6hyDWrEca9QMS92nDBa2AreU1qDkppttPVuJ7E2CU,2843.914188609,8016.0534026917,0.08447984701566914,0.03333333333333334,0.0016606631994739024,0,404343.5,UAB Cherry Servers,0,0.0,1.13.7
Eb1oa4AfSUb5bHrKnNdSkZwjoAofMcLnkF7LgYBAyfsY,598966.229845358,606646.2665923106,0.07659823119209345,0.00484119488713447,0.00484119488713447,4,401507.424,PACKET,0,0.0,1.13.7
J1to3PQfXidUUhprQWgdKkQAMWPJAEqSJ7amkBDE9qhF,132567.251167805,152968.8546441219,0.03064601783713513,0.007531274281274281,0.005427538776801256,4,401318.4,LATITUDE-SH,12505853913063,26036.616810507,1.13.7
J1to2NAwajc8hD6E6kujdQiPn1Bbt2mGKKZLY9kSQKdB,2921687.859588896,3105884.436895237,0.1878853956278644,0.00826390232967109,0.00826390232967109,4,401303.04,TERASWITCH,0,0.0,1.13.7
J1to1yufRnoWn81KYg1XkTWzmKjnYSnmE2VY8DGUJ9Qv,1455598.750557077,1734507.8378136547,0.1878853956278644,0.005244757761324548,0.005244757761324548,4,401205.408,TERASWITCH,0,0.0,1.13.7
RAREcr3SmDePhWD4Je1qEh1UMCQD5MFaDHF7UTzezQh,41345.541591426,57523.9537530385,0.0001463223651688097,0.004285714285714293,0.003446377485188193,4,401172.768,MARKLEY-NETWORK-SERVICES,0,24842.572255764,1.13.6
