vote_account,minimum_stake,avg_stake,avg_dc_concentration,avg_skip_rate,avg_grace_skip_rate,max_commission,avg_adjusted_credits,dc_aso,mnde_votes,marinade_stake,version
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,426998.525035538,482361.989047411,0.10448990359788116,0.009317288509377575,0.009317288509377575,0,413260.6,UAB Cherry Servers,3000000000000,327.898240936,1.13.6
HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,1239504.700596491,1262855.8227545936,0.003200797321983597,0.014757954997370249,0.014757954997370249,0,413044.7,AS-WAVE-1,0,26667.448484422,1.13.5
SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV,51084.351476702,77131.1555804346,0.0853706209478267,0.004020467836257302,0.004020467836257302,0,412851.5,UAB Cherry Servers,0,25351.0286179,1.14.17
DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,317533.180544691,328812.6392258636,0.031245240807446117,0.01416432687957786,0.01416432687957786,0,412424.5,LATITUDE-SH,6501528140136,26554.461948703,1.14.17
59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,20792.168503981,20870.3953869652,0.1835641601949029,0.04,0.0025378005835094237,0,412315.3,TERASWITCH,0,0.0,1.14.17
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,10174.682149479,10185.536148338,0.1835641601949029,0.0125,0.0025378005835094237,0,411217.1,TERASWITCH,0,0.0,1.14.17
9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6,132407.514934871,137736.6200063221,0.031245240807446117,0.017582800920010223,0.013813068368856879,0,410552.0,LATITUDE-SH,2353187612488634,90862.63465045,1.14.17
voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,517987.057655265,548928.0431618968,0.019188635312945613,0.019655241446788617,0.019655241446788617,0,409889.5,RELIABLESITE,1000000000000,26363.8710407,1.13.7
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,35012.140354332,41255.9304099461,0.1835641601949029,0.008888170652876526,0.006827549916170808,0,409888.2,TERASWITCH,0,0.0,1.13.7
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,109852.070399902,111559.9771151393,0.0002827564899253595,0.011405223727421998,0.007619881924613414,0,408853.3,Web Werks India Pvt. Ltd.,0,26429.448853131,1.13.5
