vote_account,vemnde_votes
12pVREJSt8d5AV4aBzGFf3QZn3qo8DWmwBQu3wQ5RAZ9,0
1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm,656550.046970597
26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx,0
2DM7z4MxS13BmxHc2aENmDYAiMPvYFnMmDyDDYHfuK7D,54553.212230993
2PXahCdEhHwy2D4Q1cYx7LgyQR3HMV9zPqMUfuBszRLM,0
2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z,1652151.142502676
2bm3fmyLq12943jC1UePUcvFho7y1bUik8PisvsRc2yq,1.005142668
2het6nBRLq9LLZER8fqUEk7j5pbLxq2mVGqSse2nS3tf,0
2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp,0
34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs,1.732969143
3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g,0
3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,0
4K4qpgksvHbKnk8mpMNncHxihMN1ayidQ8odqJKaN7mH,0
4TZfczJQWHQm7HaEP1DsSHLC7EexkWeFQFYicnemcnMb,0
4ZCnzKSLNUrJnLqPGYvD2DWgZuoFrs419tEk1J1VZyNw,0
4jJQwaucKKmwqtaYB7rZMMAmWnKuGvd4VWzw3La5Y7pQ,1.698816872
4qvFxnUXYjBdcviCwVV7gKcGJMCENEBfS82hSLJUhyvu,142.702476346
54LAJpkmdovUQPRqE4pyDXHRfHpVJqT5MjwEmAEVBboY,44468.047453601
5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T,0
5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS,0
5WPxGiB6zBXNJp8JN3WhSKDuTY3ZBX6dBDcbtVMQAJLX,0
5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z,10556.13312373
5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM,0
5nH6sYJNSa71DCBQHgRCsX1dh5W1bWrUPeYieo9xyZ7f,0
5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv,4287340.025333912
6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn,7267.333790844999
6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ,144.493563663
6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ,0
6SmEcnuXJ3ZYqJWTqCoPQMhfvey6PfWb1LebLzoH3f7m,0
6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,0
6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP,4020.8510890589996
73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD,391.828377335
